# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Angle of attack (rad),Pitch rate (rad/s),Mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Thrust (N),Drag force (N),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s)
0.17598,0.20807,13.682,23.474,0.68909,-0.2786,1071.4,0.085107,2.4768e-4,55.434,25.161,0.01053,14.999,1013.2,340.39,1.225
0.17698,0.21051,13.673,23.466,0.68636,-0.2792,1071.4,0.085134,2.4768e-4,55.437,25.152,0.010658,14.999,1013.2,340.39,1.225
0.17798,0.21297,13.665,23.457,0.68365,-0.27984,1071.4,0.085162,2.4768e-4,55.44,25.143,0.010787,14.999,1013.2,340.39,1.225
0.17898,0.21543,13.656,23.449,0.68096,-0.28045,1071.4,0.085191,2.4767e-4,55.443,25.133,0.010917,14.999,1013.2,340.39,1.225
0.17998,0.21792,13.648,23.44,0.67829,-0.28108,1071.4,0.085221,2.4767e-4,55.446,25.124,0.011047,14.999,1013.2,340.39,1.225
0.18098,0.22041,13.639,23.432,0.67564,-0.28168,1071.3,0.085251,2.4767e-4,55.45,25.115,0.011177,14.999,1013.2,340.39,1.225
0.18198,0.22292,13.631,23.423,0.67301,-0.28232,1071.3,0.085282,2.4767e-4,55.453,25.105,0.011308,14.999,1013.2,340.39,1.225
0.18298,0.22545,13.623,23.415,0.6704,-0.28292,1071.3,0.085315,2.4767e-4,55.457,25.096,0.01144,14.999,1013.2,340.39,1.225
0.18398,0.22798,13.614,23.406,0.6678,-0.28355,1071.3,0.085348,2.4767e-4,55.46,25.087,0.011572,14.999,1013.2,340.39,1.225
0.18498,0.23054,13.606,23.398,0.66523,-0.28418,1071.3,0.085381,2.4767e-4,55.464,25.078,0.011705,14.999,1013.2,340.39,1.225
0.18598,0.2331,13.597,23.389,0.66268,-0.28479,1071.3,0.085416,2.4766e-4,55.468,25.068,0.011838,14.998,1013.2,340.39,1.225
0.18698,0.23568,13.589,23.381,0.66014,-0.28543,1071.3,0.085452,2.4766e-4,55.472,25.059,0.011972,14.998,1013.2,340.39,1.225
0.18798,0.23827,13.58,23.372,0.65762,-0.28605,1071.3,0.085488,2.4766e-4,55.475,25.05,0.012106,14.998,1013.2,340.39,1.225
0.18898,0.24087,13.572,23.364,0.65513,-0.28666,1071.2,0.085525,2.4766e-4,55.48,25.041,0.012241,14.998,1013.2,340.39,1.225
0.18998,0.24349,13.563,23.355,0.65264,-0.2873,1071.2,0.085563,2.4766e-4,55.484,25.031,0.012377,14.998,1013.2,340.39,1.225
0.19098,0.24613,13.555,23.347,0.65018,-0.28793,1071.2,0.085602,2.4766e-4,55.488,25.022,0.012512,14.998,1013.2,340.39,1.225
0.19198,0.24877,13.546,23.339,0.64774,-0.28854,1071.2,0.085642,2.4766e-4,55.492,25.013,0.012649,14.998,1013.2,340.39,1.225
0.19298,0.25143,13.538,23.33,0.64531,-0.28915,1071.2,0.085683,2.4765e-4,55.497,25.004,0.012786,14.998,1013.2,340.39,1.225
0.19398,0.2541,13.529,23.322,0.6429,-0.28977,1071.2,0.085724,2.4765e-4,55.501,24.994,0.012923,14.998,1013.2,340.39,1.225
0.19498,0.25679,13.521,23.313,0.64051,-0.29039,1071.2,0.085766,2.4765e-4,55.506,24.985,0.013061,14.998,1013.2,340.39,1.225
0.19598,0.25949,13.512,23.305,0.63813,-0.29102,1071.1,0.08581,2.4765e-4,55.511,24.976,0.013199,14.998,1013.2,340.39,1.225
0.19698,0.2622,13.504,23.296,0.63578,-0.29165,1071.1,0.085854,2.4765e-4,55.516,24.967,0.013338,14.998,1013.2,340.39,1.225
0.19798,0.26493,13.495,23.288,0.63343,-0.29226,1071.1,0.085899,2.4765e-4,55.52,24.957,0.013477,14.998,1013.2,340.39,1.225
0.19898,0.26767,13.487,23.279,0.63111,-0.2929,1071.1,0.085945,2.4765e-4,55.525,24.948,0.013617,14.998,1013.2,340.39,1.225
0.19998,0.27043,13.478,23.271,0.6288,-0.29351,1071.1,0.085992,2.4764e-4,55.531,24.939,0.013757,14.998,1013.2,340.39,1.225
0.20098,0.27319,13.465,23.258,0.62651,-0.29414,1071.1,0.086039,2.4764e-4,55.536,24.925,0.013898,14.998,1013.2,340.39,1.225
0.20198,0.27597,13.447,23.24,0.62424,-0.29482,1071.1,0.085984,2.4764e-4,55.529,24.905,0.014039,14.998,1013.2,340.39,1.225
0.20298,0.27877,13.429,23.221,0.62198,-0.29548,1071.1,0.085927,2.4764e-4,55.522,24.886,0.01418,14.998,1013.2,340.39,1.225
0.20398,0.28158,13.411,23.203,0.61974,-0.29615,1071,0.085871,2.4764e-4,55.516,24.866,0.014322,14.998,1013.2,340.39,1.225
0.20498,0.2844,13.393,23.185,0.61752,-0.29685,1071,0.085817,2.4764e-4,55.509,24.847,0.014464,14.998,1013.2,340.39,1.225
0.20598,0.28723,13.375,23.167,0.61532,-0.29751,1071,0.085763,2.4764e-4,55.503,24.827,0.014606,14.998,1013.2,340.39,1.225
0.20698,0.29008,13.357,23.149,0.61313,-0.29821,1071,0.085711,2.4763e-4,55.497,24.808,0.014749,14.998,1013.2,340.39,1.225
0.20798,0.29294,13.339,23.131,0.61096,-0.29889,1071,0.08566,2.4763e-4,55.49,24.788,0.014892,14.998,1013.2,340.39,1.225
0.20898,0.29582,13.321,23.113,0.60881,-0.29956,1071,0.08561,2.4763e-4,55.484,24.768,0.015036,14.998,1013.2,340.39,1.225
0.20998,0.29871,13.303,23.095,0.60667,-0.30023,1071,0.085561,2.4763e-4,55.479,24.749,0.01518,14.998,1013.2,340.39,1.225
0.21098,0.30161,13.285,23.077,0.60455,-0.3009,1071,0.085513,2.4763e-4,55.473,24.729,0.015324,14.998,1013.2,340.39,1.225
0.21198,0.30452,13.266,23.059,0.60245,-0.30158,1070.9,0.085466,2.4763e-4,55.467,24.71,0.015468,14.998,1013.2,340.39,1.225
0.21298,0.30745,13.248,23.041,0.60036,-0.30227,1070.9,0.08542,2.4763e-4,55.461,24.69,0.015613,14.998,1013.2,340.39,1.225
0.21398,0.31039,13.23,23.023,0.59829,-0.30295,1070.9,0.085375,2.4763e-4,55.456,24.671,0.015758,14.998,1013.2,340.39,1.225
0.21498,0.31335,13.212,23.004,0.59624,-0.30362,1070.9,0.085332,2.4762e-4,55.451,24.651,0.015903,14.998,1013.2,340.39,1.225
0.21598,0.31631,13.194,22.986,0.5942,-0.30428,1070.9,0.085289,2.4762e-4,55.445,24.632,0.016049,14.998,1013.2,340.39,1.225
0.21698,0.31929,13.176,22.968,0.59217,-0.30497,1070.9,0.085248,2.4762e-4,55.44,24.612,0.016195,14.998,1013.2,340.39,1.225
0.21798,0.32229,13.158,22.95,0.59016,-0.30565,1070.9,0.085207,2.4762e-4,55.435,24.593,0.016341,14.998,1013.2,340.39,1.225
0.21898,0.3253,13.14,22.932,0.58817,-0.30633,1070.8,0.085168,2.4762e-4,55.431,24.573,0.016488,14.998,1013.2,340.39,1.225
0.21998,0.32832,13.122,22.914,0.58619,-0.30701,1070.8,0.08513,2.4762e-4,55.426,24.554,0.016634,14.998,1013.2,340.39,1.225
0.22098,0.33135,13.104,22.896,0.58423,-0.30767,1070.8,0.085092,2.4762e-4,55.421,24.534,0.016781,14.998,1013.2,340.39,1.225
0.22198,0.3344,13.085,22.878,0.58228,-0.30834,1070.8,0.085056,2.4761e-4,55.417,24.515,0.016929,14.998,1013.2,340.39,1.225
0.22298,0.33746,13.067,22.86,0.58035,-0.30902,1070.8,0.085021,2.4761e-4,55.412,24.495,0.017076,14.998,1013.2,340.39,1.225
0.22398,0.34053,13.049,22.842,0.57843,-0.30969,1070.8,0.084987,2.4761e-4,55.408,24.476,0.017224,14.998,1013.2,340.39,1.225
0.22498,0.34362,13.031,22.823,0.57652,-0.31037,1070.8,0.084954,2.4761e-4,55.404,24.456,0.017372,14.998,1013.2,340.39,1.225
0.22598,0.34671,13.013,22.805,0.57463,-0.31104,1070.8,0.084922,2.4761e-4,55.4,24.437,0.017521,14.998,1013.2,340.39,1.225
0.22698,0.34983,12.995,22.787,0.57276,-0.31171,1070.7,0.084891,2.4761e-4,55.396,24.417,0.01767,14.998,1013.2,340.39,1.225
0.22798,0.35295,12.977,22.769,0.57089,-0.3124,1070.7,0.084861,2.4761e-4,55.392,24.398,0.017818,14.998,1013.2,340.39,1.225
0.22898,0.35609,12.959,22.751,0.56904,-0.31309,1070.7,0.084832,2.4761e-4,55.388,24.378,0.017968,14.998,1013.2,340.39,1.225
0.22998,0.35924,12.941,22.733,0.56721,-0.31376,1070.7,0.084804,2.476e-4,55.385,24.359,0.018117,14.998,1013.2,340.39,1.225
0.23098,0.3624,12.923,22.715,0.56539,-0.31441,1070.7,0.084777,2.476e-4,55.381,24.339,0.018267,14.998,1013.2,340.39,1.225
0.23198,0.36558,12.904,22.697,0.56358,-0.3151,1070.7,0.084751,2.476e-4,55.378,24.319,0.018416,14.998,1013.2,340.39,1.225
0.23298,0.36877,12.886,22.679,0.56179,-0.31576,1070.7,0.084726,2.476e-4,55.375,24.3,0.018567,14.998,1013.2,340.39,1.225
0.23398,0.37197,12.868,22.661,0.56001,-0.31644,1070.7,0.084702,2.476e-4,55.372,24.28,0.018717,14.998,1013.2,340.39,1.225
0.23498,0.37519,12.85,22.642,0.55824,-0.31711,1070.6,0.084679,2.476e-4,55.369,24.261,0.018867,14.998,1013.2,340.39,1.225
0.23598,0.37842,12.832,22.624,0.55648,-0.31779,1070.6,0.084657,2.476e-4,55.366,24.241,0.019018,14.998,1013.2,340.39,1.225
0.23698,0.38166,12.814,22.606,0.55474,-0.31846,1070.6,0.084636,2.4759e-4,55.363,24.222,0.019169,14.998,1013.2,340.39,1.225
0.23798,0.38491,12.796,22.588,0.55301,-0.31914,1070.6,0.084616,2.4759e-4,55.361,24.202,0.01932,14.997,1013.2,340.39,1.225
0.23898,0.38818,12.778,22.57,0.55129,-0.31982,1070.6,0.084597,2.4759e-4,55.358,24.183,0.019472,14.997,1013.2,340.39,1.225
0.23998,0.39146,12.76,22.552,0.54959,-0.32047,1070.6,0.084579,2.4759e-4,55.356,24.163,0.019623,14.997,1013.2,340.39,1.225
0.24098,0.39475,12.741,22.534,0.5479,-0.32116,1070.6,0.084562,2.4759e-4,55.354,24.144,0.019775,14.997,1013.2,340.39,1.225
0.24198,0.39806,12.723,22.516,0.54622,-0.32181,1070.6,0.084546,2.4759e-4,55.351,24.124,0.019927,14.997,1013.2,340.39,1.225
0.24298,0.40138,12.705,22.498,0.54455,-0.32249,1070.5,0.084531,2.4759e-4,55.349,24.105,0.02008,14.997,1013.2,340.39,1.225
0.24398,0.40471,12.687,22.479,0.5429,-0.32317,1070.5,0.084518,2.4759e-4,55.347,24.085,0.020232,14.997,1013.2,340.39,1.225
0.24498,0.40805,12.669,22.461,0.54125,-0.32381,1070.5,0.084505,2.4758e-4,55.346,24.066,0.020385,14.997,1013.2,340.39,1.225
0.24598,0.41141,12.651,22.443,0.53962,-0.3245,1070.5,0.084493,2.4758e-4,55.344,24.046,0.020537,14.997,1013.2,340.39,1.225
0.24698,0.41477,12.633,22.425,0.538,-0.32515,1070.5,0.084482,2.4758e-4,55.342,24.027,0.02069,14.997,1013.2,340.39,1.225
0.24798,0.41816,12.615,22.407,0.53639,-0.32583,1070.5,0.084472,2.4758e-4,55.341,24.007,0.020844,14.997,1013.2,340.39,1.225
0.24898,0.42155,12.596,22.389,0.5348,-0.32647,1070.5,0.084462,2.4758e-4,55.34,23.988,0.020997,14.997,1013.2,340.39,1.225
0.24998,0.42496,12.578,22.371,0.53321,-0.32716,1070.5,0.084454,2.4758e-4,55.339,23.968,0.02115,14.997,1013.2,340.39,1.225
0.25098,0.42837,12.56,22.353,0.53164,-0.32782,1070.4,0.084447,2.4758e-4,55.337,23.949,0.021304,14.997,1013.2,340.39,1.225
0.25198,0.43181,12.542,22.335,0.53008,-0.32848,1070.4,0.084441,2.4757e-4,55.336,23.929,0.021458,14.997,1013.2,340.39,1.225
0.25298,0.43525,12.524,22.316,0.52853,-0.32914,1070.4,0.084436,2.4757e-4,55.336,23.909,0.021612,14.997,1013.2,340.39,1.2249
0.25398,0.43871,12.506,22.298,0.52699,-0.32982,1070.4,0.084432,2.4757e-4,55.335,23.89,0.021766,14.997,1013.2,340.39,1.2249
0.25498,0.44218,12.488,22.28,0.52546,-0.33044,1070.4,0.084429,2.4757e-4,55.334,23.87,0.02192,14.997,1013.2,340.39,1.2249
0.25598,0.44566,12.47,22.262,0.52394,-0.33114,1070.4,0.084427,2.4757e-4,55.334,23.851,0.022075,14.997,1013.2,340.39,1.2249
0.25698,0.44915,12.451,22.244,0.52243,-0.3318,1070.4,0.084425,2.4757e-4,55.333,23.831,0.02223,14.997,1013.2,340.39,1.2249
0.25798,0.45266,12.433,22.226,0.52093,-0.33242,1070.4,0.084425,2.4757e-4,55.333,23.812,0.022384,14.997,1013.2,340.39,1.2249
0.25898,0.45618,12.415,22.208,0.51945,-0.33312,1070.3,0.084426,2.4756e-4,55.333,23.792,0.022539,14.997,1013.2,340.39,1.2249
0.25998,0.45971,12.397,22.19,0.51797,-0.33377,1070.3,0.084428,2.4756e-4,55.333,23.773,0.022694,14.997,1013.2,340.39,1.2249
0.26098,0.46325,12.379,22.171,0.51651,-0.33443,1070.3,0.08443,2.4756e-4,55.333,23.753,0.02285,14.997,1013.2,340.39,1.2249
0.26198,0.46681,12.361,22.153,0.51505,-0.33508,1070.3,0.084434,2.4756e-4,55.333,23.734,0.023005,14.997,1013.2,340.39,1.2249
0.26298,0.47038,12.343,22.135,0.5136,-0.33572,1070.3,0.084439,2.4756e-4,55.334,23.714,0.02316,14.997,1013.2,340.39,1.2249
0.26398,0.47396,12.325,22.117,0.51217,-0.33639,1070.3,0.084445,2.4756e-4,55.334,23.695,0.023316,14.997,1013.2,340.39,1.2249
0.26498,0.47755,12.306,22.099,0.51074,-0.33702,1070.3,0.084451,2.4756e-4,55.335,23.675,0.023472,14.997,1013.2,340.39,1.2249
0.26598,0.48116,12.288,22.081,0.50933,-0.3377,1070.3,0.084459,2.4756e-4,55.335,23.656,0.023628,14.997,1013.2,340.39,1.2249
0.26698,0.48478,12.27,22.063,0.50792,-0.33832,1070.2,0.084467,2.4755e-4,55.336,23.636,0.023784,14.997,1013.2,340.39,1.2249
0.26798,0.48841,12.252,22.045,0.50653,-0.33896,1070.2,0.084477,2.4755e-4,55.337,23.617,0.02394,14.997,1013.2,340.39,1.2249
0.26898,0.49205,12.234,22.026,0.50514,-0.33962,1070.2,0.084488,2.4755e-4,55.338,23.597,0.024096,14.997,1013.2,340.39,1.2249
0.26998,0.49571,12.216,22.008,0.50377,-0.34028,1070.2,0.084499,2.4755e-4,55.339,23.578,0.024252,14.997,1013.2,340.39,1.2249
0.27098,0.49937,12.198,21.99,0.5024,-0.34091,1070.2,0.084512,2.4755e-4,55.341,23.558,0.024409,14.997,1013.2,340.39,1.2249
0.27198,0.50305,12.18,21.972,0.50104,-0.34155,1070.2,0.084525,2.4755e-4,55.342,23.539,0.024566,14.997,1013.2,340.39,1.2249
0.27298,0.50674,12.161,21.954,0.49969,-0.34222,1070.2,0.08454,2.4755e-4,55.344,23.519,0.024722,14.997,1013.2,340.39,1.2249
0.27398,0.51045,12.143,21.936,0.49835,-0.34284,1070.1,0.084556,2.4754e-4,55.345,23.499,0.024879,14.997,1013.2,340.39,1.2249
0.27498,0.51416,12.125,21.918,0.49703,-0.34347,1070.1,0.084572,2.4754e-4,55.347,23.48,0.025036,14.997,1013.2,340.39,1.2249
0.27598,0.51789,12.107,21.9,0.4957,-0.34411,1070.1,0.08459,2.4754e-4,55.349,23.46,0.025193,14.997,1013.2,340.39,1.2249
0.27698,0.52163,12.089,21.881,0.49439,-0.34477,1070.1,0.084608,2.4754e-4,55.351,23.441,0.02535,14.997,1013.2,340.39,1.2249
0.27798,0.52538,12.071,21.863,0.49309,-0.3454,1070.1,0.084628,2.4754e-4,55.353,23.421,0.025507,14.997,1013.2,340.39,1.2249
0.27898,0.52915,12.053,21.845,0.4918,-0.34604,1070.1,0.084649,2.4754e-4,55.355,23.402,0.025665,14.997,1013.2,340.39,1.2249
0.27998,0.53292,12.034,21.827,0.49051,-0.34667,1070.1,0.08467,2.4754e-4,55.357,23.382,0.025822,14.997,1013.2,340.39,1.2249
0.28098,0.53671,12.016,21.809,0.48924,-0.34732,1070.1,0.084693,2.4754e-4,55.36,23.363,0.025979,14.997,1013.2,340.39,1.2249
0.28198,0.54051,11.998,21.791,0.48797,-0.34792,1070,0.084716,2.4753e-4,55.362,23.343,0.026137,14.996,1013.2,340.39,1.2249
0.28298,0.54432,11.98,21.773,0.48671,-0.3486,1070,0.084741,2.4753e-4,55.365,23.324,0.026295,14.996,1013.2,340.39,1.2249
0.28398,0.54815,11.962,21.755,0.48546,-0.3492,1070,0.084767,2.4753e-4,55.368,23.304,0.026452,14.996,1013.2,340.39,1.2249
0.28498,0.55198,11.944,21.736,0.48422,-0.34985,1070,0.084793,2.4753e-4,55.371,23.285,0.02661,14.996,1013.2,340.39,1.2249
0.28598,0.55583,11.926,21.718,0.48298,-0.35048,1070,0.084821,2.4753e-4,55.374,23.265,0.026768,14.996,1013.2,340.39,1.2249
0.28698,0.55969,11.907,21.7,0.48176,-0.35107,1070,0.08485,2.4753e-4,55.377,23.246,0.026926,14.996,1013.2,340.39,1.2249
0.28798,0.56357,11.889,21.682,0.48054,-0.35171,1070,0.08488,2.4753e-4,55.38,23.226,0.027084,14.996,1013.2,340.39,1.2249
0.28898,0.56745,11.871,21.664,0.47933,-0.35231,1070,0.084911,2.4752e-4,55.384,23.207,0.027242,14.996,1013.2,340.39,1.2249
0.28998,0.57135,11.853,21.646,0.47813,-0.35293,1069.9,0.084942,2.4752e-4,55.387,23.187,0.0274,14.996,1013.2,340.39,1.2249
0.29098,0.57525,11.835,21.628,0.47694,-0.35356,1069.9,0.084975,2.4752e-4,55.391,23.168,0.027558,14.996,1013.2,340.39,1.2249
0.29198,0.57917,11.817,21.609,0.47575,-0.35416,1069.9,0.085009,2.4752e-4,55.395,23.148,0.027717,14.996,1013.2,340.39,1.2249
0.29298,0.5831,11.799,21.591,0.47458,-0.35478,1069.9,0.085044,2.4752e-4,55.399,23.129,0.027875,14.996,1013.2,340.39,1.2249
0.29398,0.58705,11.78,21.573,0.47341,-0.35541,1069.9,0.08508,2.4752e-4,55.403,23.109,0.028033,14.996,1013.2,340.39,1.2249
0.29498,0.591,11.762,21.555,0.47225,-0.35603,1069.9,0.085118,2.4752e-4,55.407,23.09,0.028192,14.996,1013.2,340.39,1.2249
0.29598,0.59497,11.744,21.537,0.47109,-0.35661,1069.9,0.085156,2.4752e-4,55.411,23.07,0.02835,14.996,1013.2,340.39,1.2249
0.29698,0.59895,11.726,21.519,0.46995,-0.35721,1069.9,0.085195,2.4751e-4,55.415,23.05,0.028509,14.996,1013.2,340.39,1.2249
0.29798,0.60294,11.708,21.501,0.46881,-0.35782,1069.8,0.085236,2.4751e-4,55.42,23.031,0.028668,14.996,1013.2,340.39,1.2249
0.29898,0.60694,11.69,21.482,0.46768,-0.35842,1069.8,0.085277,2.4751e-4,55.424,23.011,0.028826,14.996,1013.2,340.39,1.2249
0.29998,0.61095,11.671,21.464,0.46655,-0.35902,1069.8,0.085319,2.4751e-4,55.429,22.992,0.028985,14.996,1013.2,340.39,1.2249
0.30098,0.61498,11.653,21.446,0.46544,-0.35961,1069.8,0.085363,2.4751e-4,55.434,22.972,0.029144,14.996,1013.2,340.39,1.2249
0.30198,0.61902,11.635,21.428,0.46433,-0.36022,1069.8,0.085408,2.4751e-4,55.439,22.953,0.029302,14.996,1013.2,340.39,1.2249
0.30298,0.62306,11.617,21.41,0.46323,-0.36082,1069.8,0.085454,2.4751e-4,55.444,22.933,0.029461,14.996,1013.2,340.39,1.2249
0.30398,0.62712,11.599,21.392,0.46213,-0.36141,1069.8,0.085501,2.475e-4,55.449,22.914,0.02962,14.996,1013.2,340.39,1.2249
0.30498,0.6312,11.581,21.374,0.46104,-0.36201,1069.8,0.085549,2.475e-4,55.454,22.894,0.029779,14.996,1013.2,340.39,1.2249
0.30598,0.63528,11.563,21.355,0.45996,-0.36257,1069.7,0.085598,2.475e-4,55.46,22.875,0.029938,14.996,1013.2,340.39,1.2249
0.30698,0.63938,11.544,21.337,0.45889,-0.36319,1069.7,0.085648,2.475e-4,55.465,22.855,0.030097,14.996,1013.2,340.39,1.2249
0.30798,0.64348,11.526,21.319,0.45783,-0.36378,1069.7,0.085699,2.475e-4,55.471,22.836,0.030256,14.996,1013.2,340.39,1.2249
0.30898,0.6476,11.508,21.301,0.45677,-0.36436,1069.7,0.085752,2.475e-4,55.477,22.816,0.030415,14.996,1013.2,340.39,1.2249
0.30998,0.65173,11.491,21.284,0.45571,-0.3649,1069.7,0.085806,2.475e-4,55.483,22.798,0.030574,14.996,1013.2,340.39,1.2249
0.31098,0.65587,11.475,21.268,0.45467,-0.36561,1069.7,0.085767,2.475e-4,55.478,22.781,0.030733,14.996,1013.2,340.39,1.2249
0.31198,0.66002,11.459,21.252,0.45363,-0.36628,1069.7,0.085727,2.4749e-4,55.473,22.764,0.030892,14.996,1013.2,340.39,1.2249
0.31298,0.66419,11.443,21.236,0.4526,-0.36699,1069.7,0.085687,2.4749e-4,55.468,22.747,0.031051,14.996,1013.2,340.39,1.2249
0.31398,0.66836,11.428,21.221,0.45157,-0.36767,1069.6,0.085648,2.4749e-4,55.464,22.73,0.03121,14.996,1013.2,340.39,1.2249
0.31498,0.67255,11.412,21.205,0.45055,-0.36834,1069.6,0.085609,2.4749e-4,55.459,22.713,0.03137,14.996,1013.2,340.39,1.2249
0.31598,0.67675,11.396,21.189,0.44954,-0.36904,1069.6,0.085571,2.4749e-4,55.454,22.696,0.031529,14.996,1013.2,340.39,1.2249
0.31698,0.68096,11.38,21.173,0.44853,-0.3697,1069.6,0.085534,2.4749e-4,55.45,22.679,0.031688,14.996,1013.2,340.39,1.2249
0.31798,0.68518,11.364,21.157,0.44753,-0.37039,1069.6,0.085497,2.4749e-4,55.445,22.662,0.031848,14.996,1013.2,340.39,1.2249
0.31898,0.68941,11.348,21.141,0.44654,-0.37109,1069.6,0.08546,2.4749e-4,55.441,22.645,0.032007,14.996,1013.2,340.39,1.2249
0.31998,0.69366,11.332,21.126,0.44555,-0.37177,1069.6,0.085424,2.4748e-4,55.437,22.628,0.032167,14.995,1013.2,340.39,1.2249
0.32098,0.69791,11.317,21.11,0.44457,-0.37241,1069.6,0.085389,2.4748e-4,55.432,22.61,0.032326,14.995,1013.2,340.39,1.2249
0.32198,0.70218,11.301,21.094,0.44359,-0.37312,1069.6,0.085354,2.4748e-4,55.428,22.593,0.032486,14.995,1013.2,340.39,1.2249
0.32298,0.70646,11.285,21.078,0.44262,-0.37376,1069.5,0.08532,2.4748e-4,55.424,22.576,0.032645,14.995,1013.2,340.39,1.2249
0.32398,0.71075,11.269,21.062,0.44166,-0.37447,1069.5,0.085286,2.4748e-4,55.42,22.559,0.032805,14.995,1013.2,340.39,1.2249
0.32498,0.71505,11.253,21.046,0.4407,-0.37517,1069.5,0.085253,2.4748e-4,55.416,22.542,0.032964,14.995,1013.2,340.39,1.2249
0.32598,0.71936,11.237,21.03,0.43975,-0.37582,1069.5,0.085221,2.4748e-4,55.412,22.525,0.033124,14.995,1013.2,340.39,1.2249
0.32698,0.72368,11.221,21.015,0.4388,-0.37649,1069.5,0.085188,2.4748e-4,55.408,22.508,0.033284,14.995,1013.2,340.39,1.2249
0.32798,0.72802,11.206,20.999,0.43786,-0.37716,1069.5,0.085157,2.4748e-4,55.404,22.491,0.033444,14.995,1013.2,340.39,1.2249
0.32898,0.73236,11.19,20.983,0.43693,-0.37788,1069.5,0.085126,2.4747e-4,55.4,22.474,0.033603,14.995,1013.2,340.39,1.2249
0.32998,0.73672,11.174,20.967,0.436,-0.37855,1069.5,0.085095,2.4747e-4,55.396,22.457,0.033763,14.995,1013.2,340.39,1.2249
0.33098,0.74108,11.158,20.951,0.43508,-0.37921,1069.4,0.085065,2.4747e-4,55.393,22.44,0.033923,14.995,1013.2,340.39,1.2249
0.33198,0.74546,11.142,20.935,0.43416,-0.3799,1069.4,0.085036,2.4747e-4,55.389,22.423,0.034083,14.995,1013.2,340.39,1.2249
0.33298,0.74985,11.126,20.919,0.43325,-0.38053,1069.4,0.085007,2.4747e-4,55.385,22.406,0.034242,14.995,1013.2,340.39,1.2249
0.33398,0.75426,11.11,20.904,0.43234,-0.38121,1069.4,0.084978,2.4747e-4,55.382,22.389,0.034402,14.995,1013.2,340.39,1.2249
0.33498,0.75867,11.094,20.888,0.43144,-0.38192,1069.4,0.084951,2.4747e-4,55.378,22.372,0.034562,14.995,1013.2,340.39,1.2249
0.33598,0.76309,11.079,20.872,0.43055,-0.38256,1069.4,0.084923,2.4747e-4,55.375,22.355,0.034722,14.995,1013.2,340.39,1.2249
0.33698,0.76753,11.063,20.856,0.42966,-0.38323,1069.4,0.084896,2.4746e-4,55.371,22.338,0.034882,14.995,1013.2,340.39,1.2249
0.33798,0.77197,11.047,20.84,0.42877,-0.38393,1069.4,0.08487,2.4746e-4,55.368,22.321,0.035042,14.995,1013.2,340.39,1.2249
0.33898,0.77643,11.031,20.824,0.42789,-0.38458,1069.4,0.084844,2.4746e-4,55.365,22.304,0.035202,14.995,1013.2,340.39,1.2249
0.33998,0.7809,11.015,20.809,0.42702,-0.38521,1069.3,0.084819,2.4746e-4,55.362,22.287,0.035362,14.995,1013.2,340.39,1.2249
0.34098,0.78537,10.999,20.793,0.42615,-0.38594,1069.3,0.084794,2.4746e-4,55.359,22.27,0.035521,14.995,1013.2,340.39,1.2249
0.34198,0.78986,10.983,20.777,0.42529,-0.38659,1069.3,0.08477,2.4746e-4,55.356,22.253,0.035681,14.995,1013.2,340.39,1.2249
0.34298,0.79437,10.967,20.761,0.42443,-0.38726,1069.3,0.084746,2.4746e-4,55.352,22.236,0.035841,14.995,1013.2,340.39,1.2249
0.34398,0.79888,10.952,20.745,0.42358,-0.38788,1069.3,0.084723,2.4746e-4,55.35,22.219,0.036001,14.995,1013.2,340.39,1.2249
0.34498,0.8034,10.936,20.729,0.42273,-0.38855,1069.3,0.0847,2.4745e-4,55.347,22.202,0.036161,14.995,1013.2,340.39,1.2249
0.34598,0.80793,10.92,20.713,0.42189,-0.38921,1069.3,0.084677,2.4745e-4,55.344,22.185,0.036321,14.995,1013.2,340.39,1.2249
0.34698,0.81248,10.904,20.698,0.42105,-0.38988,1069.3,0.084656,2.4745e-4,55.341,22.168,0.036481,14.995,1013.2,340.39,1.2249
0.34798,0.81703,10.888,20.682,0.42022,-0.39057,1069.3,0.084634,2.4745e-4,55.338,22.151,0.036641,14.995,1013.2,340.39,1.2249
0.34898,0.8216,10.872,20.666,0.41939,-0.39126,1069.2,0.084614,2.4745e-4,55.336,22.134,0.036801,14.995,1013.2,340.39,1.2249
0.34998,0.82618,10.856,20.65,0.41857,-0.39189,1069.2,0.084593,2.4745e-4,55.333,22.117,0.036961,14.995,1013.2,340.39,1.2249
0.35098,0.83077,10.84,20.634,0.41775,-0.39258,1069.2,0.084574,2.4745e-4,55.33,22.1,0.03712,14.995,1013.2,340.39,1.2249
0.35198,0.83536,10.825,20.618,0.41694,-0.39321,1069.2,0.084554,2.4745e-4,55.328,22.082,0.03728,14.995,1013.2,340.39,1.2249
0.35298,0.83997,10.809,20.602,0.41613,-0.3939,1069.2,0.084536,2.4744e-4,55.325,22.065,0.03744,14.995,1013.2,340.39,1.2249
0.35398,0.84459,10.793,20.587,0.41533,-0.39455,1069.2,0.084517,2.4744e-4,55.323,22.048,0.0376,14.995,1013.2,340.39,1.2249
