# Simulation 1 (Up to date),,,
# 255 data points written for 2 variables.,,,
# Simulation warnings:,,,
#   Stage began to tumble under thrust.,,,
#   Large angle of attack encountered (40.9).,,,
#,,,
# Total velocity (m/s),Pitch rate (°/s),,
# Event LAUNCH occurred at t=0 seconds,,,
# Event IGNITION occurred at t=0 seconds,,,
14.308,-216.28,,-3.774798106
14.307,-214.87,,-3.750188964
14.307,-213.94,,-3.733957402
14.306,-213.41,,-3.724707157
14.306,-213.19,,-3.720867432
14.307,-213.18,,-3.720692899
14.308,-213.28,,-3.722438229
14.31,-213.39,,-3.724358091
14.312,213.37,,3.724009025
14.316,213.02,,3.717900373
14.32,212.22,,3.703937739
14.326,210.87,,3.680375794
14.332,208.83,,3.644771077
14.34,205.92,,3.593981996
14.349,201.94,,3.524517891
14.357,197.52,,3.447374339
14.365,193.49,,3.37703757
14.373,189.47,,3.306875334
14.382,185.45,,3.236713098
14.391,181.43,,3.166550862
14.4,177.41,,3.096388626
14.409,173.39,,3.02622639
14.418,169.37,,2.956064154
14.427,165.35,,2.885901918
14.436,161.33,,2.815739682
14.445,157.31,,2.745577446
14.454,153.3,,2.675589743
14.463,149.28,,2.605427507
14.472,145.27,,2.535439804
14.48,141.25,,2.465277568
14.489,137.24,,2.395289865
14.497,133.23,,2.325302162
14.505,129.22,,2.255314459
14.513,125.21,,2.185326756
14.521,121.21,,2.115513586
14.528,117.2,,2.045525883
14.536,113.19,,1.97553818
14.543,109.19,,1.90572501
14.551,105.19,,1.83591184
14.558,101.19,,1.76609867
14.566,97.192,,1.696320407
14.574,93.193,,1.62652469
14.582,89.195,,1.556746426
14.59,85.197,,1.486968163
14.598,81.199,,1.417189899
14.606,77.202,,1.347429089
14.615,73.205,,1.277668279
14.623,69.206,,1.207872562
14.632,65.201,,1.137972126
14.64,61.195,,1.068054236
14.649,57.191,,0.998171253
14.657,53.186,,0.928270816
14.665,49.181,,0.858370379
14.673,45.184,,0.788609569
14.681,41.187,,0.718848759
14.689,37.19,,0.649087949
14.698,33.192,,0.579309685
14.707,29.195,,0.509548875
14.715,25.195,,0.439735705
14.724,21.193,,0.369887628
14.733,17.191,,0.300039552
14.742,13.189,,0.230191475
14.75,9.1861,,0.16032769
14.759,5.1831,,0.09046216
14.767,1.1774,,0.020549507
14.775,-2.8283,,-0.049363147
14.783,-6.8325,,-0.119249621
14.79,-10.835,,-0.189106424
14.798,-14.836,,-0.258937048
14.805,-18.835,,-0.328732765
14.812,-22.832,,-0.398493575
14.818,-26.827,,-0.468219478
14.825,-30.82,,-0.537910475
14.831,-34.812,,-0.607584019
14.837,-38.801,,-0.677205203
14.843,-42.786,,-0.746756574
14.848,-46.769,,-0.816273038
14.854,-50.749,,-0.885737142
14.859,-54.728,,-0.955183793
14.864,-58.704,,-1.024578084
14.87,-62.683,,-1.094024735
14.874,-66.66,,-1.163436479
14.879,-70.634,,-1.232795864
14.883,-74.605,,-1.302102888
14.886,-78.573,,-1.371357553
14.89,-82.536,,-1.440524951
14.893,-86.495,,-1.509622537
# Event GROUND_HIT occurred at t=4.7828 seconds,,,
# Event SIMULATION_END occurred at t=4.7828 seconds,,,
