# Time (s),Thrust (N)
3.1612,9.2643
3.1622,9.2637
3.1632,9.2632
3.1642,9.2627
3.1652,9.2622
3.1662,9.2617
3.1672,9.2611
3.1682,9.2606
3.1692,9.2601
3.1702,9.2596
3.1712,9.2591
3.1722,9.2586
3.1732,9.258
3.1742,9.2575
3.1752,9.257
3.1762,9.2565
3.1772,9.256
3.1782,9.2555
3.1792,9.2549
3.1802,9.2544
3.1812,9.2539
3.1822,9.2534
3.1832,9.2529
3.1842,9.2524
3.1852,9.2518
3.1862,9.2513
3.1872,9.2508
3.1882,9.2503
3.1892,9.2498
3.1902,9.2493
3.1912,9.2487
3.1922,9.2482
3.1932,9.2477
3.1942,9.2472
3.1952,9.2467
3.1962,9.2461
3.1972,9.2456
3.1982,9.2451
3.1992,9.2446
3.2002,9.2441
3.2012,9.2436
3.2022,9.243
3.2032,9.2425
3.2042,9.242
3.2052,9.2415
3.2062,9.241
3.2072,9.2405
3.2082,9.2399
3.2092,9.2394
3.2102,9.2389
3.2112,9.2384
3.2122,9.2379
3.2132,9.2374
3.2142,9.2368
3.2152,9.2363
3.2162,9.2358
3.2172,9.2353
3.2182,9.2348
3.2192,9.2342
3.2202,9.2337
3.2212,9.2332
3.2222,9.2327
3.2232,9.2322
3.2242,9.2317
3.2252,9.2311
3.2262,9.2306
3.2272,9.2301
3.2282,9.2296
3.2292,9.2291
3.2302,9.2286
3.2312,9.228
3.2322,9.2275
3.2332,9.227
3.2342,9.2265
3.2352,9.226
3.2362,9.2255
3.2372,9.2249
3.2382,9.2244
3.2392,9.2239
3.2402,9.2234
3.2412,9.2229
3.2422,9.2223
3.2432,9.2218
3.2442,9.2213
3.2452,9.2208
3.2462,9.2203
3.2472,9.2198
3.2482,9.2192
3.2492,9.2187
3.2502,9.2182
3.2512,9.2177
3.2522,9.2172
3.2532,9.2167
3.2542,9.2161
3.2552,9.2156
3.2562,9.2151
3.2572,9.2146
3.2582,9.2141
3.2592,9.2136
3.2602,9.213
3.2612,9.2125
3.2622,9.212
3.2632,9.2115
3.2642,9.211
3.2652,9.2104
3.2662,9.2099
3.2672,9.2094
3.2682,9.2089
3.2692,9.2084
3.2702,9.2079
3.2712,9.2073
3.2722,9.2068
3.2732,9.2063
3.2742,9.2058
3.2752,9.2053
3.2762,9.2048
3.2772,9.2042
3.2782,9.2037
3.2792,9.2032
3.2802,9.2027
3.2812,9.2022
3.2822,9.2017
3.2832,9.2011
3.2842,9.2006
3.2852,9.2001
3.2862,9.1996
3.2872,9.1991
3.2882,9.1985
3.2892,9.198
3.2902,9.1975
3.2912,9.197
3.2922,9.1965
3.2932,9.196
3.2942,9.1954
3.2952,9.1949
3.2962,9.1944
3.2972,9.1939
3.2982,9.1934
3.2992,9.1929
3.3002,9.1923
3.3012,9.1918
3.3022,9.1913
3.3032,9.1908
3.3042,9.1903
3.3052,9.1898
3.3062,9.1892
3.3072,9.1887
3.3082,9.1882
3.3092,9.1877
3.3102,9.1872
3.3112,9.1864
3.3122,9.1855
3.3132,9.1846
3.3142,9.1838
3.3152,9.1829
3.3162,9.182
3.3172,9.1811
3.3182,9.1802
3.3192,9.1794
3.3202,9.1785
3.3212,9.1776
3.3222,9.1767
3.3232,9.1758
3.3242,9.1749
3.3252,9.1741
3.3262,9.1732
3.3272,9.1723
3.3282,9.1714
3.3292,9.1705
3.3302,9.1697
3.3312,9.1688
3.3322,9.1679
3.3332,9.167
3.3342,9.1661
3.3352,9.1652
3.3362,9.1644
3.3372,9.1635
3.3382,9.1626
3.3392,9.1617
3.3402,9.1608
3.3412,9.16
3.3422,9.1591
3.3432,9.1582
3.3442,9.1573
3.3452,9.1564
3.3462,9.1555
3.3472,9.1547
3.3482,9.1538
3.3492,9.1529
3.3502,9.152
3.3512,9.1511
3.3522,9.1503
3.3532,9.1494
3.3542,9.1485
3.3552,9.1476
3.3562,9.1467
3.3572,9.1458
3.3582,9.145
3.3592,9.1441
3.3602,9.1432
3.3612,9.1423
3.3622,9.1414
3.3632,9.1406
3.3642,9.1397
3.3652,9.1388
3.3662,9.1379
3.3672,9.137
3.3682,9.1361
3.3692,9.1353
3.3702,9.1344
3.3712,9.1335
3.3722,9.1326
3.3732,9.1317
3.3742,9.1309
3.3752,9.13
3.3762,9.1291
3.3772,9.1282
3.3782,9.1273
3.3792,9.1264
3.3802,9.1256
3.3812,9.1247
3.3822,9.1238
3.3832,9.1229
3.3842,9.122
3.3852,9.1212
3.3862,9.1203
3.3872,9.1194
3.3882,9.1185
3.3892,9.1176
3.3902,9.1167
3.3912,9.1159
3.3922,9.115
3.3932,9.1141
3.3942,9.1132
3.3952,9.1123
3.3962,9.1115
3.3972,9.1106
3.3982,9.1097
3.3992,9.1088
3.4002,9.1079
3.4012,9.1071
3.4022,9.1062
3.4032,9.1053
3.4042,9.1044
3.4052,9.1035
3.4062,9.1026
3.4072,9.1018
3.4082,9.1009
3.4092,9.1
3.4102,9.0991
3.4112,9.0982
3.4122,9.0974
3.4132,9.0965
3.4142,9.0956
3.4152,9.0947
3.4162,9.0938
3.4172,9.0929
3.4182,9.0921
3.4192,9.0912
3.4202,9.0903
3.4212,9.0894
3.4222,9.0885
3.4232,9.0877
3.4242,9.0868
3.4252,9.0859
3.4262,9.085
3.4272,9.0841
3.4282,9.0832
3.4292,9.0824
3.4302,9.0815
3.4312,9.0806
3.4322,9.0797
3.4332,9.0788
3.4342,9.078
3.4352,9.0771
3.4362,9.0762
3.4372,9.0753
3.4382,9.0744
3.4392,9.0735
3.4402,9.0727
3.4412,9.0718
3.4422,9.0709
3.4432,9.07
3.4442,9.0691
3.4452,9.0683
3.4462,9.0674
3.4472,9.0665
3.4482,9.0656
3.4492,9.0647
3.4502,9.0638
3.4512,9.063
3.4522,9.0621
3.4532,9.0612
3.4542,9.0603
3.4552,9.0594
3.4562,9.0586
3.4572,9.0577
3.4582,9.0568
3.4592,9.0559
3.4602,9.055
3.4612,9.0541
3.4622,9.0533
3.4632,9.0524
3.4642,9.0515
3.4652,9.0506
3.4662,9.0497
3.4672,9.0489
3.4682,9.048
3.4692,9.0471
3.4702,9.0462
3.4712,9.0453
3.4722,9.0444
3.4732,9.0436
3.4742,9.0427
3.4752,9.0418
3.4762,9.0409
3.4772,9.04
3.4782,9.0392
3.4792,9.0383
3.4802,9.0374
3.4812,9.0365
3.4822,9.0356
3.4832,9.0347
3.4842,9.0339
3.4852,9.033
3.4862,9.0321
3.4872,9.0312
3.4882,9.0303
3.4892,9.0295
3.4902,9.0286
3.4912,9.0277
3.4922,9.0268
3.4932,9.0259
3.4942,9.0251
3.4952,9.0242
3.4962,9.0233
3.4972,9.0224
3.4982,9.0215
3.4992,9.0206
3.5002,9.0198
3.5012,9.0189
3.5022,9.018
3.5032,9.0171
3.5042,9.0162
3.5052,9.0154
3.5062,9.0145
3.5072,9.0136
3.5082,9.0127
3.5092,9.0118
3.5102,9.0109
3.5112,9.0101
3.5122,9.0092
3.5132,9.0083
3.5142,9.0074
3.5152,9.0065
3.5162,9.0057
3.5172,9.0048
3.5182,9.0039
3.5192,9.003
3.5202,9.0021
3.5212,9.0012
3.5222,9.0004
3.5232,8.9995
3.5242,8.9986
3.5252,8.9977
3.5262,8.9968
3.5272,8.996
3.5282,8.9951
3.5292,8.9942
3.5302,8.9933
3.5312,8.9924
3.5322,8.9915
3.5332,8.9907
3.5342,8.9898
3.5352,8.9889
3.5362,8.988
3.5372,8.9871
3.5382,8.9863
3.5392,8.9854
3.5402,8.9845
3.5412,8.9836
3.5422,8.9827
3.5432,8.9818
3.5442,8.981
3.5452,8.9801
3.5462,8.9792
3.5472,8.9783
3.5482,8.9774
3.5492,8.9766
3.5502,8.9757
3.5512,8.9748
3.5522,8.9739
3.5532,8.973
3.5542,8.9721
3.5552,8.9713
3.5562,8.9704
3.5572,8.9695
3.5582,8.9686
3.5592,8.9677
3.5602,8.9669
3.5612,8.966
3.5622,8.9651
3.5632,8.9642
3.5642,8.9633
3.5652,8.9624
3.5662,8.9616
3.5672,8.9607
3.5682,8.9598
3.5692,8.9589
3.5702,8.958
3.5712,8.9572
3.5722,8.9563
3.5732,8.9554
3.5742,8.9545
3.5752,8.9536
3.5762,8.9527
3.5772,8.9519
3.5782,8.951
3.5792,8.9501
3.5802,8.9492
3.5812,8.9483
3.5822,8.9475
3.5832,8.9466
3.5842,8.9457
3.5852,8.9448
3.5862,8.9439
3.5872,8.9431
3.5882,8.9422
3.5892,8.9413
3.5902,8.9404
3.5912,8.9395
3.5922,8.9386
3.5932,8.9378
3.5942,8.9369
3.5952,8.936
3.5962,8.9351
3.5972,8.9342
3.5982,8.9334
3.5992,8.9325
3.6002,8.9316
3.6012,8.9307
3.6022,8.9298
3.6032,8.9289
3.6042,8.9281
3.6052,8.9272
3.6062,8.9263
3.6072,8.9254
3.6082,8.9245
3.6092,8.9237
3.6102,8.9228
3.6112,8.9219
3.6122,8.921
3.6132,8.9201
3.6142,8.9192
3.6152,8.9184
3.6162,8.9175
3.6172,8.9166
3.6182,8.9157
3.6192,8.9148
3.6202,8.914
3.6212,8.9131
3.6222,8.9122
3.6232,8.9113
3.6242,8.9104
3.6252,8.9095
3.6262,8.9087
3.6272,8.9078
3.6282,8.9069
3.6292,8.906
3.6302,8.9051
3.6312,8.9043
3.6322,8.9034
3.6332,8.9025
3.6342,8.9016
3.6352,8.9007
3.6362,8.8998
3.6372,8.899
3.6382,8.8981
3.6392,8.8972
3.6402,8.8963
3.6412,8.8954
3.6422,8.8946
3.6432,8.8937
3.6442,8.8928
3.6452,8.8919
3.6462,8.891
3.6472,8.8901
3.6482,8.8893
3.6492,8.8884
3.6502,8.8875
3.6512,8.8866
3.6522,8.8857
3.6532,8.8849
3.6542,8.884
3.6552,8.8831
3.6562,8.8822
3.6572,8.8813
3.6582,8.8804
3.6592,8.8796
3.6602,8.8787
3.6612,8.8778
3.6622,8.8769
3.6632,8.876
3.6642,8.8752
3.6652,8.8743
3.6662,8.8734
3.6672,8.8725
3.6682,8.8716
3.6692,8.8707
3.6702,8.8699
3.6712,8.869
3.6722,8.8681
3.6732,8.8672
3.6742,8.8663
3.6752,8.8655
3.6762,8.8646
3.6772,8.8637
3.6782,8.8628
3.6792,8.8619
3.6802,8.8611
3.6812,8.8602
3.6822,8.8594
3.6832,8.8641
3.6842,8.8717
3.6852,8.8793
3.6862,8.8869
3.6872,8.8945
3.6882,8.9021
3.6892,8.9097
3.6902,8.9173
3.6912,8.9249
3.6922,8.9325
3.6932,8.9401
3.6942,8.9476
3.6952,8.9552
3.6962,8.9628
3.6972,8.9704
3.6982,8.978
3.6992,8.9856
3.7002,8.9932
3.7012,9.0008
3.7022,9.0084
3.7032,9.016
3.7042,9.0236
3.7052,9.0312
3.7062,9.0388
3.7072,9.0463
3.7082,9.0539
3.7092,9.0615
3.7102,9.0691
3.7112,9.0767
3.7122,9.0843
3.7132,9.0919
3.7142,9.0995
3.7152,9.1071
3.7162,9.1147
3.7172,9.1223
3.7182,9.1299
3.7192,9.1375
3.7202,9.1451
3.7212,9.1526
3.7222,9.1602
3.7232,9.1678
3.7242,9.1754
3.7252,9.183
3.7262,9.1906
3.7272,9.1982
3.7282,9.2058
3.7292,9.2134
3.7302,9.221
3.7312,9.2286
3.7322,9.2362
3.7332,9.2438
3.7342,9.2513
3.7352,9.2589
3.7362,9.2665
3.7372,9.2741
3.7382,9.2817
3.7392,9.2893
3.7402,9.2969
3.7412,9.3045
3.7422,9.3121
3.7432,9.3197
3.7442,9.3273
3.7452,9.3349
3.7462,9.3425
3.7472,9.3501
3.7482,9.3576
3.7492,9.3652
3.7502,9.3728
3.7512,9.3804
3.7522,9.388
3.7532,9.3956
3.7542,9.4032
3.7552,9.4108
3.7562,9.4184
3.7572,9.426
3.7582,9.4336
3.7592,9.4412
3.7602,9.4488
3.7612,9.4563
3.7622,9.4639
3.7632,9.4715
3.7642,9.4791
3.7652,9.4867
3.7662,9.4943
3.7672,9.5019
3.7682,9.5095
3.7692,9.5171
3.7702,9.5247
3.7712,9.5323
3.7722,9.5399
3.7732,9.5475
3.7742,9.5551
3.7752,9.5626
3.7762,9.5702
3.7772,9.5778
3.7782,9.5854
3.7792,9.593
3.7802,9.6006
3.7812,9.6082
3.7822,9.6158
3.7832,9.6234
3.7842,9.631
3.7852,9.6386
3.7862,9.6462
3.7872,9.6538
3.7882,9.6613
3.7892,9.6689
3.7902,9.6764
3.7912,9.679
3.7922,9.679
3.7932,9.679
3.7942,9.679
3.7952,9.679
3.7962,9.679
3.7972,9.679
3.7982,9.679
3.7992,9.679
3.8002,9.679
3.8012,9.679
3.8022,9.679
3.8032,9.679
3.8042,9.679
3.8052,9.679
3.8062,9.679
3.8072,9.679
3.8082,9.679
3.8092,9.679
3.8102,9.679
3.8112,9.679
3.8122,9.679
3.8132,9.679
3.8142,9.679
3.8152,9.679
3.8162,9.679
3.8172,9.679
3.8182,9.679
3.8192,9.679
3.8202,9.679
3.8212,9.679
3.8222,9.679
3.8232,9.679
3.8242,9.679
3.8252,9.679
3.8262,9.679
3.8272,9.679
3.8282,9.679
3.8292,9.679
3.8302,9.679
3.8312,9.679
3.8322,9.679
3.8332,9.679
3.8342,9.679
3.8352,9.679
3.8362,9.679
3.8372,9.679
3.8382,9.679
3.8392,9.679
3.8402,9.679
3.8412,9.679
3.8422,9.679
3.8432,9.679
3.8442,9.679
3.8452,9.679
3.8462,9.679
3.8472,9.679
3.8482,9.679
3.8492,9.679
3.8502,9.679
3.8512,9.679
3.8522,9.679
3.8532,9.679
3.8542,9.679
3.8552,9.679
3.8562,9.679
3.8572,9.679
3.8582,9.679
3.8592,9.679
3.8602,9.679
3.8612,9.679
3.8622,9.679
3.8632,9.679
3.8642,9.679
3.8652,9.679
3.8662,9.679
3.8672,9.679
3.8682,9.679
3.8692,9.679
3.8702,9.679
3.8712,9.679
3.8722,9.679
3.8732,9.679
3.8742,9.679
3.8752,9.679
3.8762,9.679
3.8772,9.679
3.8782,9.679
3.8792,9.679
3.8802,9.679
3.8812,9.679
3.8822,9.679
3.8832,9.679
3.8842,9.679
3.8852,9.679
3.8862,9.679
3.8872,9.679
3.8882,9.679
3.8892,9.679
3.8902,9.679
3.8912,9.679
3.8922,9.679
3.8932,9.679
3.8942,9.679
3.8952,9.679
3.8962,9.679
3.8972,9.679
3.8982,9.679
3.8992,9.679
3.9002,9.679
3.9012,9.679
3.9022,9.679
3.9032,9.679
3.9042,9.679
3.9052,9.679
3.9062,9.679
3.9072,9.679
3.9082,9.679
3.9092,9.679
3.9102,9.679
3.9112,9.679
3.9122,9.679
3.9132,9.679
3.9142,9.679
3.9152,9.679
3.9162,9.679
3.9172,9.679
3.9182,9.679
3.9192,9.679
3.9202,9.679
3.9212,9.679
3.9222,9.679
3.9232,9.679
3.9242,9.679
3.9252,9.679
3.9262,9.679
3.9272,9.679
3.9282,9.679
3.9292,9.679
3.9302,9.679
3.9312,9.679
3.9322,9.679
3.9332,9.679
3.9342,9.679
3.9352,9.679
3.9362,9.679
3.9372,9.679
3.9382,9.679
3.9392,9.679
3.9402,9.679
3.9412,9.679
3.9422,9.679
3.9432,9.679
3.9442,9.679
3.9452,9.679
3.9462,9.679
3.9472,9.679
3.9482,9.679
3.9492,9.679
3.9502,9.679
3.9512,9.679
3.9522,9.679
3.9532,9.679
3.9542,9.679
3.9552,9.679
3.9562,9.679
3.9572,9.679
3.9582,9.679
3.9592,9.679
3.9602,9.679
3.9612,9.679
3.9622,9.679
3.9632,9.679
3.9642,9.679
3.9652,9.679
3.9662,9.679
3.9672,9.679
3.9682,9.679
3.9692,9.679
3.9702,9.679
3.9712,9.679
3.9722,9.679
3.9732,9.679
3.9742,9.679
3.9752,9.679
3.9762,9.679
3.9772,9.679
3.9782,9.679
3.9792,9.679
3.9802,9.679
3.9812,9.679
3.9822,9.679
3.9832,9.679
3.9842,9.679
3.9852,9.679
3.9862,9.679
3.9872,9.679
3.9882,9.679
3.9892,9.679
3.9902,9.679
3.9912,9.679
3.9922,9.679
3.9932,9.679
3.9942,9.679
3.9952,9.679
3.9962,9.679
3.9972,9.679
3.9982,9.679
3.9992,9.679
4.0002,9.679
4.0012,9.679
4.0022,9.679
4.0032,9.679
4.0042,9.679
4.0052,9.679
4.0062,9.679
4.0072,9.679
4.0082,9.679
4.0092,9.679
4.0102,9.679
4.0112,9.679
4.0122,9.679
4.0132,9.679
4.0142,9.679
4.0152,9.679
4.0162,9.679
4.0172,9.679
4.0182,9.679
4.0192,9.679
4.0202,9.679
4.0212,9.679
4.0222,9.679
4.0232,9.679
4.0242,9.679
4.0252,9.679
4.0262,9.679
4.0272,9.679
4.0282,9.679
4.0292,9.679
4.0302,9.679
4.0312,9.679
4.0322,9.679
4.0332,9.679
4.0342,9.679
4.0352,9.679
4.0362,9.679
4.0372,9.679
4.0382,9.679
4.0392,9.679
4.0402,9.679
4.0412,9.679
4.0422,9.679
4.0432,9.679
4.0442,9.679
4.0452,9.679
4.0462,9.679
4.0472,9.679
4.0482,9.679
4.0492,9.679
4.0502,9.679
4.0512,9.679
4.0522,9.679
4.0532,9.679
4.0542,9.679
4.0552,9.679
4.0562,9.679
4.0572,9.679
4.0582,9.679
4.0592,9.679
4.0602,9.679
4.0612,9.679
4.0622,9.679
4.0632,9.679
4.0642,9.679
4.0652,9.679
4.0662,9.679
4.0672,9.679
4.0682,9.679
4.0692,9.679
4.0702,9.679
4.0712,9.679
4.0722,9.679
4.0732,9.679
4.0742,9.679
4.0752,9.679
4.0762,9.679
4.0772,9.679
4.0782,9.679
4.0792,9.679
4.0802,9.679
4.0812,9.679
4.0822,9.679
4.0832,9.679
4.0842,9.679
4.0852,9.679
4.0862,9.679
4.0872,9.679
4.0882,9.679
4.0892,9.679
4.0902,9.679
4.0912,9.679
4.0922,9.679
4.0932,9.679
4.0942,9.679
4.0952,9.679
4.0962,9.679
4.0972,9.679
4.0982,9.679
4.0992,9.679
4.1002,9.679
4.1012,9.6788
4.1022,9.6785
4.1032,9.6782
4.1042,9.6779
4.1052,9.6776
4.1062,9.6773
4.1072,9.677
4.1082,9.6767
4.1092,9.6764
4.1102,9.6762
4.1112,9.6759
4.1122,9.6756
4.1132,9.6753
4.1142,9.675
4.1152,9.6747
4.1162,9.6744
4.1172,9.6741
4.1182,9.6738
4.1192,9.6735
4.1202,9.6732
4.1212,9.6729
4.1222,9.6726
4.1232,9.6723
4.1242,9.672
4.1252,9.6717
4.1262,9.6714
4.1272,9.6711
4.1282,9.6709
4.1292,9.6706
4.1302,9.6703
4.1312,9.67
4.1322,9.6697
4.1332,9.6694
4.1342,9.6691
4.1352,9.6688
4.1362,9.6685
4.1372,9.6682
4.1382,9.6679
4.1392,9.6676
4.1402,9.6673
4.1412,9.667
4.1422,9.6667
4.1432,9.6664
4.1442,9.6661
4.1452,9.6658
4.1462,9.6656
4.1472,9.6653
4.1482,9.665
4.1492,9.6647
4.1502,9.6644
4.1512,9.6641
4.1522,9.6638
4.1532,9.6635
4.1542,9.6632
4.1552,9.6629
4.1562,9.6626
4.1572,9.6623
4.1582,9.662
4.1592,9.6617
4.1602,9.6614
4.1612,9.6611
4.1622,9.6608
4.1632,9.6605
4.1642,9.6603
4.1652,9.66
4.1662,9.6597
4.1672,9.6594
4.1682,9.6591
4.1692,9.6588
4.1702,9.6585
4.1712,9.6582
4.1722,9.6579
4.1732,9.6576
4.1742,9.6573
4.1752,9.657
4.1762,9.6567
4.1772,9.6564
4.1782,9.6561
4.1792,9.6558
4.1802,9.6555
4.1812,9.6552
4.1822,9.655
4.1832,9.6547
4.1842,9.6544
4.1852,9.6541
4.1862,9.6538
4.1872,9.6535
4.1882,9.6532
4.1892,9.6529
4.1902,9.6526
4.1912,9.6523
4.1922,9.652
4.1932,9.6517
4.1942,9.6514
4.1952,9.6511
4.1962,9.6508
4.1972,9.6505
4.1982,9.6502
4.1992,9.6499
4.2002,9.6497
4.2012,9.6494
4.2022,9.6491
4.2032,9.6488
4.2042,9.6485
4.2052,9.6482
4.2062,9.6479
4.2072,9.6476
4.2082,9.6473
4.2092,9.647
4.2102,9.6467
4.2112,9.6464
4.2122,9.6461
4.2132,9.6458
4.2142,9.6455
4.2152,9.6452
4.2162,9.6449
4.2172,9.6446
4.2182,9.6444
4.2192,9.6441
4.2202,9.6438
4.2212,9.6435
4.2222,9.6432
4.2232,9.6429
4.2242,9.6426
4.2252,9.6423
4.2262,9.642
4.2272,9.6417
4.2282,9.6414
4.2292,9.6411
4.2302,9.6408
4.2312,9.6405
4.2322,9.6402
4.2332,9.6399
4.2342,9.6396
4.2352,9.6393
4.2362,9.6391
4.2372,9.6388
4.2382,9.6385
4.2392,9.6382
4.2402,9.6379
4.2412,9.6376
4.2422,9.6373
4.2432,9.637
4.2442,9.6367
4.2452,9.6364
4.2462,9.6361
4.2472,9.6358
4.2482,9.6355
4.2492,9.6352
4.2502,9.6349
4.2512,9.6346
4.2522,9.6343
4.2532,9.634
4.2542,9.6338
4.2552,9.6335
4.2562,9.6332
4.2572,9.6329
4.2582,9.6326
4.2592,9.6323
4.2602,9.632
4.2612,9.6317
4.2622,9.6314
4.2632,9.6311
4.2642,9.6308
4.2652,9.6305
4.2662,9.6302
4.2672,9.6299
4.2682,9.6296
4.2692,9.6293
4.2702,9.629
4.2712,9.6287
4.2722,9.6285
4.2732,9.6282
4.2742,9.6279
4.2752,9.6276
4.2762,9.6273
4.2772,9.627
4.2782,9.6267
4.2792,9.6264
4.2802,9.6261
4.2812,9.6258
4.2822,9.6255
4.2832,9.6252
4.2842,9.6249
4.2852,9.6246
4.2862,9.6243
4.2872,9.624
4.2882,9.6237
4.2892,9.6234
4.2902,9.6232
4.2912,9.6229
4.2922,9.6226
4.2932,9.6223
4.2942,9.622
4.2952,9.6217
4.2962,9.6214
4.2972,9.6211
4.2982,9.6208
4.2992,9.6205
4.3002,9.6202
4.3012,9.6199
4.3022,9.6196
4.3032,9.6193
4.3042,9.619
4.3052,9.6187
4.3062,9.6184
4.3072,9.6181
4.3082,9.6179
4.3092,9.6176
4.3102,9.6173
4.3112,9.617
4.3122,9.6167
4.3132,9.6164
4.3142,9.6161
4.3152,9.6158
4.3162,9.6155
4.3172,9.6152
4.3182,9.6149
4.3192,9.6146
4.3202,9.6143
4.3212,9.614
4.3222,9.6137
4.3232,9.6134
4.3242,9.6131
4.3252,9.6128
4.3262,9.6126
4.3272,9.6123
4.3282,9.612
4.3292,9.6117
4.3302,9.6114
4.3312,9.6111
4.3322,9.6108
4.3332,9.6105
4.3342,9.6102
4.3352,9.6099
4.3362,9.6096
4.3372,9.6093
4.3382,9.609
4.3392,9.6087
4.3402,9.6084
4.3412,9.6081
4.3422,9.6078
4.3432,9.6075
4.3442,9.6073
4.3452,9.607
4.3462,9.6067
