Time,Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,-9.779,0,9.779,0,0,0,0,0,0,0.49934,-1.4067,9.7922,1.5708,0,0,0,1.0738,0.0841,0.086493,2.48E-04,NaN,0.55639,NaN,0.0058756,128446,0.01411,0,0.49231,0,0.32382,0.048485,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0762,45.604,1.5708,0,2,15,1,0,0,0
1.50E-05,0,0,-9.7462,0,9.7462,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,0,0,1.0738,0.0841,0.086486,2.48E-04,0.14112,0.55638,-5.4496,0.0058756,128446,0.049385,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.109,-3.26E-04,0,0,0,0,0,0.0762,45.604,1.5708,0,2,15,1,0,0,0
3.75E-05,0,0,-9.6969,0,9.6969,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-2.68E-06,-2.68E-06,1.0738,0.0841,0.086477,2.48E-04,0.14112,0.55637,-5.4494,0.0058756,128446,0.1023,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.109,8.63E-05,0,0,0,0,0,0.0762,45.604,1.5708,0,2,15,1,0,0,0
7.13E-05,0,0,-9.623,0,9.623,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-6.71E-06,-6.71E-06,1.0738,0.084099,0.086463,2.48E-04,0.14112,0.55635,-5.4492,0.0058756,128446,0.18167,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.109,2.64E-04,0,0,0,0,0,0.0762,45.604,1.5708,0,2,15,1,0,0,0
1.22E-04,0,0,-9.5121,0,9.5121,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-1.27E-05,-1.27E-05,1.0738,0.084099,0.086441,2.48E-04,0.14112,0.55633,-5.4489,0.0058756,128446,0.30072,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.108,5.81E-05,0,0,0,0,-5.51E-09,0.0762,45.604,1.5708,0,2,15,1,0,0,0
1.98E-04,0,0,-9.3458,0,9.3458,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-2.18E-05,-2.18E-05,1.0738,0.084099,0.08641,2.48E-04,0.14112,0.55629,-5.4484,0.0058756,128446,0.4793,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.106,1.35E-04,0,0,0,0,-1.61E-08,0.0762,45.604,1.5708,0,2,15,1,0,0,0
3.12E-04,0,0,-9.0963,0,9.0964,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-3.54E-05,-3.54E-05,1.0738,0.084098,0.086363,2.48E-04,0.14112,0.55624,-5.4477,0.0058756,128446,0.74717,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.106,2.59E-04,0,0,0,0,-4.25E-08,0.0762,45.604,1.5708,0,2,15,1,0,0,0
4.83E-04,0,0,-8.7221,0,8.7222,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-5.58E-05,-5.58E-05,1.0738,0.084096,0.086294,2.48E-04,0.14112,0.55616,-5.4467,0.0058756,128446,1.149,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.103,1.60E-04,0,0,0,0,-1.06E-07,0.0762,45.604,1.5708,0,2,15,1,0,0,0
7.39E-04,0,0,-8.1608,0,8.1609,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-8.64E-05,-8.64E-05,1.0738,0.084094,0.086195,2.48E-04,0.14112,0.55604,-5.4452,0.0058756,128446,1.7517,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.099,4.13E-04,0,0,0,0,-2.53E-07,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0011233,0,0,-7.3189,0,7.3189,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-1.32E-04,-1.32E-04,1.0738,0.084092,0.086053,2.48E-04,0.14112,0.55588,-5.443,0.0058756,128446,2.6557,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.095,1.89E-04,0,0,0,0,-5.95E-07,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0017,0,0,-5.9377,0,5.9377,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-2.01E-04,-2.01E-04,1.0738,0.084087,0.085856,2.48E-04,0.14112,0.55565,-5.44,0.0058756,128446,4.0118,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.088,3.51E-04,0,0,0,0,-1.38E-06,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0025649,0,0,-4.4221,0,4.4222,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-3.05E-04,-3.05E-04,1.0738,0.084081,0.085599,2.48E-04,0.14112,0.55535,-5.436,0.0058756,128446,5.7661,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.079,-1.01E-04,0,0,0,0,-3.16E-06,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0035649,0,0,-2.6699,0,2.67,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-4.26E-04,-4.26E-04,1.0737,0.084073,0.085354,2.48E-04,0.14112,0.55506,-5.4322,0.0058756,128446,7.6475,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.07,4.76E-04,0,0,0,0,-6.14E-06,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0045649,0,0,-0.91776,0,0.91805,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-5.46E-04,-5.46E-04,1.0737,0.084066,0.085166,2.48E-04,0.14112,0.55483,-5.4293,0.0058756,128446,9.5288,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.064,3.88E-04,0,0,0,0,-1.01E-05,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0055649,0,0,0.83445,0,0.83477,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-6.67E-04,-6.67E-04,1.0737,0.084058,0.085033,2.48E-04,0.14112,0.55467,-5.4272,0.0058756,128446,11.41,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.059,-5.78E-05,0,0,0,0,-1.51E-05,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0065649,4.17E-07,8.34E-04,2.5867,8.35E-04,2.5868,-1.16E-08,0,1.16E-08,-3.1416,2.31E-05,0.023122,0.49934,-1.4067,9.7922,1.5704,0,-7.87E-04,-7.87E-04,1.0737,0.084051,0.084955,2.48E-04,0.14112,0.55458,-5.4259,0.0058756,128444,13.291,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.057,3.66E-04,0,0,0,0,-2.10E-05,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0075649,2.55E-06,0.0034212,4.3389,0.0034215,4.339,-4.62E-08,0,4.62E-08,-3.1416,4.62E-05,0.023121,0.49934,-1.4067,9.7922,1.5691,0,-9.08E-04,-9.08E-04,1.0737,0.084043,0.08493,2.48E-04,0.14112,0.55454,-5.4255,0.0058755,128443,15.173,0,0.49231,6.19E-09,0.32382,0.048485,0.12,2.2221,-12.056,1.20E-04,0,0,0,0,-2.80E-05,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0085649,8.14E-06,0.0077602,6.0912,0.0077605,6.0913,-1.04E-07,0,1.04E-07,-3.1416,6.94E-05,0.023121,0.49934,-1.4067,9.7922,1.5669,0,-0.0010292,-0.0010292,1.0737,0.084036,0.084959,2.48E-04,0.14112,0.55458,-5.426,0.0058755,128442,17.054,0,0.49231,7.21E-08,0.32383,0.048485,0.12,2.2221,-12.057,-3.56E-04,0,0,0,0,-3.59E-05,0.0762,45.604,1.5708,0,2,15,1,0,0,0
0.0095649,1.89E-05,0.013851,7.8435,0.013852,7.8436,-1.85E-07,0,1.85E-07,-3.1416,9.25E-05,0.02314,0.49934,-1.4067,9.7922,1.5639,0,-0.0011499,-0.0011499,1.0737,0.084028,0.085042,2.48E-04,0.14112,0.55468,-5.4273,0.0058755,128443,18.935,0,0.49231,4.09E-07,0.32382,0.048485,0.12,2.222,-12.06,-1.43E-04,0,0,0,0,-4.49E-05,0.0762,45.604,1.5708,3.1416,2,15,1,0,-5.45E-07,0
0.010565,3.67E-05,0.021695,9.5958,0.021695,9.5959,-2.89E-07,0,2.89E-07,3.1416,1.16E-04,0.023166,0.49934,-1.4067,9.7922,1.56,0,-0.0012706,-0.0012706,1.0737,0.084021,0.08518,2.48E-04,0.14112,0.55484,-5.4294,0.0058756,128446,20.817,1.75E-08,0.49231,1.57E-06,0.32382,0.048485,0.12,2.2219,-12.064,-7.00E-05,0,0,0,0,-5.48E-05,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.15E-06,0
0.011565,6.32E-05,0.031291,11.348,0.031291,11.348,-4.16E-07,0,4.16E-07,3.1416,1.39E-04,0.0232,0.49934,-1.4067,9.7922,1.5552,0,-0.0013911,-0.0013911,1.0737,0.084013,0.085373,2.48E-04,0.14112,0.55507,-5.4324,0.0058759,128453,22.698,5.24E-08,0.49231,4.69E-06,0.32382,0.048485,0.12,2.2218,-12.07,1.69E-04,0,0,0,0,-6.56E-05,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.82E-06,0
0.012565,1.00E-04,0.042639,13.101,0.04264,13.101,-5.67E-07,0,5.67E-07,3.1416,1.62E-04,0.023241,0.49934,-1.4067,9.7922,1.5495,0,-0.0015113,-0.0015113,1.0737,0.084005,0.085622,2.48E-04,0.14112,0.55536,-5.4362,0.0058765,128465,24.579,1.32E-07,0.4923,1.18E-05,0.32381,0.048485,0.12,2.2216,-12.077,2.95E-05,0,0,0,0,-7.75E-05,0.0762,45.604,1.5708,3.1416,2,15,1,0,-2.54E-06,0
0.013565,1.49E-04,0.05574,14.853,0.05574,14.853,-7.40E-07,0,7.40E-07,3.1416,1.85E-04,0.023293,0.49934,-1.4067,9.7922,1.5429,0,-0.0016313,-0.0016313,1.0737,0.083998,0.085929,2.48E-04,0.14113,0.55572,-5.4408,0.0058774,128484,26.461,2.94E-07,0.49229,2.63E-05,0.3238,0.048485,0.12,2.2213,-12.085,-4.24E-04,0,0,0,0,-9.02E-05,0.0762,45.604,1.5708,3.1416,2,15,1,0,-3.33E-06,0
0.014565,2.13E-04,0.070593,16.321,0.070593,16.321,-9.37E-07,0,9.37E-07,3.1416,2.09E-04,0.023352,0.49934,-1.4067,9.7922,1.5355,0,-0.0017509,-0.0017509,1.0737,0.08399,0.086295,2.48E-04,0.14114,0.55614,-5.4462,0.0058787,128512,28.036,5.95E-07,0.49227,5.32E-05,0.32378,0.048485,0.12,2.2208,-12.095,-6.03E-05,0,0,0,0,-1.04E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-4.17E-06,0
0.015565,2.91E-04,0.086914,16.458,0.086914,16.458,-1.16E-06,0,1.16E-06,3.1416,2.32E-04,0.023409,0.49934,-1.4067,9.7922,1.5274,0,-0.0018703,-0.0018703,1.0737,0.083979,0.086415,2.48E-04,0.14115,0.55627,-5.4479,0.0058805,128552,28.183,1.11E-06,0.49225,9.88E-05,0.32376,0.048485,0.12,2.2202,-12.095,-4.29E-04,0,0,0,0,-1.18E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-5.08E-06,0
0.016565,3.86E-04,0.10337,16.426,0.10337,16.426,-1.40E-06,0,1.40E-06,3.1416,2.55E-04,0.023469,0.49934,-1.4067,9.7922,1.5192,0,-0.0019897,-0.0019897,1.0736,0.083964,0.086314,2.48E-04,0.14116,0.55616,-5.4461,0.0058827,128601,28.149,1.85E-06,0.49221,1.65E-04,0.32373,0.048485,0.12,2.2194,-12.087,3.35E-04,0,0,0,0,-1.34E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-6.04E-06,0
0.017565,4.98E-04,0.1198,16.394,0.1198,16.394,-1.67E-06,0,1.67E-06,3.1416,2.79E-04,0.023533,0.49934,-1.4067,9.7922,1.511,0,-0.0021093,-0.0021093,1.0736,0.08395,0.086217,2.48E-04,0.14118,0.55604,-5.4444,0.0058853,128658,28.114,2.87E-06,0.49218,2.56E-04,0.32369,0.048485,0.12,2.2184,-12.078,-2.47E-04,0,0,0,0,-1.50E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-7.07E-06,0
0.018565,6.26E-04,0.13619,16.362,0.13619,16.362,-1.96E-06,0,1.96E-06,3.1416,3.02E-04,0.023603,0.49934,-1.4067,9.7922,1.5028,0,-0.002229,-0.002229,1.0736,0.083936,0.086123,2.48E-04,0.1412,0.55593,-5.4427,0.0058884,128724,28.08,4.19E-06,0.49214,3.73E-04,0.32365,0.048485,0.12,2.2174,-12.069,-5.08E-05,0,0,0,0,-1.68E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-8.15E-06,0
0.019565,7.70E-04,0.15255,16.331,0.15256,16.331,-2.27E-06,0,2.27E-06,3.1416,3.26E-04,0.023677,0.49934,-1.4067,9.7922,1.4947,0,-0.0023489,-0.0023489,1.0736,0.083921,0.086033,2.48E-04,0.14122,0.55582,-5.4411,0.0058917,128798,28.045,5.86E-06,0.49209,5.21E-04,0.3236,0.048485,0.12,2.2162,-12.058,8.52E-05,0,0,0,0,-1.86E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-9.30E-06,0
0.020565,9.31E-04,0.16889,16.299,0.16889,16.299,-2.61E-06,0,2.61E-06,3.1416,3.50E-04,0.023755,0.49934,-1.4067,9.7922,1.4866,0,-0.002469,-0.002469,1.0736,0.083907,0.085947,2.48E-04,0.14124,0.55572,-5.4394,0.0058955,128881,28.011,7.91E-06,0.49204,7.03E-04,0.32355,0.048485,0.12,2.2149,-12.048,3.52E-04,0,0,0,0,-2.05E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.05E-05,0
0.021565,0.0011081,0.18518,16.267,0.18518,16.267,-2.97E-06,0,2.97E-06,3.1416,3.74E-04,0.023838,0.49934,-1.4067,9.7922,1.4785,0,-0.0025892,-0.0025892,1.0736,0.083892,0.085863,2.48E-04,0.14126,0.55562,-5.4378,0.0058997,128971,27.976,1.04E-05,0.49198,9.20E-04,0.32349,0.048485,0.12,2.2135,-12.036,-1.91E-04,0,0,0,0,-2.26E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.18E-05,0
0.022565,0.0013015,0.20145,16.235,0.20145,16.235,-3.36E-06,0,3.36E-06,3.1416,3.97E-04,0.023926,0.49934,-1.4067,9.7922,1.4704,0,-0.0027097,-0.0027097,1.0736,0.083878,0.085784,2.48E-04,0.14129,0.55553,-5.4361,0.0059042,129070,27.942,1.33E-05,0.49192,0.0011771,0.32343,0.048485,0.12,2.2119,-12.024,-3.80E-04,0,0,0,0,-2.47E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.31E-05,0
0.023565,0.001511,0.21769,16.204,0.21769,16.204,-3.77E-06,0,3.77E-06,3.1416,4.21E-04,0.024019,0.49934,-1.4067,9.7922,1.4624,0,-0.0028302,-0.0028302,1.0735,0.083863,0.085707,2.48E-04,0.14132,0.55543,-5.4345,0.0059091,129178,27.907,1.67E-05,0.49185,0.0014751,0.32337,0.048485,0.12,2.2103,-12.011,4.99E-04,0,0,0,0,-2.69E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.45E-05,0
0.024565,0.0017368,0.23389,16.172,0.23389,16.172,-4.20E-06,0,4.20E-06,3.1416,4.45E-04,0.024116,0.49934,-1.4067,9.7922,1.4544,0,-0.002951,-0.002951,1.0735,0.083849,0.085634,2.48E-04,0.14136,0.55535,-5.4329,0.0059144,129293,27.873,2.06E-05,0.49178,0.0018169,0.32329,0.048485,0.12,2.2085,-11.998,4.01E-04,0,0,0,0,-2.92E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.59E-05,0
0.025565,0.0019788,0.25006,16.14,0.25006,16.14,-4.66E-06,0,4.66E-06,3.1416,4.70E-04,0.024217,0.49934,-1.4067,9.7922,1.4464,0,-0.003072,-0.003072,1.0735,0.083834,0.085565,2.48E-04,0.14139,0.55526,-5.4314,0.00592,129416,27.838,2.50E-05,0.49171,0.0022046,0.32322,0.048485,0.12,2.2065,-11.984,-2.34E-04,0,0,0,0,-3.15E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.74E-05,0
0.026565,0.0022369,0.2662,16.108,0.2662,16.108,-5.14E-06,0,5.14E-06,3.1416,4.94E-04,0.024323,0.49934,-1.4067,9.7922,1.4385,0,-0.0031931,-0.0031931,1.0735,0.08382,0.085499,2.48E-04,0.14143,0.55518,-5.4298,0.005926,129547,27.804,3.00E-05,0.49162,0.0026404,0.32314,0.048485,0.12,2.2045,-11.969,-1.26E-04,0,0,0,0,-3.40E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-1.90E-05,0
0.027565,0.0025112,0.28231,16.076,0.28231,16.076,-5.65E-06,0,5.65E-06,3.1416,5.18E-04,0.024434,0.49934,-1.4067,9.7922,1.4306,0,-0.0033144,-0.0033144,1.0735,0.083805,0.085436,2.48E-04,0.14147,0.5551,-5.4283,0.0059324,129686,27.769,3.56E-05,0.49154,0.0031262,0.32305,0.048485,0.12,2.2023,-11.954,9.62E-05,0,0,0,0,-3.66E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-2.06E-05,0
0.028565,0.0028015,0.29839,16.045,0.29839,16.045,-6.18E-06,0,6.18E-06,3.1416,5.43E-04,0.024549,0.49934,-1.4067,9.7922,1.4227,0,-0.003436,-0.003436,1.0735,0.083791,0.085376,2.48E-04,0.14151,0.55503,-5.4268,0.0059391,129833,27.735,4.18E-05,0.49145,0.0036636,0.32296,0.048485,0.12,2.2001,-11.939,1.06E-04,0,0,0,0,-3.92E-04,0.0762,45.604,1.5708,3.1416,2,15,1,0,-2.23E-05,0
0.029565,0.0031079,0.31443,16.013,0.31443,16.013,-6.73E-06,0,6.73E-06,3.1416,5.67E-04,0.024668,0.49934,-1.4067,9.7922,1.4149,0,-0.0035577,-0.0035577,1.0735,0.083776,0.08532,2.48E-04,0.14155,0.55496,-5.4253,0.0059462,129988,27.701,4.87E-05,0.49135,0.0042542,0.32286,0.048485,0.12,2.1977,-11.922,3.45E-04,0,0,0,0,-4.19E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-2.41E-05,0
0.030565,0.0034304,0.33045,15.981,0.33045,15.981,-7.31E-06,0,7.31E-06,3.1416,5.92E-04,0.024792,0.49934,-1.4067,9.7922,1.4071,0,-0.0036797,-0.0036797,1.0734,0.083762,0.085267,2.48E-04,0.1416,0.5549,-5.4238,0.0059536,130150,27.666,5.62E-05,0.49125,0.0048995,0.32276,0.048485,0.12,2.1952,-11.906,2.98E-04,0,0,0,0,-4.47E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-2.59E-05,0
0.031565,0.0037688,0.34643,15.949,0.34643,15.949,-7.92E-06,0,7.92E-06,3.1416,6.17E-04,0.024921,0.49934,-1.4067,9.7922,1.3993,0,-0.0038018,-0.0038018,1.0734,0.083747,0.085217,2.48E-04,0.14165,0.55483,-5.4224,0.0059613,130319,27.632,6.44E-05,0.49115,0.0056008,0.32266,0.048485,0.12,2.1926,-11.889,3.69E-04,0,0,0,0,-4.76E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-2.77E-05,0
0.032565,0.0041232,0.36238,15.918,0.36238,15.918,-8.55E-06,0,8.55E-06,3.1416,6.42E-04,0.025053,0.49934,-1.4067,9.7922,1.3916,0,-0.0039242,-0.0039242,1.0734,0.083733,0.085171,2.48E-04,0.1417,0.55478,-5.421,0.0059694,130497,27.597,7.33E-05,0.49104,0.0063592,0.32255,0.048485,0.12,2.1899,-11.87,4.28E-04,0,0,0,0,-5.06E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-2.97E-05,0
0.033565,0.0044936,0.37829,15.886,0.3783,15.886,-9.20E-06,0,9.20E-06,3.1416,6.67E-04,0.025191,0.49934,-1.4067,9.7922,1.3839,0,-0.0040468,-0.0040468,1.0734,0.083718,0.085127,2.48E-04,0.14175,0.55472,-5.4196,0.0059779,130681,27.563,8.30E-05,0.49093,0.0071758,0.32244,0.048485,0.12,2.1871,-11.853,3.04E-04,0,0,0,0,-5.37E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-3.17E-05,0
0.034565,0.0048798,0.39418,15.854,0.39418,15.854,-9.88E-06,0,9.88E-06,3.1416,6.92E-04,0.025332,0.49934,-1.4067,9.7922,1.3762,0,-0.0041696,-0.0041696,1.0734,0.083704,0.085087,2.48E-04,0.14181,0.55467,-5.4182,0.0059867,130873,27.528,9.34E-05,0.49081,0.0080514,0.32232,0.048485,0.12,2.1842,-11.834,-2.06E-04,0,0,0,0,-5.68E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-3.37E-05,0
0.035565,0.0052819,0.41003,15.822,0.41004,15.822,-1.06E-05,0,1.06E-05,3.1416,7.18E-04,0.025478,0.49934,-1.4067,9.7922,1.3686,0,-0.0042927,-0.0042927,1.0734,0.083689,0.08505,2.48E-04,0.14186,0.55463,-5.4168,0.0059958,131072,27.494,1.05E-04,0.49069,0.0089867,0.3222,0.048485,0.12,2.1812,-11.814,-1.26E-05,0,0,0,0,-6.00E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-3.58E-05,0
0.036565,0.0056998,0.42586,15.79,0.42586,15.79,-1.13E-05,0,1.13E-05,3.1416,7.43E-04,0.025628,0.49934,-1.4067,9.7922,1.361,0,-0.0044159,-0.0044159,1.0733,0.083675,0.085017,2.48E-04,0.14192,0.55458,-5.4155,0.0060052,131279,27.459,1.17E-04,0.49056,0.0099824,0.32207,0.048485,0.12,2.1781,-11.795,-5.91E-05,0,0,0,0,-6.33E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-3.80E-05,0
0.037565,0.0061336,0.44165,15.759,0.44165,15.759,-1.21E-05,0,1.21E-05,3.1416,7.69E-04,0.025783,0.49934,-1.4067,9.7922,1.3535,0,-0.0045394,-0.0045394,1.0733,0.08366,0.084986,2.48E-04,0.14198,0.55454,-5.4142,0.006015,131492,27.425,1.29E-04,0.49043,0.011039,0.32194,0.048485,0.12,2.1749,-11.775,2.71E-05,0,0,0,0,-6.67E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-4.02E-05,0
0.038565,0.0065831,0.45741,15.727,0.45741,15.727,-1.29E-05,0,1.29E-05,3.1416,7.95E-04,0.025941,0.49934,-1.4067,9.7922,1.346,0,-0.0046632,-0.0046632,1.0733,0.083646,0.084959,2.48E-04,0.14205,0.55451,-5.4129,0.0060251,131712,27.39,1.43E-04,0.4903,0.012157,0.32181,0.048485,0.12,2.1716,-11.754,4.89E-04,0,0,0,0,-7.02E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-4.25E-05,0
0.039565,0.0070484,0.47313,15.695,0.47313,15.695,-1.37E-05,0,1.37E-05,3.1416,8.21E-04,0.026104,0.49934,-1.4067,9.7922,1.3385,0,-0.0047871,-0.0047871,1.0733,0.083632,0.084935,2.48E-04,0.14211,0.55448,-5.4116,0.0060355,131940,27.356,1.57E-04,0.49016,0.013336,0.32167,0.048485,0.12,2.1682,-11.733,1.18E-05,0,0,0,0,-7.37E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-4.49E-05,0
0.040565,0.0075294,0.48883,15.663,0.48883,15.663,-1.45E-05,0,1.45E-05,3.1416,8.47E-04,0.026271,0.49934,-1.4067,9.7922,1.3311,0,-0.0049113,-0.0049113,1.0733,0.083617,0.084914,2.48E-04,0.14218,0.55445,-5.4104,0.0060462,132174,27.321,1.72E-04,0.49002,0.014576,0.32153,0.048485,0.12,2.1647,-11.711,3.58E-04,0,0,0,0,-7.73E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-4.73E-05,0
0.041565,0.008026,0.50449,15.631,0.50449,15.631,-1.54E-05,0,1.54E-05,3.1416,8.73E-04,0.026443,0.49934,-1.4067,9.7922,1.3237,0,-0.0050358,-0.0050358,1.0733,0.083603,0.084896,2.48E-04,0.14224,0.55442,-5.4092,0.0060572,132415,27.287,1.89E-04,0.48987,0.015879,0.32138,0.048485,0.12,2.1612,-11.689,3.68E-04,0,0,0,0,-8.10E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-4.98E-05,0
0.042565,0.0085383,0.52012,15.6,0.52012,15.6,-1.62E-05,0,1.62E-05,3.1416,9.00E-04,0.026618,0.49934,-1.4067,9.7922,1.3164,0,-0.0051605,-0.0051605,1.0733,0.083588,0.084881,2.48E-04,0.14232,0.5544,-5.408,0.0060685,132662,27.252,2.06E-04,0.48972,0.017242,0.32123,0.048485,0.12,2.1575,-11.667,-1.20E-04,0,0,0,0,-8.47E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-5.24E-05,0
0.043565,0.0090663,0.53572,15.568,0.53572,15.568,-1.72E-05,0,1.72E-05,3.1416,9.27E-04,0.026798,0.49934,-1.4067,9.7922,1.3091,0,-0.0052855,-0.0052855,1.0732,0.083574,0.084869,2.48E-04,0.14239,0.55439,-5.4068,0.0060801,132916,27.218,2.23E-04,0.48957,0.018667,0.32108,0.048485,0.12,2.1538,-11.644,3.61E-04,0,0,0,0,-8.85E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-5.50E-05,0
0.044565,0.0096098,0.55129,15.536,0.55129,15.536,-1.81E-05,0,1.81E-05,3.1416,9.54E-04,0.026982,0.49934,-1.4067,9.7922,1.3018,0,-0.0054107,-0.0054107,1.0732,0.083559,0.084861,2.48E-04,0.14246,0.55437,-5.4057,0.0060921,133177,27.183,2.42E-04,0.48941,0.020153,0.32093,0.048485,0.12,2.15,-11.621,3.13E-04,0,0,0,0,-9.24E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-5.77E-05,0
0.045565,0.010169,0.56683,15.504,0.56683,15.504,-1.91E-05,0,1.91E-05,3.1416,9.81E-04,0.02717,0.49934,-1.4067,9.7922,1.2946,0,-0.0055361,-0.0055361,1.0732,0.083545,0.084856,2.48E-04,0.14254,0.55437,-5.4046,0.0061043,133444,27.149,2.62E-04,0.48926,0.0217,0.32077,0.048485,0.12,2.1461,-11.598,-2.60E-04,0,0,0,0,-9.63E-04,0.0762,45.604,1.5707,3.1416,2,15,1,0,-6.04E-05,0
