# Simulation 1 (Up to date),,,,,,,,,,
# 249 data points written for 4 variables.,,,,,,,,,,
# Simulation warnings:,,,,,,,,,,
#   Stage began to tumble under thrust.,,,,,,,,,,
#   Large angle of attack encountered (28.9).,,,,,,,,,,
#,,,,,,,,,,
# Pitch rate (°/s),Mach number (?),Pitch damping coefficient (?),Speed of sound (m/s),,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,,,
# Event IGNITION occurred at t=0 seconds,,,,,,,,,,
0,0.0051555,NaN,340.39,,,,,,,
0,0.00509,NaN,340.39,,,,,,,
0,0.0050288,NaN,340.39,,,,,,,
0,0.0049837,NaN,340.39,,,,,,,
0,0.0049617,NaN,340.39,,,,,,,
0,0.0049616,NaN,340.39,,,,,,,
0,0.0051035,NaN,340.39,,,,,,,
0,0.0052622,NaN,340.39,,,,,,,
# Event LIFTOFF occurred at t=0.08 seconds,,,,,,,,,,
0,0.0054359,NaN,340.39,,,,,,,
0,0.0056234,NaN,340.39,,,,,,,
0,0.0058232,NaN,340.39,,,,,,,
0,0.0059805,NaN,340.39,,,,,,,
0,0.0061503,NaN,340.39,,,,,,,
0,0.006331,NaN,340.39,,,,,,,
0,0.0065216,NaN,340.39,,,,,,,
0,0.006721,NaN,340.39,,,,,,,
0,0.0069715,NaN,340.39,,,,,,,
0,0.0072267,NaN,340.39,,,,,,,
0,0.0074859,NaN,340.39,,,,,,,
0,0.0077485,NaN,340.39,,,,,,,
0,0.0080141,NaN,340.39,,,,,,,
0,0.0082495,NaN,340.39,,,,,,,
0,0.0084885,NaN,340.39,,,,,,,
0,0.0087309,NaN,340.39,,,,,,,
0,0.0089762,NaN,340.39,,,,,,,
0,0.009224,NaN,340.39,,,,,,,
0,0.0093921,NaN,340.39,,,,,,,
0,0.0095667,NaN,340.39,,,,,,,
0,0.0097463,NaN,340.39,,,,,,,
0,0.0099301,NaN,340.39,,,,,,,
0,0.010118,NaN,340.39,,,,,,,
0,0.010385,NaN,340.39,,,,,,,
0,0.010649,NaN,340.39,,,,,,,
0,0.010912,NaN,340.39,,,,,,,
0,0.011171,NaN,340.39,,,,,,,
0,0.011429,NaN,340.39,,,,,,,
0,0.011713,NaN,340.39,,,,,,,
0,0.011993,NaN,340.39,,,,,,,
0,0.012273,NaN,340.39,,,,,,,
0,0.012553,NaN,340.39,,,,,,,
0,0.012833,NaN,340.39,,,,,,,
0,0.013066,NaN,340.39,,,,,,,
0,0.0133,NaN,340.39,,,,,,,
0,0.013536,NaN,340.39,,,,,,,
0,0.013774,NaN,340.39,,,,,,,
# Event LAUNCHROD occurred at t=0.45 seconds,,,,,airspeed,pitch rate rads,,pitch rate/v ^2,,mul
0,0.014013,0,340.38,,4.76974494,0,,0,,#DIV/0!
-0.18456,0.014352,-5.90E-05,340.38,,4.88513376,-0.00322118,,4.34787E-07,,-135.7260952
-0.46051,0.014863,-3.43E-04,340.38,,5.05906794,-0.008037416,,2.52401E-06,,-135.7084131
-0.87974,0.015696,-0.001121,340.38,,5.34260448,-0.01535436,,8.25957E-06,,-135.721374
-1.5688,0.016965,-0.0030513,340.38,,5.7745467,-0.027380725,,2.2483E-05,,-135.7159242
-2.3625,0.018119,-0.0060668,340.38,,6.16734522,-0.041233404,,4.46994E-05,,-135.7243675
-3.1973,0.019167,-0.0099291,340.38,,6.52406346,-0.055803412,,7.31619E-05,,-135.714024
-4.1219,0.020192,-0.014869,340.38,,6.87295296,-0.071940726,,0.000109563,,-135.7121925
-5.0939,0.021064,-0.020868,340.38,,7.16976432,-0.088905327,,0.000153761,,-135.7172413
-6.0475,0.021903,-0.027203,340.38,,7.45534314,-0.105548787,,0.000200434,,-135.7205424
-7.0742,0.0228,-0.034352,340.37,,7.760436,-0.123468082,,0.000253126,,-135.7109427
-8.2195,0.023634,-0.043162,340.37,,8.04430458,-0.143457338,,0.00031803,,-135.7166207
-9.43,0.024308,-0.053706,340.37,,8.27371396,-0.164584548,,0.00039571,,-135.7205752
-10.598,0.024933,-0.064466,340.37,,8.48644521,-0.184969994,,0.000475063,,-135.6999794
-11.846,0.025589,-0.076471,340.37,,8.70972793,-0.206751703,,0.000563494,,-135.7087204
-13.165,0.026162,-0.090365,340.37,,8.90475994,-0.229772596,,0.000665813,,-135.7213662
-14.545,0.026686,-0.10602,340.37,,9.08311382,-0.25385814,,0.000781111,,-135.7297741
-16.002,0.027135,-0.12411,340.36,,9.2356686,-0.279287587,,0.000914464,,-135.718856
-17.467,0.027516,-0.14381,340.36,,9.36534576,-0.30485666,,0.001059604,,-135.720466
-18.979,0.027834,-0.16592,340.36,,9.47358024,-0.331246039,,0.001222568,,-135.7143053
-20.435,0.02811,-0.18859,340.36,,9.5675196,-0.356658033,,0.00138965,,-135.7104725
