# Time (s),Vertical acceleration (m/s²),Pitch rate (rad/s)
2.265,-10.836,-1.0659
2.266,-10.854,-1.0658
2.267,-10.871,-1.0659
2.268,-10.889,-1.0658
2.269,-10.906,-1.0657
2.27,-10.924,-1.0655
2.271,-10.942,-1.0654
2.272,-10.959,-1.0653
2.273,-10.977,-1.0653
2.274,-10.994,-1.0652
2.275,-11.012,-1.0651
2.276,-11.029,-1.0651
2.277,-11.047,-1.065
2.278,-11.065,-1.0648
2.279,-11.082,-1.065
2.28,-11.1,-1.0648
2.281,-11.117,-1.0648
2.282,-11.135,-1.0647
2.283,-11.153,-1.0647
2.284,-11.17,-1.0646
2.285,-11.188,-1.0645
2.286,-11.206,-1.0646
2.287,-11.223,-1.0644
2.288,-11.241,-1.0645
2.289,-11.259,-1.0644
2.29,-11.276,-1.0644
2.291,-11.294,-1.0644
2.292,-11.312,-1.0645
2.293,-11.33,-1.0644
2.294,-11.347,-1.0644
2.295,-11.365,-1.0645
2.296,-11.383,-1.0645
2.297,-11.4,-1.0646
2.298,-11.418,-1.0646
2.299,-11.436,-1.0646
2.3,-11.454,-1.0646
2.301,-11.471,-1.0645
2.302,-11.489,-1.0646
2.303,-11.507,-1.0648
2.304,-11.525,-1.0648
2.305,-11.543,-1.0648
2.306,-11.56,-1.0647
2.307,-11.578,-1.0649
2.308,-11.596,-1.065
2.309,-11.614,-1.0651
2.31,-11.632,-1.0652
2.311,-11.649,-1.0651
2.312,-11.667,-1.0652
2.313,-11.685,-1.0653
2.314,-11.703,-1.0656
2.315,-11.721,-1.0655
2.316,-11.739,-1.0657
2.317,-11.756,-1.0657
2.318,-11.774,-1.0659
2.319,-11.792,-1.066
2.32,-11.81,-1.066
2.321,-11.828,-1.0662
2.322,-11.846,-1.0663
2.323,-11.864,-1.0666
2.324,-11.882,-1.0666
2.325,-11.9,-1.0668
2.326,-11.917,-1.0669
2.327,-11.935,-1.0671
2.328,-11.953,-1.0672
2.329,-11.971,-1.0674
2.33,-11.989,-1.0676
2.331,-12.007,-1.0677
2.332,-12.025,-1.068
2.333,-12.043,-1.0682
2.334,-12.061,-1.0682
2.335,-12.079,-1.0685
2.336,-12.097,-1.0687
2.337,-12.115,-1.0689
2.338,-12.133,-1.0691
2.339,-12.151,-1.0694
2.34,-12.169,-1.0696
2.341,-12.187,-1.0697
2.342,-12.205,-1.07
2.343,-12.222,-1.0703
2.344,-12.24,-1.0706
2.345,-12.258,-1.0707
2.346,-12.276,-1.0709
2.347,-12.294,-1.0713
2.348,-12.312,-1.0715
2.349,-12.33,-1.0716
2.35,-12.348,-1.0719
2.351,-12.366,-1.0722
2.352,-12.384,-1.0726
2.353,-12.402,-1.0728
2.354,-12.42,-1.0731
2.355,-12.439,-1.0734
2.356,-12.457,-1.0738
2.357,-12.475,-1.074
2.358,-12.493,-1.0743
2.359,-12.511,-1.0747
2.36,-12.529,-1.0751
2.361,-12.547,-1.0754
2.362,-12.565,-1.0758
2.363,-12.583,-1.0761
2.364,-12.601,-1.0765
2.365,-12.619,-1.0769
2.366,-12.637,-1.0771
2.367,-12.655,-1.0774
2.368,-12.673,-1.0779
2.369,-12.691,-1.0784
2.37,-12.709,-1.0786
2.371,-12.727,-1.0791
2.372,-12.745,-1.0794
2.373,-12.763,-1.08
2.374,-12.781,-1.0803
2.375,-12.8,-1.0807
2.376,-12.818,-1.0811
2.377,-12.836,-1.0817
2.378,-12.854,-1.0819
2.379,-12.872,-1.0824
2.38,-12.89,-1.083
2.381,-12.908,-1.0834
2.382,-12.926,-1.0838
2.383,-12.944,-1.0842
2.384,-12.962,-1.0848
2.385,-12.98,-1.0852
2.386,-12.998,-1.0856
2.387,-13.017,-1.0862
2.388,-13.035,-1.0868
2.389,-13.053,-1.0873
2.39,-13.071,-1.0877
2.391,-13.089,-1.0884
2.392,-13.107,-1.0887
2.393,-13.125,-1.0892
2.394,-13.143,-1.0898
2.395,-13.161,-1.0904
2.396,-13.179,-1.091
2.397,-13.197,-1.0915
2.398,-13.216,-1.0922
2.399,-13.234,-1.0926
2.4,-13.252,-1.0933
2.401,-13.27,-1.0939
2.402,-13.288,-1.0945
2.403,-13.306,-1.0949
2.404,-13.324,-1.0957
2.405,-13.342,-1.0963
2.406,-13.36,-1.0968
2.407,-13.378,-1.0974
2.408,-13.397,-1.0982
2.409,-13.415,-1.0989
2.41,-13.433,-1.0993
2.411,-13.451,-1.1
2.412,-13.469,-1.1007
2.413,-13.487,-1.1015
2.414,-13.505,-1.1021
2.415,-13.523,-1.1028
2.416,-13.541,-1.1036
2.417,-13.559,-1.1042
2.418,-13.577,-1.1049
2.419,-13.596,-1.1057
2.42,-13.614,-1.1064
2.421,-13.632,-1.1071
2.422,-13.65,-1.1077
2.423,-13.668,-1.1086
2.424,-13.686,-1.1094
2.425,-13.704,-1.1101
2.426,-13.722,-1.1109
2.427,-13.74,-1.1116
2.428,-13.758,-1.1123
2.429,-13.776,-1.113
2.43,-13.794,-1.1139
2.431,-13.812,-1.1147
2.432,-13.831,-1.1154
2.433,-13.849,-1.1164
2.434,-13.867,-1.1171
2.435,-13.885,-1.1181
2.436,-13.903,-1.119
2.437,-13.921,-1.1196
2.438,-13.939,-1.1204
2.439,-13.957,-1.1215
2.44,-13.975,-1.1223
2.441,-13.993,-1.1232
2.442,-14.011,-1.124
2.443,-14.029,-1.125
2.444,-14.047,-1.1259
2.445,-14.065,-1.1266
2.446,-14.083,-1.1278
2.447,-14.101,-1.1285
2.448,-14.119,-1.1295
2.449,-14.137,-1.1305
2.45,-14.155,-1.1313
2.451,-14.173,-1.1323
2.452,-14.191,-1.1333
2.453,-14.209,-1.1343
2.454,-14.227,-1.1352
2.455,-14.245,-1.1362
2.456,-14.263,-1.1372
2.457,-14.281,-1.1384
2.458,-14.299,-1.1394
2.459,-14.317,-1.1405
2.46,-14.335,-1.1414
2.461,-14.353,-1.1423
2.462,-14.371,-1.1434
2.463,-14.389,-1.1445
2.464,-14.407,-1.1456
2.465,-14.425,-1.1467
2.466,-14.443,-1.1478
2.467,-14.461,-1.1489
2.468,-14.479,-1.1498
2.469,-14.497,-1.1511
2.47,-14.515,-1.1522
2.471,-14.532,-1.1534
2.472,-14.55,-1.1543
2.473,-14.568,-1.1556
2.474,-14.586,-1.1567
2.475,-14.604,-1.1579
2.476,-14.622,-1.1589
2.477,-14.64,-1.1602
2.478,-14.658,-1.1615
2.479,-14.676,-1.1626
2.48,-14.693,-1.1638
2.481,-14.711,-1.1651
2.482,-14.729,-1.1661
2.483,-14.747,-1.1674
2.484,-14.765,-1.1686
2.485,-14.783,-1.1699
2.486,-14.8,-1.1712
2.487,-14.818,-1.1724
2.488,-14.836,-1.1738
2.489,-14.854,-1.1749
2.49,-14.872,-1.1763
2.491,-14.889,-1.1776
2.492,-14.907,-1.179
2.493,-14.925,-1.1801
2.494,-14.943,-1.1816
2.495,-14.96,-1.1828
2.496,-14.978,-1.1842
2.497,-14.996,-1.1856
2.498,-15.014,-1.1869
2.499,-15.031,-1.1884
2.5,-15.049,-1.1898
2.501,-15.067,-1.1912
2.502,-15.084,-1.1926
2.503,-15.102,-1.1938
2.504,-15.12,-1.1953
2.505,-15.137,-1.1968
2.506,-15.155,-1.1983
2.507,-15.173,-1.1996
2.508,-15.19,-1.201
2.509,-15.208,-1.2027
2.51,-15.226,-1.204
2.511,-15.243,-1.2055
2.512,-15.261,-1.2071
2.513,-15.278,-1.2087
2.514,-15.296,-1.2101
2.515,-15.313,-1.2116
2.516,-15.331,-1.2131
2.517,-15.349,-1.2146
2.518,-15.366,-1.2164
2.519,-15.384,-1.2177
2.52,-15.401,-1.2194
2.521,-15.419,-1.2209
2.522,-15.436,-1.2227
2.523,-15.454,-1.2241
2.524,-15.471,-1.2257
2.525,-15.488,-1.2274
2.526,-15.506,-1.2292
2.527,-15.523,-1.2307
2.528,-15.541,-1.2325
2.529,-15.558,-1.2341
2.53,-15.576,-1.2358
2.531,-15.593,-1.2374
2.532,-15.61,-1.2392
2.533,-15.628,-1.2408
2.534,-15.645,-1.2425
2.535,-15.662,-1.2443
2.536,-15.68,-1.2461
2.537,-15.697,-1.2477
2.538,-15.714,-1.2494
2.539,-15.732,-1.2512
2.54,-15.749,-1.2531
2.541,-15.766,-1.2548
2.542,-15.783,-1.2566
2.543,-15.801,-1.2584
2.544,-15.818,-1.2603
2.545,-15.835,-1.2621
2.546,-15.852,-1.2639
2.547,-15.869,-1.2657
2.548,-15.887,-1.2676
2.549,-15.904,-1.2695
2.55,-15.921,-1.2715
2.551,-15.938,-1.2733
2.552,-15.955,-1.2751
2.553,-15.972,-1.2771
2.554,-15.989,-1.279
2.555,-16.006,-1.281
2.556,-16.023,-1.283
2.557,-16.04,-1.2848
2.558,-16.057,-1.2869
2.559,-16.074,-1.2887
2.56,-16.091,-1.2907
2.561,-16.108,-1.2928
2.562,-16.125,-1.2948
2.563,-16.142,-1.2968
2.564,-16.159,-1.2989
2.565,-16.176,-1.3008
2.566,-16.193,-1.303
2.567,-16.21,-1.3051
2.568,-16.226,-1.3072
2.569,-16.243,-1.3092
2.57,-16.26,-1.3114
2.571,-16.277,-1.3134
2.572,-16.294,-1.3155
2.573,-16.31,-1.3176
2.574,-16.327,-1.3199
2.575,-16.344,-1.3219
2.576,-16.361,-1.3243
2.577,-16.377,-1.3263
2.578,-16.394,-1.3284
2.579,-16.411,-1.3307
2.58,-16.427,-1.333
2.581,-16.444,-1.3352
2.582,-16.46,-1.3375
2.583,-16.477,-1.3398
2.584,-16.494,-1.342
2.585,-16.51,-1.3441
2.586,-16.527,-1.3463
2.587,-16.543,-1.3487
2.588,-16.56,-1.3511
2.589,-16.576,-1.3534
2.59,-16.592,-1.3558
2.591,-16.609,-1.358
2.592,-16.625,-1.3602
2.593,-16.642,-1.3628
2.594,-16.658,-1.3651
2.595,-16.674,-1.3675
2.596,-16.691,-1.3698
2.597,-16.707,-1.3723
2.598,-16.723,-1.3747
2.599,-16.739,-1.377
2.6,-16.756,-1.3795
2.601,-16.772,-1.382
2.602,-16.788,-1.3846
2.603,-16.804,-1.3871
2.604,-16.82,-1.3893
2.605,-16.836,-1.392
2.606,-16.852,-1.3943
2.607,-16.869,-1.3971
2.608,-16.885,-1.3995
2.609,-16.901,-1.402
2.61,-16.917,-1.4047
2.611,-16.933,-1.4073
2.612,-16.948,-1.4099
2.613,-16.964,-1.4125
2.614,-16.98,-1.415
2.615,-16.996,-1.4177
2.616,-17.012,-1.4202
2.617,-17.028,-1.4228
2.618,-17.044,-1.4256
2.619,-17.059,-1.4281
2.62,-17.075,-1.4309
2.621,-17.091,-1.4336
2.622,-17.106,-1.4364
2.623,-17.122,-1.4391
2.624,-17.138,-1.4416
2.625,-17.153,-1.4446
2.626,-17.169,-1.4473
2.627,-17.185,-1.45
2.628,-17.2,-1.4529
2.629,-17.216,-1.4555
2.63,-17.231,-1.4583
2.631,-17.246,-1.4612
2.632,-17.262,-1.464
2.633,-17.277,-1.4669
2.634,-17.293,-1.4697
2.635,-17.308,-1.4725
2.636,-17.323,-1.4755
2.637,-17.339,-1.4784
2.638,-17.354,-1.4812
2.639,-17.369,-1.4842
2.64,-17.384,-1.4872
2.641,-17.399,-1.49
2.642,-17.415,-1.4931
2.643,-17.43,-1.496
2.644,-17.445,-1.4991
2.645,-17.46,-1.5021
2.646,-17.475,-1.5049
2.647,-17.49,-1.5081
2.648,-17.505,-1.5109
2.649,-17.52,-1.514
2.65,-17.534,-1.5171
2.651,-17.549,-1.5201
2.652,-17.564,-1.5233
2.653,-17.579,-1.5264
2.654,-17.594,-1.5296
2.655,-17.608,-1.5326
2.656,-17.623,-1.5357
2.657,-17.638,-1.539
2.658,-17.652,-1.5422
2.659,-17.667,-1.5453
2.66,-17.681,-1.5485
2.661,-17.696,-1.5516
2.662,-17.71,-1.5549
2.663,-17.725,-1.558
2.664,-17.739,-1.5612
2.665,-17.754,-1.5646
2.666,-17.768,-1.5678
2.667,-17.782,-1.571
2.668,-17.797,-1.5745
2.669,-17.811,-1.5777
2.67,-17.825,-1.5811
2.671,-17.839,-1.5844
2.672,-17.853,-1.5877
2.673,-17.867,-1.5909
2.674,-17.881,-1.5944
2.675,-17.895,-1.5977
2.676,-17.909,-1.601
2.677,-17.923,-1.6047
2.678,-17.937,-1.6076
2.679,-17.951,-1.6108
2.68,-17.965,-1.6137
2.681,-17.979,-1.6171
2.682,-17.993,-1.6201
2.683,-18.007,-1.6234
2.684,-18.021,-1.6265
2.685,-18.034,-1.6296
2.686,-18.048,-1.6326
2.687,-18.062,-1.6359
2.688,-18.075,-1.6392
2.689,-18.089,-1.6424
2.69,-18.102,-1.6457
2.691,-18.116,-1.6487
2.692,-18.129,-1.6522
2.693,-18.142,-1.6553
2.694,-18.156,-1.6586
2.695,-18.169,-1.662
2.696,-18.182,-1.6653
2.697,-18.196,-1.6685
2.698,-18.209,-1.672
2.699,-18.222,-1.6753
2.7,-18.235,-1.6785
2.701,-18.248,-1.6819
2.702,-18.261,-1.6852
2.703,-18.274,-1.6886
2.704,-18.287,-1.6922
2.705,-18.3,-1.6956
2.706,-18.313,-1.699
2.707,-18.325,-1.7023
2.708,-18.338,-1.7059
2.709,-18.351,-1.7094
2.71,-18.363,-1.713
2.711,-18.376,-1.7163
2.712,-18.388,-1.7198
2.713,-18.401,-1.7232
2.714,-18.413,-1.7268
2.715,-18.426,-1.7302
2.716,-18.438,-1.7338
2.717,-18.45,-1.7374
2.718,-18.463,-1.7412
2.719,-18.475,-1.7446
2.72,-18.487,-1.7483
2.721,-18.499,-1.7519
2.722,-18.511,-1.7556
2.723,-18.523,-1.7591
2.724,-18.535,-1.7627
2.725,-18.547,-1.7665
2.726,-18.559,-1.7699
2.727,-17.626,-1.0819
2.728,-17.639,-1.0868
2.729,-17.653,-1.0915
2.73,-17.666,-1.0965
2.731,-17.679,-1.1011
2.732,-17.692,-1.1062
2.733,-17.705,-1.111
2.734,-17.718,-1.116
2.735,-17.731,-1.1208
2.736,-17.744,-1.1256
2.737,-17.757,-1.1305
2.738,-17.77,-1.1354
2.739,-17.783,-1.1403
2.74,-17.796,-1.1454
2.741,-17.809,-1.1503
2.742,-17.821,-1.1553
2.743,-17.834,-1.1602
2.744,-17.847,-1.1651
2.745,-17.859,-1.1702
2.746,-17.872,-1.1752
2.747,-17.884,-1.1801
2.748,-17.897,-1.1852
2.749,-17.909,-1.1902
2.75,-17.921,-1.1953
2.751,-17.934,-1.2003
2.752,-17.946,-1.2052
2.753,-17.958,-1.2103
2.754,-17.97,-1.2156
2.755,-17.982,-1.2207
2.756,-17.994,-1.2257
2.757,-18.006,-1.2307
2.758,-18.018,-1.2358
2.759,-18.03,-1.2409
2.76,-18.042,-1.2462
2.761,-18.053,-1.2513
2.762,-18.065,-1.2565
2.763,-18.077,-1.2615
2.764,-18.088,-1.2668
2.765,-18.1,-1.272
2.766,-18.111,-1.2774
2.767,-18.123,-1.2825
2.768,-18.134,-1.2878
2.769,-18.146,-1.2927
2.77,-18.157,-1.2982
2.771,-18.168,-1.3033
2.772,-18.179,-1.3086
2.773,-18.19,-1.3139
2.774,-18.201,-1.3193
2.775,-18.213,-1.3245
2.776,-18.223,-1.3297
2.777,-18.234,-1.3349
2.778,-18.245,-1.3403
2.779,-18.256,-1.3459
2.78,-18.267,-1.351
2.781,-18.277,-1.3564
2.782,-18.288,-1.3617
2.783,-18.299,-1.3673
2.784,-18.309,-1.3726
2.785,-18.319,-1.378
2.786,-18.33,-1.3834
2.787,-18.34,-1.3888
2.788,-18.35,-1.3943
2.789,-18.361,-1.3995
2.79,-18.371,-1.4051
2.791,-18.381,-1.4104
2.792,-18.391,-1.4158
2.793,-18.401,-1.4214
2.794,-18.411,-1.4269
2.795,-18.421,-1.4326
2.796,-18.43,-1.4378
2.797,-18.44,-1.4433
2.798,-18.45,-1.449
2.799,-18.459,-1.4545
2.8,-18.469,-1.4599
2.801,-18.478,-1.4656
2.802,-18.488,-1.4711
2.803,-18.497,-1.4766
2.804,-18.506,-1.4822
2.805,-18.515,-1.4879
2.806,-18.525,-1.4934
2.807,-18.534,-1.4989
2.808,-18.543,-1.5047
2.809,-18.552,-1.5104
2.81,-18.561,-1.5159
2.811,-18.569,-1.5216
2.812,-18.578,-1.5275
2.813,-18.587,-1.5329
2.814,-18.595,-1.5386
2.815,-18.604,-1.5444
2.816,-18.612,-1.5499
2.817,-18.621,-1.5558
2.818,-18.629,-1.5615
2.819,-18.637,-1.5671
2.82,-18.646,-1.5728
2.821,-18.654,-1.5787
2.822,-18.662,-1.5844
2.823,-18.67,-1.59
2.824,-18.678,-1.5959
2.825,-18.686,-1.6016
2.826,-18.693,-1.6075
2.827,-18.701,-1.6135
2.828,-18.709,-1.6193
2.829,-18.716,-1.6248
2.83,-18.724,-1.6306
2.831,-18.731,-1.6367
2.832,-18.739,-1.6425
2.833,-18.746,-1.6484
2.834,-18.753,-1.6541
2.835,-18.76,-1.6599
2.836,-18.767,-1.6658
2.837,-18.774,-1.6717
2.838,-18.781,-1.6776
2.839,-18.788,-1.6836
2.84,-18.795,-1.6894
2.841,-18.801,-1.6954
2.842,-18.808,-1.7015
2.843,-18.814,-1.7072
2.844,-18.821,-1.7132
2.845,-18.827,-1.7193
2.846,-18.833,-1.7252
2.847,-18.84,-1.7313
2.848,-18.846,-1.7372
2.849,-18.852,-1.7433
2.85,-18.858,-1.7492
2.851,-18.864,-1.7551
2.852,-18.869,-1.7612
2.853,-18.875,-1.7673
2.854,-18.881,-1.7733
2.855,-18.886,-1.7793
2.856,-18.892,-1.7853
2.857,-18.897,-1.7912
2.858,-18.903,-1.7973
2.859,-18.908,-1.8034
2.86,-18.913,-1.8096
2.861,-18.918,-1.8158
2.862,-18.923,-1.8219
2.863,-18.928,-1.828
2.864,-18.933,-1.8339
2.865,-18.937,-1.84
2.866,-18.942,-1.8461
2.867,-18.947,-1.8523
2.868,-18.951,-1.8585
2.869,-18.955,-1.8647
2.87,-18.96,-1.8707
2.871,-18.964,-1.8769
2.872,-18.968,-1.8832
2.873,-18.972,-1.8891
2.874,-18.976,-1.8956
2.875,-18.98,-1.9015
2.876,-18.984,-1.9078
2.877,-18.987,-1.9139
2.878,-18.991,-1.9201
2.879,-18.994,-1.9264
2.88,-18.998,-1.9326
2.881,-19.001,-1.9389
2.882,-19.004,-1.9452
2.883,-19.007,-1.9513
2.884,-19.01,-1.9578
2.885,-19.013,-1.9641
2.886,-19.016,-1.9703
2.887,-19.019,-1.9765
2.888,-19.021,-1.9828
2.889,-19.024,-1.9889
2.89,-19.026,-1.9954
2.891,-19.029,-2.0016
2.892,-19.031,-2.0077
2.893,-19.033,-2.0142
2.894,-19.035,-2.0206
2.895,-19.037,-2.0268
2.896,-19.039,-2.0332
2.897,-19.041,-2.0394
2.898,-19.042,-2.0456
2.899,-19.044,-2.0519
2.9,-19.045,-2.0585
2.901,-19.047,-2.0646
2.902,-19.048,-2.071
2.903,-19.049,-2.0772
2.904,-19.05,-2.0837
2.905,-19.051,-2.09
2.906,-19.052,-2.0966
2.907,-19.053,-2.1029
2.908,-19.053,-2.1094
2.909,-19.054,-2.1154
2.91,-19.054,-2.1218
2.911,-19.054,-2.1284
2.912,-19.055,-2.1349
2.913,-19.055,-2.1412
2.914,-19.055,-2.1476
2.915,-19.055,-2.1539
2.916,-19.054,-2.1604
2.917,-19.054,-2.1668
2.918,-19.054,-2.1729
2.919,-19.053,-2.1796
2.92,-19.053,-2.1861
2.921,-19.052,-2.1922
2.922,-19.051,-2.1988
2.923,-19.05,-2.205
2.924,-19.049,-2.2115
2.925,-19.048,-2.218
2.926,-19.046,-2.2245
2.927,-19.045,-2.2309
2.928,-19.043,-2.2372
2.929,-19.042,-2.2436
2.93,-19.04,-2.2502
2.931,-19.038,-2.2567
2.932,-19.036,-2.2631
2.933,-19.034,-2.2694
2.934,-19.032,-2.276
2.935,-19.029,-2.2822
2.936,-19.027,-2.2887
2.937,-19.024,-2.2951
2.938,-19.022,-2.3015
2.939,-19.019,-2.308
2.94,-19.016,-2.3146
2.941,-19.013,-2.321
2.942,-19.01,-2.3272
2.943,-19.006,-2.3336
2.944,-19.003,-2.3401
2.945,-18.999,-2.3467
2.946,-18.996,-2.353
2.947,-18.992,-2.3595
2.948,-18.988,-2.3659
2.949,-18.984,-2.3723
2.95,-18.98,-2.3789
2.951,-18.976,-2.3852
2.952,-18.971,-2.3917
2.953,-18.967,-2.398
2.954,-18.962,-2.4046
2.955,-18.957,-2.4112
2.956,-18.952,-2.4176
2.957,-18.947,-2.4236
2.958,-18.942,-2.4301
2.959,-18.937,-2.4368
2.96,-18.932,-2.4432
2.961,-18.926,-2.4495
2.962,-18.92,-2.456
2.963,-18.915,-2.4623
2.964,-18.909,-2.4688
2.965,-18.903,-2.4751
2.966,-18.896,-2.4813
2.967,-18.89,-2.4877
2.968,-18.884,-2.4943
2.969,-18.877,-2.5005
2.97,-18.87,-2.507
2.971,-18.864,-2.5134
2.972,-18.857,-2.5198
2.973,-18.849,-2.526
2.974,-18.842,-2.5326
2.975,-18.835,-2.5386
2.976,-18.827,-2.5451
2.977,-18.82,-2.5515
2.978,-18.812,-2.5579
2.979,-18.804,-2.564
2.98,-18.796,-2.5706
2.981,-18.788,-2.5768
2.982,-18.78,-2.5831
2.983,-18.771,-2.5892
2.984,-18.762,-2.5958
2.985,-18.754,-2.6021
2.986,-18.745,-2.6082
2.987,-18.736,-2.6146
2.988,-18.727,-2.6208
2.989,-18.717,-2.6273
2.99,-18.708,-2.6332
2.991,-18.698,-2.6394
2.992,-18.689,-2.6457
2.993,-18.679,-2.6522
2.994,-18.669,-2.6583
2.995,-18.659,-2.6644
2.996,-18.648,-2.6707
2.997,-18.638,-2.6768
2.998,-18.627,-2.6832
2.999,-18.617,-2.6892
3,-18.606,-2.6953
3.001,-18.595,-2.7013
3.002,-18.584,-2.7076
3.003,-18.572,-2.7137
3.004,-18.561,-2.7197
3.005,-18.549,-2.726
3.006,-18.538,-2.7322
3.007,-18.526,-2.7382
3.008,-18.514,-2.7443
3.009,-18.502,-2.7501
3.01,-18.489,-2.7564
3.011,-18.477,-2.7622
3.012,-18.464,-2.7682
3.013,-18.452,-2.7745
3.014,-18.439,-2.7805
3.015,-18.426,-2.7866
3.016,-18.412,-2.7922
3.017,-18.399,-2.7984
3.018,-18.385,-2.8041
3.019,-18.372,-2.8104
3.02,-18.358,-2.8161
3.021,-18.344,-2.8218
3.022,-18.33,-2.8278
3.023,-18.316,-2.8338
3.024,-18.301,-2.8394
3.025,-18.287,-2.8456
3.026,-18.272,-2.8513
3.027,-18.257,-2.8568
3.028,-18.242,-2.8626
3.029,-18.227,-2.8684
3.03,-18.212,-2.8742
3.031,-18.196,-2.8799
3.032,-18.18,-2.8858
3.033,-18.165,-2.8913
3.034,-18.149,-2.8972
3.035,-18.133,-2.9029
3.036,-18.116,-2.9083
3.037,-18.1,-2.914
3.038,-18.083,-2.9195
3.039,-18.067,-2.9253
3.04,-18.05,-2.9308
3.041,-18.033,-2.9362
3.042,-18.016,-2.9417
3.043,-17.998,-2.9475
3.044,-17.981,-2.9527
3.045,-17.963,-2.9582
3.046,-17.945,-2.9636
3.047,-17.927,-2.9692
3.048,-17.909,-2.9746
3.049,-17.891,-2.9799
3.05,-17.872,-2.9852
3.051,-17.854,-2.9906
3.052,-17.835,-2.996
3.053,-17.816,-3.0013
3.054,-17.797,-3.0066
3.055,-17.778,-3.0116
3.056,-17.758,-3.0169
3.057,-17.739,-3.0219
3.058,-17.719,-3.0272
3.059,-17.699,-3.0324
3.06,-17.679,-3.0375
3.061,-17.659,-3.0427
3.062,-17.639,-3.0474
3.063,-17.618,-3.0525
3.064,-17.597,-3.0578
3.065,-17.577,-3.0627
3.066,-17.556,-3.0677
3.067,-17.535,-3.0724
3.068,-17.513,-3.0773
3.069,-17.492,-3.0825
3.07,-17.47,-3.0872
3.071,-17.448,-3.0918
3.072,-17.426,-3.0969
3.073,-17.404,-3.1016
3.074,-17.382,-3.1063
3.075,-17.36,-3.111
3.076,-17.337,-3.1154
3.077,-17.314,-3.1203
3.078,-17.291,-3.1249
3.079,-17.268,-3.1295
3.08,-17.245,-3.134
3.081,-17.222,-3.1382
3.082,-17.198,-3.1429
3.083,-17.175,-3.1471
3.084,-17.151,-3.1516
3.085,-17.127,-3.1561
3.086,-17.103,-3.1605
3.087,-17.078,-3.1646
3.088,-17.054,-3.1691
3.089,-17.029,-3.1735
3.09,-17.004,-3.1774
3.091,-16.979,-3.1817
3.092,-16.954,-3.186
3.093,-16.929,-3.1897
3.094,-16.904,-3.1938
3.095,-16.878,-3.1982
3.096,-16.852,-3.2018
3.097,-16.826,-3.2061
3.098,-16.8,-3.2101
3.099,-16.774,-3.2139
3.1,-16.748,-3.2178
3.101,-16.721,-3.2212
3.102,-16.695,-3.2252
3.103,-16.668,-3.2289
3.104,-16.641,-3.2325
3.105,-16.614,-3.2365
3.106,-16.587,-3.24
3.107,-16.559,-3.2433
3.108,-16.532,-3.2468
3.109,-16.504,-3.2506
3.11,-16.476,-3.2538
3.111,-16.448,-3.2572
3.112,-16.42,-3.2606
3.113,-16.391,-3.2642
3.114,-16.363,-3.2671
3.115,-16.334,-3.2707
3.116,-16.305,-3.2738
3.117,-16.276,-3.2767
3.118,-16.247,-3.2799
3.119,-16.218,-3.2833
3.12,-16.189,-3.2861
3.121,-16.159,-3.2892
3.122,-16.129,-3.292
3.123,-16.1,-3.2948
3.124,-16.07,-3.2979
3.125,-16.04,-3.3004
3.126,-16.009,-3.3032
3.127,-15.979,-3.3062
3.128,-15.948,-3.3086
3.129,-15.918,-3.3115
3.13,-15.887,-3.3137
3.131,-15.856,-3.3163
3.132,-15.825,-3.319
3.133,-15.793,-3.3215
3.134,-15.762,-3.3237
3.135,-15.73,-3.3261
3.136,-15.699,-3.3281
3.137,-15.667,-3.3303
3.138,-15.635,-3.3326
3.139,-15.603,-3.3345
3.14,-15.571,-3.3367
3.141,-15.538,-3.3386
3.142,-15.506,-3.3408
3.143,-15.473,-3.3428
3.144,-15.44,-3.3445
3.145,-15.407,-3.3465
3.146,-15.374,-3.3483
3.147,-15.341,-3.3498
3.148,-15.308,-3.3512
3.149,-15.275,-3.3529
3.15,-15.241,-3.3546
3.151,-15.207,-3.3562
3.152,-15.173,-3.3574
3.153,-15.14,-3.359
3.154,-15.105,-3.36
3.155,-15.071,-3.3617
3.156,-15.037,-3.3629
3.157,-15.003,-3.3638
3.158,-14.968,-3.3648
3.159,-14.933,-3.3662
3.16,-14.898,-3.367
3.161,-14.864,-3.368
3.162,-14.828,-3.3686
3.163,-14.793,-3.3696
3.164,-14.758,-3.3701
3.165,-14.723,-3.3712
3.166,-14.687,-3.3717
3.167,-14.652,-3.3721
3.168,-14.616,-3.3725
3.169,-14.58,-3.3732
3.17,-14.544,-3.3734
3.171,-14.508,-3.374
3.172,-14.472,-3.3742
3.173,-14.435,-3.3743
3.174,-14.399,-3.3747
3.175,-14.363,-3.3744
3.176,-14.326,-3.3744
3.177,-14.289,-3.3743
3.178,-14.252,-3.3743
3.179,-14.216,-3.3741
3.18,-14.179,-3.374
3.181,-14.141,-3.3737
3.182,-14.104,-3.3735
3.183,-14.067,-3.3731
3.184,-14.03,-3.3725
3.185,-13.992,-3.3718
3.186,-13.955,-3.3712
3.187,-13.917,-3.3704
3.188,-13.879,-3.3697
3.189,-13.841,-3.3689
3.19,-13.803,-3.368
3.191,-13.765,-3.367
3.192,-13.727,-3.3663
3.193,-13.689,-3.3649
3.194,-13.651,-3.3639
3.195,-13.612,-3.3627
3.196,-13.574,-3.3616
3.197,-13.535,-3.3602
3.198,-13.497,-3.3585
3.199,-13.458,-3.3571
3.2,-13.419,-3.3555
