# Time (s),Vertical acceleration (m/s²),Pitch rate (rad/s)
3.201,-13.381,-3.354
3.202,-13.342,-3.3522
3.203,-13.303,-3.3502
3.204,-13.264,-3.3486
3.205,-13.225,-3.3466
3.206,-13.185,-3.3445
3.207,-13.146,-3.3426
3.208,-13.107,-3.3407
3.209,-13.067,-3.3381
3.21,-13.028,-3.3358
3.211,-12.989,-3.3336
3.212,-12.949,-3.3311
3.213,-12.909,-3.3286
3.214,-12.87,-3.326
3.215,-12.83,-3.3235
3.216,-12.79,-3.3208
3.217,-12.75,-3.318
3.218,-12.711,-3.3154
3.219,-12.671,-3.3122
3.22,-12.631,-3.3094
3.221,-12.591,-3.306
3.222,-12.551,-3.3029
3.223,-12.511,-3.2997
3.224,-12.47,-3.2966
3.225,-12.43,-3.293
3.226,-12.39,-3.2896
3.227,-12.35,-3.2864
3.228,-12.31,-3.2827
3.229,-12.269,-3.279
3.23,-12.229,-3.2752
3.231,-12.189,-3.2711
3.232,-12.148,-3.2672
3.233,-12.108,-3.2635
3.234,-12.067,-3.2593
3.235,-12.027,-3.255
3.236,-11.986,-3.2512
3.237,-11.946,-3.2465
3.238,-11.905,-3.2423
3.239,-11.865,-3.2378
3.24,-11.824,-3.2335
3.241,-11.784,-3.2286
3.242,-11.743,-3.2238
3.243,-11.702,-3.219
3.244,-11.662,-3.2143
3.245,-11.621,-3.2093
3.246,-11.581,-3.2044
3.247,-11.54,-3.1993
3.248,-11.499,-3.1943
3.249,-11.459,-3.1889
3.25,-11.418,-3.1836
3.251,-11.377,-3.1782
3.252,-11.337,-3.1728
3.253,-11.296,-3.1674
3.254,-11.256,-3.1615
3.255,-11.215,-3.1558
3.256,-11.174,-3.1503
3.257,-11.134,-3.1444
3.258,-11.093,-3.1383
3.259,-11.053,-3.1322
3.26,-11.012,-3.1263
3.261,-10.972,-3.1199
3.262,-10.931,-3.1137
3.263,-10.891,-3.1073
3.264,-10.85,-3.1007
3.265,-10.81,-3.0945
3.266,-10.769,-3.0877
3.267,-10.729,-3.0812
3.268,-10.689,-3.0741
3.269,-10.648,-3.0677
3.27,-10.608,-3.0606
3.271,-10.568,-3.0537
3.272,-10.528,-3.0466
3.273,-10.488,-3.0394
3.274,-10.447,-3.0322
3.275,-10.407,-3.0247
3.276,-10.367,-3.0173
3.277,-10.327,-3.0098
3.278,-10.287,-3.0021
3.279,-10.248,-2.9946
3.28,-10.208,-2.9869
3.281,-10.168,-2.979
3.282,-10.128,-2.9713
3.283,-10.089,-2.9633
3.284,-10.049,-2.9551
3.285,-10.009,-2.947
3.286,-9.9698,-2.9388
3.287,-9.9304,-2.9303
3.288,-9.891,-2.9219
3.289,-9.8517,-2.9134
3.29,-9.8125,-2.9049
3.291,-9.7733,-2.8962
3.292,-9.7342,-2.8878
3.293,-9.6951,-2.879
3.294,-9.6562,-2.8702
3.295,-9.6173,-2.8612
3.296,-9.5784,-2.8521
3.297,-9.5397,-2.8431
3.298,-9.501,-2.8338
3.299,-9.4625,-2.8245
3.3,-9.424,-2.8149
3.301,-9.3855,-2.8056
3.302,-9.3472,-2.796
3.303,-9.309,-2.7864
3.304,-9.2708,-2.7769
3.305,-9.2327,-2.767
3.306,-9.1947,-2.7571
3.307,-9.1568,-2.7472
3.308,-9.119,-2.7373
3.309,-9.0813,-2.727
3.31,-9.0437,-2.717
3.311,-9.0061,-2.7066
3.312,-8.9685,-2.6952
3.313,-8.931,-2.6837
3.314,-8.8937,-2.6723
3.315,-8.8564,-2.6607
3.316,-8.8192,-2.6488
3.317,-8.7822,-2.6371
3.318,-8.7452,-2.6251
3.319,-8.7084,-2.6134
3.32,-8.6716,-2.6012
3.321,-8.635,-2.5892
3.322,-8.5985,-2.5771
3.323,-8.5621,-2.5647
3.324,-8.5258,-2.5523
3.325,-8.4897,-2.5402
3.326,-8.4536,-2.5276
3.327,-8.4177,-2.5149
3.328,-8.3819,-2.5025
3.329,-8.3462,-2.4898
3.33,-8.3107,-2.4769
3.331,-8.2752,-2.4643
3.332,-8.2399,-2.4513
3.333,-8.2048,-2.4381
3.334,-8.1697,-2.4252
3.335,-8.1348,-2.4121
3.336,-8.1,-2.399
3.337,-8.0653,-2.3853
3.338,-8.0308,-2.372
3.339,-7.9964,-2.3586
3.34,-7.9622,-2.3454
3.341,-7.928,-2.3315
3.342,-7.894,-2.318
3.343,-7.8602,-2.3045
3.344,-7.8265,-2.2907
3.345,-7.7929,-2.2766
3.346,-7.7595,-2.2625
3.347,-7.7262,-2.2488
3.348,-7.693,-2.2345
3.349,-7.66,-2.2205
3.35,-7.6272,-2.2063
3.351,-7.5944,-2.1921
3.352,-7.5619,-2.1778
3.353,-7.5294,-2.1635
3.354,-7.4971,-2.149
3.355,-7.465,-2.1344
3.356,-7.433,-2.1196
3.357,-7.4012,-2.1051
3.358,-7.3695,-2.0905
3.359,-7.3379,-2.0753
3.36,-7.3065,-2.0606
3.361,-7.2753,-2.0455
3.362,-7.2442,-2.0308
3.363,-7.2133,-2.0157
3.364,-7.1825,-2.0007
3.365,-7.1519,-1.9854
3.366,-7.1214,-1.9703
3.367,-7.0911,-1.9547
3.368,-7.0609,-1.9393
3.369,-7.0309,-1.9238
3.37,-7.001,-1.9082
3.371,-6.9713,-1.8929
3.372,-6.9418,-1.8772
3.373,-6.9124,-1.8614
3.374,-6.8832,-1.8456
3.375,-6.8541,-1.8301
3.376,-6.8252,-1.8144
3.377,-6.7965,-1.7983
3.378,-6.7679,-1.7821
3.379,-6.7395,-1.766
3.38,-6.7112,-1.75
3.381,-6.6831,-1.7338
3.382,-6.6551,-1.718
3.383,-6.6273,-1.7016
3.384,-6.5997,-1.6851
3.385,-6.5723,-1.6689
3.386,-6.5449,-1.6522
3.387,-6.5178,-1.6361
3.388,-6.4908,-1.6192
3.389,-6.464,-1.6026
3.39,-6.4373,-1.5862
3.391,-6.4108,-1.5693
3.392,-6.3845,-1.5525
3.393,-6.3583,-1.5359
3.394,-6.3323,-1.519
3.395,-6.3065,-1.5022
3.396,-6.2808,-1.4853
3.397,-6.2553,-1.4682
3.398,-6.2299,-1.4511
3.399,-6.2047,-1.4339
3.4,-6.1796,-1.4168
3.401,-6.1548,-1.3997
3.402,-6.13,-1.3822
3.403,-6.1055,-1.3649
3.404,-6.0811,-1.3476
3.405,-6.0568,-1.3305
3.406,-6.0328,-1.3126
3.407,-6.0088,-1.2955
3.408,-5.9851,-1.278
3.409,-5.9615,-1.2602
3.41,-5.938,-1.2424
3.411,-5.9148,-1.2252
3.412,-5.8916,-1.2072
3.413,-5.8687,-1.1895
3.414,-5.8459,-1.1717
3.415,-5.8232,-1.1541
3.416,-5.8007,-1.1358
3.417,-5.7784,-1.1183
3.418,-5.7562,-1.1002
3.419,-5.7342,-1.0821
3.42,-5.7123,-1.0639
3.421,-5.6906,-1.0462
3.422,-5.669,-1.0279
3.423,-5.6476,-1.0098
3.424,-5.6264,-0.99167
3.425,-5.6053,-0.97322
3.426,-5.5843,-0.95514
3.427,-5.5635,-0.9369
3.428,-5.5429,-0.9185
3.429,-5.5224,-0.90038
3.43,-5.502,-0.88191
3.431,-5.4819,-0.86335
3.432,-5.4618,-0.84503
3.433,-5.4419,-0.82641
3.434,-5.4221,-0.80796
3.435,-5.4025,-0.78939
3.436,-5.3831,-0.77073
3.437,-5.3638,-0.75222
3.438,-5.3446,-0.73317
3.439,-5.3255,-0.71494
3.44,-5.3067,-0.69576
3.441,-5.2879,-0.67723
3.442,-5.2693,-0.65849
3.443,-5.2508,-0.63955
3.444,-5.2325,-0.62066
3.445,-5.2143,-0.6019
3.446,-5.1962,-0.583
3.447,-5.1783,-0.56412
3.448,-5.1605,-0.54553
3.449,-5.1429,-0.52626
3.45,-5.1254,-0.50759
3.451,-5.108,-0.4886
3.452,-5.0907,-0.46954
3.453,-5.0736,-0.45019
3.454,-5.0566,-0.43125
3.455,-5.0398,-0.412
3.456,-5.023,-0.39321
3.457,-5.0064,-0.37415
3.458,-4.9899,-0.355
3.459,-4.9736,-0.33576
3.46,-4.9574,-0.31624
3.461,-4.9412,-0.2973
3.462,-4.9252,-0.27796
3.463,-4.9094,-0.2586
3.464,-4.8936,-0.23955
3.465,-4.878,-0.22039
3.466,-4.8625,-0.20104
3.467,-4.8471,-0.18155
3.468,-4.8318,-0.16238
3.469,-4.8166,-0.14317
3.47,-4.8016,-0.1237
3.471,-4.7866,-0.10458
3.472,-4.7718,-0.085036
3.473,-4.757,-0.065584
3.474,-4.7424,-0.046455
3.475,-4.7279,-0.027008
3.476,-4.7135,-0.0077273
3.477,-4.6992,0.011704
3.478,-4.685,0.031148
3.479,-4.6709,0.050835
3.48,-4.6569,0.070338
3.481,-4.643,0.089731
3.482,-4.6292,0.10926
3.483,-4.6155,0.12837
3.484,-4.6019,0.14802
3.485,-4.5884,0.16752
3.486,-4.575,0.18706
3.487,-4.5616,0.20625
3.488,-4.5484,0.22577
3.489,-4.5352,0.24529
3.49,-4.5222,0.26465
3.491,-4.5092,0.28446
3.492,-4.4963,0.30398
3.493,-4.4835,0.32338
3.494,-4.4708,0.34265
3.495,-4.4582,0.36211
3.496,-4.4456,0.38183
3.497,-4.4331,0.4013
3.498,-4.4207,0.4209
3.499,-4.4084,0.44017
3.5,-4.3962,0.45977
3.501,-4.384,0.47941
3.502,-4.3719,0.49879
3.503,-4.3599,0.51805
3.504,-4.3479,0.53769
3.505,-4.3361,0.55717
3.506,-4.3242,0.57664
3.507,-4.3125,0.59612
3.508,-4.3008,0.61518
3.509,-4.2892,0.63507
3.51,-4.2776,0.65436
3.511,-4.2662,0.67351
3.512,-4.2547,0.69285
3.513,-4.2434,0.71267
3.514,-4.232,0.73207
3.515,-4.2208,0.75138
3.516,-4.2096,0.77041
3.517,-4.1984,0.78979
3.518,-4.1873,0.80945
3.519,-4.1763,0.82849
3.52,-4.1653,0.84777
3.521,-4.1544,0.86721
3.522,-4.1435,0.8867
3.523,-4.1326,0.90569
3.524,-4.1218,0.92478
3.525,-4.1111,0.94418
3.526,-4.1004,0.96356
3.527,-4.0897,0.98272
3.528,-4.0791,1.0016
3.529,-4.0685,1.0209
3.53,-4.058,1.0401
3.531,-4.0474,1.0591
3.532,-4.037,1.0784
3.533,-4.0265,1.0973
3.534,-4.0161,1.1168
3.535,-4.0058,1.1354
3.536,-3.9954,1.1545
3.537,-3.9851,1.1735
3.538,-3.9749,1.1929
3.539,-3.9646,1.2116
3.54,-3.9544,1.2304
3.541,-3.9442,1.2497
3.542,-3.934,1.2685
3.543,-3.9239,1.2873
3.544,-3.9138,1.3062
3.545,-3.9037,1.3248
3.546,-3.8936,1.3438
3.547,-3.8836,1.3623
3.548,-3.8735,1.3811
3.549,-3.8635,1.3999
3.55,-3.8535,1.4187
3.551,-3.8435,1.4372
3.552,-3.8336,1.4557
3.553,-3.8236,1.4746
3.554,-3.8137,1.493
3.555,-3.8038,1.5113
3.556,-3.7939,1.5298
3.557,-3.784,1.5487
3.558,-3.7741,1.567
3.559,-3.7642,1.5853
3.56,-3.7543,1.6035
3.561,-3.7445,1.6219
3.562,-3.7346,1.6403
3.563,-3.7248,1.6587
3.564,-3.7149,1.6769
3.565,-3.7051,1.6949
3.566,-3.6953,1.713
3.567,-3.6854,1.7312
3.568,-3.6756,1.7494
3.569,-3.6658,1.7677
3.57,-3.6559,1.7856
3.571,-3.6461,1.8033
3.572,-3.6363,1.8215
3.573,-3.6265,1.8395
3.574,-3.6166,1.8574
3.575,-3.6068,1.8752
3.576,-3.597,1.8927
3.577,-3.5871,1.9104
3.578,-3.5773,1.9283
3.579,-3.5674,1.946
3.58,-3.5576,1.9636
3.581,-3.5477,1.9811
3.582,-3.5379,1.9988
3.583,-3.528,2.0161
3.584,-3.5181,2.0337
3.585,-3.5082,2.0513
3.586,-3.4983,2.0688
3.587,-3.4884,2.086
3.588,-3.4785,2.103
3.589,-3.4686,2.1204
3.59,-3.4586,2.1376
3.591,-3.4487,2.1549
3.592,-3.4387,2.172
3.593,-3.4288,2.189
3.594,-3.4188,2.2059
3.595,-3.4088,2.223
3.596,-3.3988,2.2396
3.597,-3.3888,2.2567
3.598,-3.3788,2.2733
3.599,-3.3687,2.2902
3.6,-3.3587,2.3069
3.601,-3.3486,2.3237
3.602,-3.3385,2.3403
3.603,-3.3284,2.3569
3.604,-3.3183,2.3736
3.605,-3.3082,2.39
3.606,-3.298,2.4061
3.607,-3.2879,2.4229
3.608,-3.2777,2.4388
3.609,-3.2675,2.4554
3.61,-3.2573,2.4715
3.611,-3.2471,2.4877
3.612,-3.2369,2.5038
3.613,-3.2267,2.5198
3.614,-3.2164,2.5359
3.615,-3.2061,2.5518
3.616,-3.1959,2.5677
3.617,-3.1856,2.5835
3.618,-3.1752,2.5995
3.619,-3.1649,2.615
3.62,-3.1546,2.6307
3.621,-3.1442,2.6461
3.622,-3.1338,2.6619
3.623,-3.1234,2.6775
3.624,-3.113,2.6926
3.625,-3.1026,2.7081
3.626,-3.0922,2.7237
3.627,-3.0818,2.7387
3.628,-3.0713,2.7541
3.629,-3.0608,2.7694
3.63,-3.0504,2.751
3.631,-3.0399,2.6916
3.632,-3.0294,2.6325
3.633,-3.0188,2.5736
3.634,-3.0083,2.5155
3.635,-2.9978,2.4582
3.636,-2.9872,2.4012
3.637,-2.9766,2.3452
3.638,-2.9661,2.2891
3.639,-2.9555,2.2342
3.64,-2.9449,2.1791
3.641,-2.9343,2.1252
3.642,-2.9236,2.072
3.643,-2.913,2.0189
3.644,-2.9024,1.9667
3.645,-2.8917,1.9148
3.646,-2.8811,1.8638
3.647,-2.8704,1.8131
3.648,-2.8597,1.7632
3.649,-2.849,1.714
3.65,-2.8383,1.6652
3.651,-2.8276,1.6168
3.652,-2.8169,1.5692
3.653,-2.8062,1.5222
3.654,-2.7955,1.4761
3.655,-2.7847,1.4302
3.656,-2.774,1.3851
3.657,-2.7633,1.3406
3.658,-2.7526,1.2964
3.659,-2.7419,1.2533
3.66,-2.7312,1.2105
3.661,-2.7205,1.1684
3.662,-2.7098,1.127
3.663,-2.6992,1.0857
3.664,-2.6885,1.0456
3.665,-2.6779,1.0061
3.666,-2.6673,0.96717
3.667,-2.6566,0.92872
3.668,-2.646,0.89075
3.669,-2.6354,0.85351
3.67,-2.6248,0.81728
3.671,-2.6142,0.78117
3.672,-2.6037,0.74583
3.673,-2.5931,0.71137
3.674,-2.5825,0.67755
3.675,-2.572,0.64427
3.676,-2.5614,0.61168
3.677,-2.5509,0.57969
3.678,-2.5403,0.54806
3.679,-2.5298,0.51739
3.68,-2.5193,0.48762
3.681,-2.5088,0.45805
3.682,-2.4983,0.42912
3.683,-2.4846,0.40147
3.684,-2.4675,0.3742
3.685,-2.4504,0.34796
3.686,-2.4332,0.3224
3.687,-2.416,0.29733
3.688,-2.3988,0.27308
3.689,-2.3815,0.24925
3.69,-2.3643,0.22632
3.691,-2.3469,0.2038
3.692,-2.3296,0.18204
3.693,-2.3122,0.16085
3.694,-2.2948,0.14042
3.695,-2.2774,0.12032
3.696,-2.26,0.10118
3.697,-2.2425,0.082415
3.698,-2.225,0.064627
3.699,-2.2074,0.047144
3.7,-2.1899,0.031026
3.701,-2.1723,0.014929
3.702,-2.1546,-2.9417e-4
3.703,-2.137,-0.015002
3.704,-2.1193,-0.028503
3.705,-2.1016,-0.041758
3.706,-2.0839,-0.054054
3.707,-2.0661,-0.066006
3.708,-2.0483,-0.076655
3.709,-2.0305,-0.087283
3.71,-2.0126,-0.096508
3.711,-1.9948,-0.10543
3.712,-1.9769,-0.11367
3.713,-1.959,-0.12098
3.714,-1.941,-0.12772
3.715,-1.923,-0.13386
3.716,-1.905,-0.13904
3.717,-1.887,-0.14344
3.718,-1.8689,-0.14691
3.719,-1.8509,-0.1503
3.72,-1.8328,-0.15217
3.721,-1.8146,-0.15403
3.722,-1.7965,-0.15473
3.723,-1.7783,-0.15468
3.724,-1.7601,-0.15376
3.725,-1.7419,-0.15218
3.726,-1.7236,-0.14999
3.727,-1.7054,-0.14698
3.728,-1.6871,-0.14284
3.729,-1.6688,-0.13813
3.73,-1.6504,-0.13267
3.731,-1.6321,-0.12658
3.732,-1.6137,-0.11984
3.733,-1.5953,-0.11197
3.734,-1.5769,-0.10337
3.735,-1.5584,-0.094067
3.736,-1.5399,-0.084348
3.737,-1.5215,-0.07319
3.738,-1.5029,-0.061624
3.739,-1.4844,-0.049367
3.74,-1.4659,-0.03604
3.741,-1.4473,-0.021932
3.742,-1.4287,-0.007086
3.743,-1.4101,0.013494
3.744,-1.3916,0.038705
3.745,-1.3732,0.06507
3.746,-1.3548,0.092746
3.747,-1.3365,0.12117
3.748,-1.3183,0.15025
3.749,-1.3002,0.18021
3.75,-1.2822,0.2112
3.751,-1.2642,0.24297
3.752,-1.2463,0.27596
3.753,-1.2285,0.30976
3.754,-1.2108,0.34421
3.755,-1.1932,0.3797
3.756,-1.1756,0.4163
3.757,-1.1581,0.45347
3.758,-1.1407,0.49212
3.759,-1.1234,0.53132
3.76,-1.1062,0.57139
3.761,-1.089,0.61201
3.762,-1.0719,0.65389
3.763,-1.0549,0.69688
3.764,-1.038,0.74022
3.765,-1.0211,0.78457
3.766,-1.0044,0.83044
3.767,-0.98768,0.87623
3.768,-0.97107,0.92375
3.769,-0.95454,0.97184
3.77,-0.9381,1.0205
3.771,-0.92173,1.0702
3.772,-0.90545,1.121
3.773,-0.88924,1.1723
3.774,-0.87311,1.2249
3.775,-0.85707,1.2782
3.776,-0.8411,1.3321
3.777,-0.82522,1.3866
3.778,-0.80942,1.4424
3.779,-0.79369,1.4988
3.78,-0.77805,1.5562
3.781,-0.76249,1.6147
3.782,-0.74701,1.6738
3.783,-0.73161,1.7332
3.784,-0.71629,1.7943
3.785,-0.70105,1.8556
3.786,-0.6859,1.9176
3.787,-0.67082,1.9805
3.788,-0.65583,2.0447
3.789,-0.64092,2.1092
3.79,-0.62609,2.1745
3.791,-0.61473,2.2403
3.792,-0.60714,2.3086
3.793,-0.59966,2.3777
3.794,-0.59227,2.4471
3.795,-0.58497,2.5178
3.796,-0.57776,2.5894
3.797,-0.57064,2.6617
3.798,-0.56362,2.7348
3.799,-0.55669,2.8089
3.8,-0.54985,2.8836
3.801,-0.54311,2.959
3.802,-0.53645,3.0357
3.803,-0.52989,3.1128
3.804,-0.52341,3.1905
3.805,-0.51703,3.2693
3.806,-0.51074,3.3488
3.807,-0.50454,3.4291
3.808,-0.49843,3.5102
3.809,-0.49241,3.5918
3.81,-0.48648,3.6746
3.811,-0.48064,3.7577
3.812,-0.47489,3.8418
3.813,-0.46924,3.9266
3.814,-0.46367,4.0119
3.815,-0.45819,4.0978
3.816,-0.45279,4.1847
3.817,-0.44749,4.2724
3.818,-0.44228,4.3609
3.819,-0.43715,4.4499
3.82,-0.43212,4.5394
3.821,-0.42717,4.6297
3.822,-0.42231,4.7208
3.823,-0.41754,4.8125
3.824,-0.41286,4.9049
3.825,-0.40826,4.9977
3.826,-0.40375,5.0914
3.827,-0.39933,5.1853
3.828,-0.39497,5.2801
3.829,-0.39068,5.3757
3.83,-0.38644,5.4715
3.831,-0.38226,5.5681
3.832,-0.37813,5.6656
3.833,-0.37406,5.7631
3.834,-0.37005,5.8615
3.835,-0.36608,5.9605
3.836,-0.36217,6.0596
3.837,-0.35831,6.1595
3.838,-0.35449,6.2602
3.839,-0.35072,6.3613
3.84,-0.347,6.4624
3.841,-0.34332,6.5644
3.842,-0.33968,6.5799
3.843,-0.33608,6.5872
3.844,-0.33253,6.5946
3.845,-0.32901,6.6025
3.846,-0.32553,6.6097
3.847,-0.32209,6.6173
3.848,-0.31868,6.625
3.849,-0.31531,6.6324
3.85,-0.31196,6.6398
3.851,-0.30865,6.6469
3.852,-0.30537,6.6544
3.853,-0.30212,6.662
3.854,-0.2989,6.6693
3.855,-0.2957,6.6764
3.856,-0.29253,6.6838
3.857,-0.28938,6.6912
3.858,-0.28626,6.6985
3.859,-0.28316,6.7056
3.86,-0.28008,6.7126
3.861,-0.27702,6.72
3.862,-0.27398,6.7269
3.863,-0.27096,6.7344
3.864,-0.26796,6.7413
3.865,-0.26497,6.7486
3.866,-0.262,6.7554
3.867,-0.25904,6.7624
3.868,-0.2561,6.7697
3.869,-0.25317,6.7767
3.87,-0.25025,6.7837
3.871,-0.24735,6.7906
3.872,-0.24445,6.7974
3.873,-0.24156,6.8044
3.874,-0.23869,6.8113
3.875,-0.23582,6.8179
3.876,-0.23296,6.825
3.877,-0.2301,6.8315
3.878,-0.22726,6.8383
3.879,-0.22441,6.8452
3.88,-0.22158,6.8521
3.881,-0.21874,6.8586
3.882,-0.21591,6.8654
3.883,-0.21308,6.872
3.884,-0.21026,6.8784
3.885,-0.20743,6.8851
3.886,-0.20461,6.8916
3.887,-0.20179,6.8979
3.888,-0.19897,6.9043
3.889,-0.19614,6.9107
3.89,-0.19332,6.9173
3.891,-0.19049,6.9237
3.892,-0.18767,6.93
3.893,-0.18484,6.9363
3.894,-0.182,6.9425
3.895,-0.17917,6.9489
3.896,-0.17633,6.955
3.897,-0.17348,6.9612
3.898,-0.17064,6.967
3.899,-0.16778,6.9736
3.9,-0.16492,6.9797
3.901,-0.16206,6.9854
3.902,-0.15919,6.9917
3.903,-0.15631,6.9973
3.904,-0.15343,7.0034
3.905,-0.15054,7.0093
3.906,-0.14764,7.0152
3.907,-0.14474,7.0211
3.908,-0.14182,7.027
3.909,-0.1389,7.0326
3.91,-0.13598,7.0381
3.911,-0.13304,7.044
3.912,-0.13009,7.0495
3.913,-0.12714,7.055
3.914,-0.12418,7.0609
3.915,-0.1212,7.0662
3.916,-0.11822,7.0719
3.917,-0.11523,7.0776
3.918,-0.11223,7.0828
3.919,-0.10922,7.0884
3.92,-0.1062,7.0939
3.921,-0.10317,7.0989
3.922,-0.10013,7.1044
3.923,-0.097084,7.1097
3.924,-0.094024,7.1148
3.925,-0.090954,7.1202
3.926,-0.087874,7.1253
3.927,-0.084784,7.1303
3.928,-0.081684,7.1353
3.929,-0.078573,7.1402
3.93,-0.075452,7.1454
3.931,-0.072321,7.1502
3.932,-0.069179,7.1555
3.933,-0.066027,7.1603
3.934,-0.062864,7.1651
3.935,-0.059692,7.1697
3.936,-0.056509,7.1747
3.937,-0.053316,7.1794
3.938,-0.050113,7.1843
3.939,-0.0469,7.1886
3.94,-0.043677,7.1931
3.941,-0.040444,7.1978
3.942,-0.037201,7.2025
3.943,-0.033949,7.2071
3.944,-0.030686,7.2116
3.945,-0.027415,7.216
3.946,-0.024133,7.2205
3.947,-0.020843,7.2249
3.948,-0.017543,7.2291
3.949,-0.014234,7.2335
3.95,-0.010917,7.2377
3.951,-0.00759,7.242
3.952,-0.0042548,7.2461
3.953,-9.1116e-4,7.2499
3.954,0.0024409,7.2544
3.955,0.0058011,7.2585
3.956,0.0091694,7.2623
3.957,0.012546,7.2661
3.958,0.015929,7.2701
3.959,0.019321,7.2744
3.96,0.022719,7.278
3.961,0.026125,7.2819
3.962,0.029538,7.2859
3.963,0.032957,7.2893
3.964,0.036383,7.2931
3.965,0.039816,7.2971
3.966,0.043254,7.3005
3.967,0.046699,7.3043
3.968,0.050149,7.308
3.969,0.053605,7.3116
3.97,0.057066,7.3151
3.971,0.060532,7.3186
3.972,0.064003,7.3216
3.973,0.067478,7.3253
3.974,0.070958,7.3284
3.975,0.074443,7.3319
3.976,0.077931,7.3351
3.977,0.081422,7.3387
3.978,0.084918,7.3419
3.979,0.088416,7.3446
3.98,0.091918,7.3478
3.981,0.095422,7.3512
3.982,0.098929,7.354
3.983,0.10244,7.357
3.984,0.10595,7.3601
3.985,0.10946,7.3634
3.986,0.11298,7.366
3.987,0.11649,7.3689
3.988,0.12001,7.3721
3.989,0.12353,7.3745
3.99,0.12705,7.3775
3.991,0.13056,7.3805
3.992,0.13408,7.3831
3.993,0.1376,7.3854
3.994,0.14112,7.3885
3.995,0.14464,7.3908
3.996,0.14815,7.3935
3.997,0.15167,7.3962
3.998,0.15518,7.3987
3.999,0.15869,7.4013
4,0.1622,7.4038
4.001,0.16571,7.4057
4.002,0.16922,7.4084
4.003,0.17272,7.4108
4.004,0.17622,7.4132
4.005,0.17971,7.4152
4.006,0.18321,7.4178
4.007,0.1867,7.4198
4.008,0.19018,7.4219
4.009,0.19366,7.4242
4.01,0.19714,7.4264
4.011,0.20061,7.4285
4.012,0.20408,7.4303
4.013,0.20754,7.4326
4.014,0.211,7.4345
4.015,0.21445,7.4364
4.016,0.2179,7.4384
4.017,0.22134,7.4401
4.018,0.22477,7.4421
4.019,0.2282,7.4441
4.02,0.23162,7.446
4.021,0.23503,7.4477
4.022,0.23844,7.4491
4.023,0.24184,7.451
4.024,0.24523,7.4529
4.025,0.24862,7.4544
4.026,0.25199,7.4562
4.027,0.25536,7.4576
4.028,0.25872,7.4592
4.029,0.26207,7.4608
4.03,0.26541,7.4625
4.031,0.26875,7.464
4.032,0.27207,7.4655
4.033,0.27538,7.4668
4.034,0.27869,7.4684
4.035,0.28198,7.4696
4.036,0.28527,7.471
4.037,0.28855,7.4722
4.038,0.29181,7.4738
4.039,0.29506,7.4748
4.04,0.29831,7.4759
4.041,0.30154,7.4775
4.042,0.30476,7.4787
4.043,0.30797,7.4796
4.044,0.31117,7.4811
4.045,0.31436,7.4819
4.046,0.31754,7.483
4.047,0.3207,7.484
4.048,0.32386,7.4853
4.049,0.327,7.4863
4.05,0.33012,7.4874
4.051,0.33324,7.4884
4.052,0.33634,7.4892
4.053,0.33943,7.4903
4.054,0.34251,7.4912
4.055,0.34558,7.4917
4.056,0.34863,7.493
4.057,0.35167,7.4938
4.058,0.35469,7.4945
4.059,0.35771,7.4951
4.06,0.36071,7.4959
4.061,0.36369,7.4968
4.062,0.36666,7.4976
4.063,0.36962,7.4984
4.064,0.37256,7.4986
4.065,0.37549,7.4993
4.066,0.37841,7.5003
4.067,0.38131,7.5008
4.068,0.3842,7.5011
4.069,0.38707,7.5021
4.07,0.38993,7.5027
4.071,0.39277,7.5031
4.072,0.3956,7.5036
4.073,0.39841,7.5042
4.074,0.40121,7.5044
4.075,0.404,7.5051
4.076,0.40676,7.5054
4.077,0.40952,7.5059
4.078,0.41226,7.5064
4.079,0.41498,7.5064
4.08,0.41769,7.5069
4.081,0.42039,7.5074
4.082,0.42306,7.5078
4.083,0.42573,7.5082
4.084,0.42838,7.5085
4.085,0.43101,7.5088
4.086,0.43363,7.5089
4.087,0.43623,7.5093
4.088,0.43881,7.5093
4.089,0.44138,7.5097
4.09,0.44394,7.5096
4.091,0.44648,7.51
4.092,0.449,7.5104
4.093,0.45151,7.5104
4.094,0.454,7.5105
4.095,0.45648,7.5107
4.096,0.45894,7.5108
4.097,0.46139,7.5106
4.098,0.46382,7.5109
4.099,0.46624,7.511
4.1,0.46864,7.511
4.101,0.47091,7.511
4.102,0.47305,7.5118
4.103,0.47518,7.5121
4.104,0.4773,7.5126
4.105,0.47939,7.5133
4.106,0.48148,7.5137
4.107,0.48354,7.514
4.108,0.4856,7.5144
4.109,0.48764,7.5152
4.11,0.48966,7.5153
4.111,0.49167,7.5157
4.112,0.49366,7.5163
4.113,0.49564,7.5167
4.114,0.49761,7.5169
4.115,0.49956,7.5174
4.116,0.50149,7.5177
4.117,0.50341,7.518
4.118,0.50532,7.518
4.119,0.50721,7.5186
4.12,0.50909,7.5187
4.121,0.51095,7.5188
4.122,0.5128,7.5192
4.123,0.51464,7.5197
4.124,0.51646,7.5197
4.125,0.51827,7.5198
4.126,0.52006,7.5202
4.127,0.52184,7.5204
4.128,0.5236,7.5207
4.129,0.52535,7.5205
4.13,0.52709,7.5208
4.131,0.52881,7.5209
4.132,0.53052,7.5211
4.133,0.53222,7.5211
4.134,0.5339,7.5215
4.135,0.53557,7.5218
4.136,0.53723,7.5214
