Time,Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,-9.78715435,0,9.78715435,0,0,0,0,0,0,0.372075543,-2.756281212,9.787154704,1.570796327,0,0,0,1.09267399,0.103,0.088701716,2.50E-04,NaN,0.562361109,NaN,0.005875632,128445.8848,3.87E-07,0,0.49231225,0,0.323823004,0.048484757,0.120004488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.50E-08,0.0019032
1.50E-08,0,0,-9.787153465,0,9.787179839,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,0,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,1.35E-06,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28369135,1.01E-05,0,0,0,0,0,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,2.25E-08,0.0029901
3.75E-08,0,0,-9.787152136,0,9.787178511,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,0,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,2.81E-06,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28421416,-7.02E-05,0,0,0,0,0,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,3.38E-08,0.0036736
7.13E-08,0,0,-9.787150144,0,9.787176518,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-6.63E-09,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,4.98E-06,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28366585,-1.70E-04,0,0,0,0,-1.49E-15,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,5.06E-08,0.0044037
1.22E-07,0,0,-9.787147155,0,9.787173529,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.26E-08,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,8.25E-06,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28345947,3.44E-04,0,0,0,0,-5.39E-15,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,7.59E-08,0.0054591
1.98E-07,0,0,-9.787142672,0,9.787169046,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-2.16E-08,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,1.31E-05,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28424758,-4.87E-04,0,0,0,0,-1.58E-14,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.14E-07,0.0063188
3.12E-07,0,0,-9.787135947,0,9.787162321,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-3.50E-08,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,2.05E-05,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28381031,-4.76E-04,0,0,0,0,-4.15E-14,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.71E-07,0.0071075
4.83E-07,0,0,-9.787125859,0,9.787152234,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-5.51E-08,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,3.15E-05,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28344012,3.65E-04,0,0,0,0,-1.03E-13,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,2.56E-07,0.0080313
7.39E-07,0,0,-9.787110728,0,9.787137103,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-8.53E-08,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,4.81E-05,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28346454,4.27E-04,0,0,0,0,-2.47E-13,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,3.84E-07,0.008965
1.12E-06,0,0,-9.787088032,0,9.787114407,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.31E-07,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,7.29E-05,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28432884,3.95E-04,0,0,0,0,-5.79E-13,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,5.77E-07,0.009613
1.70E-06,0,0,-9.787053987,0,9.787080362,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.99E-07,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,1.10E-04,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28420849,-1.25E-04,0,0,0,0,-1.34E-12,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,8.65E-07,0.0103253
2.56E-06,0,0,-9.78700292,0,9.787029295,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-3.01E-07,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,1.66E-04,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28359765,-4.31E-04,0,0,0,0,-3.07E-12,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.30E-06,0.0108691
3.86E-06,0,0,-9.786926319,0,9.786952695,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-4.54E-07,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,2.50E-04,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28368638,-4.02E-05,0,0,0,0,-6.98E-12,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.95E-06,0.0115223
5.81E-06,0,0,-9.786811418,0,9.786837794,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-6.83E-07,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,3.75E-04,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28410137,-5.02E-05,0,0,0,0,-1.58E-11,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,2.92E-06,0.0120547
8.73E-06,0,0,-9.786639067,0,9.786665443,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.03E-06,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,5.63E-04,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.2835474,-4.71E-04,0,0,0,0,-3.58E-11,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,4.38E-06,0.0126055
1.31E-05,0,0,-9.78638054,0,9.786406916,0,0,0,0,0,0.022721467,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.54E-06,0,1.09267399,0.103,0.088701716,2.50E-04,0.141120469,0.562361109,-5.528092392,0.005875632,128445.8848,8.46E-04,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28389925,-2.36E-04,0,0,0,0,-8.08E-11,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,6.57E-06,0.0131477
1.97E-05,0,0,-9.785992749,0,9.786019127,0,0,0,0,0,0.022721469,0.372075543,-2.756281212,9.787154704,1.570796327,0,-2.32E-06,0,1.092673899,0.102999909,0.088700487,2.50E-04,0.141120469,0.562359653,-5.528073282,0.005875632,128445.8848,0.001269638,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28396202,-4.40E-04,0,0,0,0,-1.82E-10,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,9.85E-06,0.013718
2.95E-05,0,0,-9.785411063,0,9.785437442,0,0,0,0,0,0.02272147,0.372075543,-2.756281212,9.787154704,1.570796327,0,-3.48E-06,0,1.092673854,0.102999864,0.088699872,2.50E-04,0.141120469,0.562358924,-5.528063715,0.005875632,128445.8848,0.001905232,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28399684,-9.31E-05,0,0,0,0,-4.11E-10,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.48E-05,0.0146243
4.43E-05,0,0,-9.784538533,0,9.784564915,0,0,0,0,0,0.022721471,0.372075543,-2.756281212,9.787154704,1.570796327,0,-5.22E-06,0,1.092673786,0.102999795,0.088698949,2.50E-04,0.141120469,0.56235783,-5.528049366,0.005875632,128445.8848,0.002858622,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28332023,-3.62E-04,0,0,0,0,-9.25E-10,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,2.22E-05,0.0151487
6.65E-05,0,0,-9.783229738,0,9.783256124,0,0,0,0,0,0.022721473,0.372075543,-2.756281212,9.787154704,1.570796327,0,-7.84E-06,0,1.092673683,0.102999693,0.088697565,2.50E-04,0.141120469,0.562356191,-5.528027847,0.005875632,128445.8848,0.004288707,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28340879,-2.84E-05,0,0,0,0,-2.08E-09,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,3.33E-05,0.015677
9.97E-05,0,0,-9.781266546,0,9.781292937,0,0,0,0,0,0.022721477,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.18E-05,0,1.09267353,0.102999539,0.088695489,2.50E-04,0.141120469,0.562353732,-5.527995582,0.005875632,128445.8848,0.006433835,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28395643,-1.81E-04,0,0,0,0,-4.69E-09,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,4.99E-05,0.01637
1.50E-04,0,0,-9.778321757,0,9.778348155,0,0,0,0,0,0.022721481,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.76E-05,0,1.092673299,0.102999309,0.088692378,2.50E-04,0.141120469,0.562350046,-5.52794721,0.005875632,128445.8848,0.009651526,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28328834,-3.24E-04,0,0,0,0,-1.06E-08,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,7.48E-05,0.0168674
2.24E-04,0,0,-9.77390457,0,9.773930981,0,0,0,0,0,0.022721488,0.372075543,-2.756281212,9.787154704,1.570796327,0,-2.65E-05,0,1.092672954,0.102998963,0.088687716,2.50E-04,0.141120469,0.562344522,-5.527874713,0.005875632,128445.8848,0.014478063,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28294798,-1.46E-04,0,0,0,0,-2.38E-08,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.12E-04,0.017355
3.37E-04,0,0,-9.767278785,0,9.767305214,0,0,0,0,0,0.022721499,0.372075543,-2.756281212,9.787154704,1.570796327,0,-3.97E-05,0,1.092672435,0.102998445,0.088680733,2.50E-04,0.141120469,0.562336246,-5.527766101,0.005875632,128445.8848,0.021717869,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.2834644,4.51E-04,0,0,0,0,-5.35E-08,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,1.68E-04,0.0178624
5.05E-04,0,0,-9.757340096,0,9.757366551,0,0,0,0,0,0.022721515,0.372075543,-2.756281212,9.787154704,1.570796327,0,-5.95E-05,0,1.092671658,0.102997667,0.08867028,2.50E-04,0.141120469,0.562323854,-5.527603486,0.005875632,128445.8848,0.032577577,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28303478,1.31E-04,0,0,0,0,-1.20E-07,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,2.53E-04,0.0183593
7.58E-04,0,0,-9.742432036,0,9.742458532,0,0,0,0,0,0.02272154,0.372075543,-2.756281212,9.787154704,1.570796327,0,-8.93E-05,0,1.092670491,0.102996501,0.088654651,2.50E-04,0.141120469,0.562305319,-5.527360245,0.005875632,128445.8848,0.04886714,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28271877,3.89E-05,0,0,0,0,-2.71E-07,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,3.79E-04,0.018855
0.001136273,0,0,-9.720069886,0,9.720096443,0,0,0,0,0,0.022721576,0.372075543,-2.756281212,9.787154704,1.570796327,0,-1.34E-04,0,1.092668742,0.102994752,0.08863132,2.50E-04,0.141120469,0.562277634,-5.526996918,0.005875632,128445.8848,0.073301484,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28160439,-2.86E-04,0,0,0,0,-6.09E-07,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,5.68E-04,0.0194253
0.001704424,0,0,-9.683036765,0,9.683063423,0,0,0,0,0,0.022721631,0.372075543,-2.756281212,9.787154704,1.570796327,0,-2.01E-04,0,1.092666118,0.102992127,0.088596576,2.50E-04,0.141120469,0.562236368,-5.526455376,0.005875632,128445.8848,0.109953001,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.28013122,-3.99E-04,0,0,0,0,-1.37E-06,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,8.52E-04,0.0198604
0.002556651,0,0,-9.642784407,0,9.642811177,0,0,0,0,0,0.022721712,0.372075543,-2.756281212,9.787154704,1.570796327,0,-3.02E-04,0,1.092662181,0.102988191,0.088545027,2.50E-04,0.141120469,0.562175062,-5.525650827,0.005875632,128445.8848,0.157747964,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.27872619,-1.89E-05,0,0,0,0,-3.09E-06,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0203333
0.003556651,0,0,-9.595552065,0,9.595578967,0,0,0,0,0,0.022721809,0.372075543,-2.756281212,9.787154704,1.570796327,0,-4.20E-04,0,1.092657562,0.102983572,0.088485404,2.50E-04,0.141120469,0.56210403,-5.524718651,0.005875632,128445.8848,0.209356073,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.27602618,1.79E-04,0,0,0,0,-5.98E-06,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0207722
0.004556651,0,0,-9.548319325,0,9.54834636,0,0,0,0,0,0.022721905,0.372075543,-2.756281212,9.787154704,1.570796327,0,-5.38E-04,0,1.092652943,0.102978953,0.088426709,2.50E-04,0.141120469,0.562033975,-5.5237993,0.005875632,128445.8848,0.260964181,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.27422604,2.20E-04,0,0,0,0,-9.82E-06,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0213698
0.005556651,0,0,-9.501086185,0,9.501113355,0,0,0,0,0,0.022722001,0.372075543,-2.756281212,9.787154704,1.570796327,0,-6.56E-04,0,1.092648324,0.102974334,0.088368939,2.50E-04,0.141120469,0.561964898,-5.522892777,0.005875632,128445.8848,0.312572289,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.27187384,1.34E-04,0,0,0,0,-1.46E-05,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0220798
0.006556651,0,0,-9.453852645,0,9.453879951,0,0,0,0,0,0.022722097,0.372075543,-2.756281212,9.787154704,1.570796327,0,-7.74E-04,0,1.092643705,0.102969715,0.08831209,2.50E-04,0.141120469,0.561896799,-5.521999079,0.005875632,128445.8848,0.364180397,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.27071635,-4.12E-05,0,0,0,0,-2.03E-05,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0227856
0.007556651,0,0,-9.406618707,0,9.40664615,0,0,0,0,0,0.022722193,0.372075543,-2.756281212,9.787154704,1.570796327,0,-8.93E-04,0,1.092639086,0.102965096,0.088256157,2.50E-04,0.141120469,0.561829676,-5.521118209,0.005875632,128445.8848,0.415788505,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.26811113,-3.91E-04,0,0,0,0,-2.70E-05,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0234016
0.008556651,0,0,-9.359384369,0,9.359411951,0,0,0,0,0,0.022722289,0.372075543,-2.756281212,9.787154704,1.570796327,0,-0.001011034,0,1.092634467,0.102960477,0.088201137,2.50E-04,0.141120469,0.561763531,-5.520250165,0.005875632,128445.8848,0.467396613,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.26653224,6.82E-05,0,0,0,0,-3.47E-05,0.0762,45.60367312,1.570796327,0,2,15,1013.25,340.3889,0.001,0.0237971
0.009556651,0,0,-9.312149656,0,9.312177379,0,0,0,0,0,0.022722893,0.372075543,-2.756281212,9.787154704,1.570797397,0,-0.001129465,0,1.092629849,0.102955858,0.088147025,2.50E-04,0.141120469,0.561698364,-5.519394949,0.005875632,128445.8848,0.519004721,9.77E-18,0.49231225,8.75E-16,0.323823004,0.048484757,0.120004488,2.222087998,-12.26413456,-4.06E-04,0,0,0,0,-4.33E-05,0.0762,45.60367312,1.570795257,3.14159215,2,15,1013.25,340.3889,0.001,0.024286
0.010556651,0,0,-9.264914546,0,9.264942412,0,0,0,0,0,0.022723661,0.372075543,-2.756281212,9.787154704,1.570798586,0,-0.00124795,0,1.09262523,0.102951239,0.088093818,2.50E-04,0.141120469,0.561634174,-5.51855256,0.005875632,128445.8848,0.570612829,9.77E-18,0.49231225,8.75E-16,0.323823004,0.048484757,0.120004488,2.222087998,-12.2630914,-1.29E-04,0,0,0,0,-5.28E-05,0.0762,45.60367312,1.570794068,3.141591962,2,15,1013.25,340.3889,0.001,0.0247054
0.011556651,0,0,-9.217679039,0,9.217707051,0,0,0,0,0,0.022724608,0.372075543,-2.756281212,9.787154704,1.570799893,0,-0.001366487,0,1.092620611,0.10294662,0.088041512,2.50E-04,0.141120469,0.561570961,-5.517722998,0.005875632,128445.8848,0.622220937,1.95E-17,0.49231225,1.75E-15,0.323823004,0.048484757,0.120004488,2.222087998,-12.26117041,3.08E-04,0,0,0,0,-6.34E-05,0.0762,45.60367312,1.570792761,3.141592144,2,15,1013.25,340.3889,0.001,0.02515
0.012556651,0,0,-9.170443136,0,9.170471295,0,0,0,0,0,0.022725752,0.372075543,-2.756281212,9.787154704,1.570801319,0,-0.001485075,0,1.092615992,0.102942002,0.087990103,2.50E-04,0.141120469,0.561508726,-5.516906264,0.005875632,128445.8848,0.673829045,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.25876247,-8.07E-05,0,0,0,0,-7.48E-05,0.0762,45.60367312,1.570791335,3.141592332,2,15,1013.25,340.3889,0.001,0.0257412
0.013556651,0,0,-9.123206837,0,9.123235145,0,0,0,0,0,0.022727109,0.372075543,-2.756281212,9.787154704,1.570802863,0,-0.001603715,0,1.092611373,0.102937383,0.087939587,2.50E-04,0.141120469,0.561447468,-5.516102358,0.005875632,128445.8848,0.725437154,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.2573286,4.85E-04,0,0,0,0,-8.73E-05,0.0762,45.60367312,1.57078979,3.141592419,2,15,1013.25,340.3889,0.001,0.0262119
0.014556651,0,0,-9.07597014,0,9.075998599,0,0,0,0,0,0.022728696,0.372075543,-2.756281212,9.787154704,1.570804526,0,-0.001722407,0,1.092606754,0.102932764,0.087889961,2.50E-04,0.141120469,0.561387188,-5.515311279,0.005875632,128445.8848,0.777045262,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.25497949,-7.61E-05,0,0,0,0,-1.01E-04,0.0762,45.60367312,1.570788127,3.14159233,2,15,1013.25,340.3889,0.001,0.0266327
0.015556651,0,0,-9.028733047,0,9.02876166,0,0,0,0,0,0.022730531,0.372075543,-2.756281212,9.787154704,1.570806308,0,-0.001841146,0,1.092602135,0.102928145,0.087841221,2.50E-04,0.141120469,0.561327886,-5.514533029,0.005875632,128445.8848,0.82865337,0,0.49231225,0,0.323823004,0.048484757,0.120004488,2.222087998,-12.25365276,7.93E-05,0,0,0,0,-1.15E-04,0.0762,45.60367312,1.570786346,3.141592343,2,15,1013.25,340.3889,0.001,0.0269944
0.016556651,0,0,-8.981495557,0,8.981524326,0,0,0,0,0,0.02273263,0.372075543,-2.756281212,9.787154704,1.570808208,0,-0.001959932,0,1.092597516,0.102923526,0.087793363,2.50E-04,0.141120469,0.56126956,-5.513767607,0.005875632,128445.8848,0.880261478,-2.93E-17,0.49231225,-2.62E-15,0.323823004,0.048484757,0.120004488,2.222087998,-12.25210251,3.52E-04,0,0,0,0,-1.30E-04,0.0762,45.60367312,1.570784445,3.14159244,2,15,1013.25,340.3889,0.001,0.027322
0.017556651,0,0,-8.934257671,0,8.934286598,0,0,0,0,0,0.022735009,0.372075543,-2.756281212,9.787154704,1.570810228,0,-0.002078769,0,1.092592897,0.102918907,0.087746385,2.50E-04,0.141120469,0.561212213,-5.513015013,0.005875632,128445.8848,0.931869586,-9.77E-18,0.49231225,-8.75E-16,0.323823004,0.048484757,0.120004488,2.222087998,-12.25066631,-1.24E-04,0,0,0,0,-1.47E-04,0.0762,45.60367312,1.570782426,3.141592493,2,15,1013.25,340.3889,0.001,0.0276898
0.018556651,0,0,-8.887019388,0,8.887048475,0,0,0,0,0,0.022737687,0.372075543,-2.756281212,9.787154704,1.570812366,0,-0.002197652,0,1.092588278,0.102914288,0.087700282,2.50E-04,0.141120469,0.561155843,-5.512275248,0.005875632,128445.8848,0.983477694,-5.86E-17,0.49231225,-5.25E-15,0.323823004,0.048484757,0.120004488,2.222087998,-12.2485242,1.79E-04,0,0,0,0,-1.64E-04,0.0762,45.60367312,1.570780288,3.141592596,2,15,1013.25,340.3889,0.001,0.0280424
0.019556651,0,0,-8.839780708,0,8.839809958,0,0,0,0,0,0.022740679,0.372075543,-2.756281212,9.787154704,1.570814623,0,-0.002316579,0,1.092583659,0.102909669,0.087655052,2.50E-04,0.141120469,0.56110045,-5.511548311,0.005875632,128445.8848,1.035085802,-9.77E-17,0.49231225,-8.75E-15,0.323823004,0.048484757,0.120004488,2.222087998,-12.2469147,-4.88E-04,0,0,0,0,-1.82E-04,0.0762,45.60367312,1.57077803,3.141592654,2,15,1013.25,340.3889,0.001,0.0283607
0.020556651,0,0,-8.792541631,0,8.792571047,0,0,0,0,0,0.022744003,0.372075543,-2.756281212,9.787154704,1.570816999,0,-0.002435555,0,1.09257904,0.10290505,0.08761069,2.50E-04,0.141120469,0.561046035,-5.510834204,0.005875632,128445.8848,1.08669391,-1.27E-16,0.49231225,-1.14E-14,0.323823004,0.048484757,0.120004488,2.222087998,-12.24552264,3.03E-04,0,0,0,0,-2.01E-04,0.0762,45.60367312,1.570775654,3.141592654,2,15,1013.25,340.3889,0.001,0.0286828
0.021556651,0,0,-8.745302158,0,8.745331743,0,0,0,0,0,0.022747675,0.372075543,-2.756281212,9.787154704,1.570819494,0,-0.002554575,0,1.092574421,0.102900431,0.087567195,2.50E-04,0.141120469,0.560992598,-5.510132925,0.005875632,128445.8848,1.138302018,-1.56E-16,0.49231225,-1.40E-14,0.323823004,0.048484757,0.120004488,2.222087997,-12.24400365,4.08E-04,0,0,0,0,-2.21E-04,0.0762,45.60367312,1.570773159,3.141592654,2,15,1013.25,340.3889,0.001,0.0290779
0.022556651,0,0,-8.698062288,0,8.698092044,0,0,0,0,0,0.022751712,0.372075543,-2.756281212,9.787154704,1.570822108,0,-0.002673636,0,1.092569802,0.102895812,0.087524562,2.50E-04,0.141120469,0.560940138,-5.509444476,0.005875632,128445.8848,1.189910127,-2.25E-16,0.49231225,-2.01E-14,0.323823004,0.048484757,0.120004488,2.222087997,-12.24236014,1.19E-04,0,0,0,0,-2.43E-04,0.0762,45.60367312,1.570770545,3.141592654,2,15,1013.25,340.3889,0.001,0.0294431
0.023556651,0,0,-8.650822021,0,8.650851951,0,0,0,0,0,0.022756132,0.372075543,-2.756281212,9.787154704,1.570824842,0,-0.002792737,0,1.092565183,0.102891193,0.087482788,2.50E-04,0.141120469,0.560888656,-5.508768856,0.005875632,128445.8848,1.241518235,-3.32E-16,0.49231225,-2.97E-14,0.323823004,0.048484757,0.120004488,2.222087997,-12.24063361,1.09E-04,0,0,0,0,-2.65E-04,0.0762,45.60367312,1.570767812,3.141592654,2,15,1013.25,340.3889,0.001,0.0297635
0.024556651,0,0,-8.603581358,0,8.603611465,0,0,0,0,0,0.022760951,0.372075543,-2.756281212,9.787154704,1.570827694,0,-0.002911885,0,1.092560564,0.102886574,0.087441871,2.50E-04,0.141120469,0.560838151,-5.508106066,0.005875632,128445.8848,1.293126343,-4.40E-16,0.49231225,-3.94E-14,0.323823004,0.048484757,0.120004488,2.222087997,-12.2391282,-2.45E-04,0,0,0,0,-2.88E-04,0.0762,45.60367312,1.57076496,3.141592654,2,15,1013.25,340.3889,0.001,0.0301216
0.025556651,0,0,-8.556340298,0,8.556370585,0,0,0,0,0,0.022766186,0.372075543,-2.756281212,9.787154704,1.570830665,0,-0.003031073,0,1.092555945,0.102881955,0.087401807,2.50E-04,0.141120469,0.560788624,-5.507456105,0.005875632,128445.8848,1.344734451,-5.57E-16,0.49231225,-4.98E-14,0.323823004,0.048484757,0.120004488,2.222087997,-12.23813021,-4.60E-04,0,0,0,0,-3.12E-04,0.0762,45.60367312,1.570761988,3.141592654,2,15,1013.25,340.3889,0.001,0.0304523
0.026556651,0,0,-8.509098841,0,8.509129312,0,0,0,0,0,0.022771855,0.372075543,-2.756281212,9.787154704,1.570833756,0,-0.003150299,0,1.092551326,0.102877336,0.087362594,2.50E-04,0.141120469,0.560740075,-5.506818975,0.005875632,128445.8848,1.396342559,-7.13E-16,0.49231225,-6.38E-14,0.323823004,0.048484757,0.120004488,2.222087996,-12.23583854,4.63E-04,0,0,0,0,-3.37E-04,0.0762,45.60367312,1.570758898,3.141592654,2,15,1013.25,340.3889,0.001,0.0308011
