Time,Normal force coefficient (?)
2.7432,4.8497
2.7442,4.86
2.7452,4.8704
2.7462,4.8808
2.7472,4.8912
2.7482,4.9016
2.7492,4.9121
2.7502,4.9226
2.7512,4.9331
2.7522,4.9437
2.7532,4.9543
2.7542,4.9649
2.7552,4.9756
2.7562,4.9863
2.7572,4.997
2.7582,5.0077
2.7592,5.0185
2.7602,5.0293
2.7612,5.0401
2.7622,5.051
2.7632,5.0619
2.7642,5.0728
2.7652,5.0838
2.7662,5.0948
2.7672,5.1058
2.7682,5.1169
2.7692,5.1279
2.7702,5.1391
2.7712,5.1502
2.7722,5.1614
2.7732,5.1726
2.7742,5.1838
2.7752,5.1951
2.7762,5.2064
2.7772,5.2177
2.7782,5.2291
2.7792,5.2405
2.7802,5.2519
2.7812,5.2634
2.7822,5.2749
2.7832,5.2864
2.7842,5.298
2.7852,5.3095
2.7862,5.3212
2.7872,5.3328
2.7882,5.3445
2.7892,5.3562
2.7902,5.368
2.7912,5.3798
2.7922,5.3916
2.7932,5.4034
2.7942,5.4153
2.7952,5.4272
2.7962,5.4392
2.7972,5.4511
2.7982,5.4631
2.7992,5.4752
2.8002,5.4873
2.8012,5.4994
2.8022,5.5115
2.8032,5.5237
2.8042,5.5359
2.8052,5.5481
2.8062,5.5604
2.8072,5.5727
2.8082,5.5851
2.8092,5.5974
2.8102,5.6098
2.8112,5.6223
2.8122,5.6348
2.8132,5.6473
2.8142,5.6598
2.8152,5.6724
2.8162,5.685
2.8172,5.6976
2.8182,5.7103
2.8192,5.723
2.8202,5.7358
2.8212,5.7485
2.8222,5.7613
2.8232,5.7742
2.8242,5.7871
2.8252,5.8
2.8262,5.8129
2.8272,5.8259
2.8282,5.8389
2.8292,5.852
2.8302,5.865
2.8312,5.8782
2.8322,5.8913
2.8332,5.9045
2.8342,5.9177
2.8352,5.931
2.8362,5.9442
2.8372,5.9576
2.8382,5.9709
2.8392,5.9843
2.8402,5.9977
2.8412,6.0112
2.8422,6.0247
2.8432,6.0382
2.8442,6.0518
2.8452,6.0653
2.8462,6.079
2.8472,6.0926
2.8482,6.1063
2.8492,6.1201
2.8502,6.1338
2.8512,6.1476
2.8522,6.1615
2.8532,6.1753
2.8542,6.1892
2.8552,6.2032
2.8562,6.2171
2.8572,6.2311
2.8582,6.2452
2.8592,6.2593
2.8602,6.2734
2.8612,6.2875
2.8622,6.3017
2.8632,6.3159
2.8642,6.3301
2.8652,6.3444
2.8662,6.3587
2.8672,6.3731
2.8682,6.3875
2.8692,6.4019
2.8702,6.4163
2.8712,6.4308
2.8722,6.4454
2.8732,6.4599
2.8742,6.4745
2.8752,6.4891
2.8762,6.5038
2.8772,6.5185
2.8782,6.5332
2.8792,6.548
2.8802,6.5628
2.8812,6.5776
2.8822,6.5924
2.8832,6.6073
2.8842,6.6223
2.8852,6.6372
2.8862,6.6522
2.8872,6.6673
2.8882,6.6823
2.8892,6.6974
2.8902,6.7126
2.8912,6.7277
2.8922,6.7429
2.8932,6.7582
2.8942,6.7734
2.8952,6.7887
2.8962,6.8041
2.8972,6.8194
2.8982,6.8348
2.8992,6.8503
2.9002,6.8657
2.9012,6.8812
2.9022,6.8968
2.9032,6.9123
2.9042,6.9279
2.9052,6.9436
2.9062,6.9592
2.9072,6.9749
2.9082,6.9907
2.9092,7.0064
2.9102,7.0222
2.9112,7.038
2.9122,7.0539
2.9132,7.0698
2.9142,7.0857
2.9152,7.1017
2.9162,7.1177
2.9172,7.1337
2.9182,7.1497
2.9192,7.1658
2.9202,7.1819
2.9212,7.1981
2.9222,7.2143
2.9232,7.2305
2.9242,7.2467
2.9252,7.263
2.9262,7.2793
2.9272,7.2956
2.9282,7.312
2.9292,7.3284
2.9302,7.3448
2.9312,7.3613
2.9322,7.3778
2.9332,7.3943
2.9342,7.4108
2.9352,7.4274
2.9362,7.444
2.9372,7.4607
2.9382,7.4773
2.9392,7.494
2.9402,7.5107
2.9412,7.5275
2.9422,7.5443
2.9432,7.5611
2.9442,7.5779
2.9452,7.5948
2.9462,7.6117
2.9472,7.6286
2.9482,7.6456
2.9492,7.6626
2.9502,7.6796
2.9512,7.6966
2.9522,7.7137
2.9532,7.7308
2.9542,7.7479
2.9552,7.7651
2.9562,7.7822
2.9572,7.7994
2.9582,7.8167
2.9592,7.8339
2.9602,7.8512
2.9612,7.8685
2.9622,7.8858
2.9632,7.9032
2.9642,7.9206
2.9652,7.938
2.9662,7.9554
2.9672,7.9729
2.9682,7.9904
2.9692,8.0079
2.9702,8.0254
2.9712,8.0429
2.9722,8.0605
2.9732,8.0781
2.9742,8.0958
2.9752,8.1134
2.9762,8.1311
2.9772,8.1488
2.9782,8.1665
2.9792,8.1842
2.9802,8.202
2.9812,8.2198
2.9822,8.2376
2.9832,8.2554
2.9842,8.2732
2.9852,8.2911
2.9862,8.309
2.9872,8.3269
2.9882,8.3448
2.9892,8.3628
2.9902,8.3807
2.9912,8.3987
2.9922,8.4167
2.9932,8.4347
2.9942,8.4528
2.9952,8.4708
2.9962,8.4889
2.9972,8.507
2.9982,8.5251
2.9992,8.5432
3.0002,8.5614
3.0012,8.5795
3.0022,8.5977
3.0032,8.6159
3.0042,8.6341
3.0052,8.6523
3.0062,8.6705
3.0072,8.6888
3.0082,8.707
3.0092,8.7253
3.0102,8.7436
3.0112,8.7619
3.0122,8.7802
3.0132,8.7985
3.0142,8.8169
3.0152,8.8352
3.0162,8.8536
3.0172,8.872
3.0182,8.8903
3.0192,8.9087
3.0202,8.9271
3.0212,8.9455
3.0222,8.964
3.0232,8.9824
3.0242,9.0008
3.0252,9.0193
3.0262,9.0377
3.0272,9.0562
3.0282,9.0746
3.0292,9.0931
3.0302,9.1116
3.0312,9.1301
3.0322,9.1486
3.0332,9.167
3.0342,9.1855
3.0352,9.204
3.0362,9.2225
3.0372,9.241
3.0382,9.2596
3.0392,9.2781
3.0402,9.2966
3.0412,9.3151
3.0422,9.3336
3.0432,9.3521
3.0442,9.3706
3.0452,9.3891
3.0462,9.4076
3.0472,9.4262
3.0482,9.4447
3.0492,9.4632
3.0502,9.4817
3.0512,9.5002
3.0522,9.5187
3.0532,9.5372
3.0542,9.5556
3.0552,9.5741
3.0562,9.5926
3.0572,9.6111
3.0582,9.6295
3.0592,9.648
3.0602,9.6664
3.0612,9.6848
3.0622,9.7033
3.0632,9.7217
3.0642,9.7401
3.0652,9.7585
3.0662,9.7769
3.0672,9.7952
3.0682,9.8136
3.0692,9.8319
3.0702,9.8503
3.0712,9.8686
3.0722,9.8869
3.0732,9.9052
3.0742,9.9235
3.0752,9.9417
3.0762,9.96
3.0772,9.9782
3.0782,9.9964
3.0792,10.015
3.0802,10.033
3.0812,10.051
3.0822,10.069
3.0832,10.087
3.0842,10.105
3.0852,10.123
3.0862,10.141
3.0872,10.159
3.0882,10.177
3.0892,10.195
3.0902,10.213
3.0912,10.231
3.0922,10.249
3.0932,10.267
3.0942,10.285
3.0952,10.302
3.0962,10.32
3.0972,10.338
3.0982,10.356
3.0992,10.373
3.1002,10.391
3.1012,10.409
3.1022,10.426
3.1032,10.444
3.1042,10.461
3.1052,10.479
3.1062,10.496
3.1072,10.514
3.1082,10.531
3.1092,10.548
3.1102,10.566
3.1112,10.583
3.1122,10.6
3.1132,10.617
3.1142,10.634
3.1152,10.651
3.1162,10.668
3.1172,10.685
3.1182,10.702
3.1192,10.719
3.1202,10.736
3.1212,10.753
3.1222,10.77
3.1232,10.786
3.1242,10.803
3.1252,10.82
3.1262,10.836
3.1272,10.853
3.1282,10.869
3.1292,10.886
3.1302,10.902
3.1312,10.918
3.1322,10.934
3.1332,10.951
3.1342,10.967
3.1352,10.983
3.1362,10.999
3.1372,11.015
3.1382,11.031
3.1392,11.046
3.1402,11.062
3.1412,11.078
3.1422,11.094
3.1432,11.109
3.1442,11.125
3.1452,11.14
3.1462,11.155
3.1472,11.171
3.1482,11.186
3.1492,11.201
3.1502,11.216
3.1512,11.231
3.1522,11.246
3.1532,11.261
3.1542,11.276
3.1552,11.291
3.1562,11.305
3.1572,11.32
3.1582,11.334
3.1592,11.349
3.1602,11.363
3.1612,11.377
3.1622,11.391
3.1632,11.406
3.1642,11.42
3.1652,11.433
3.1662,11.447
3.1672,11.461
3.1682,11.475
3.1692,11.488
3.1702,11.502
3.1712,11.515
3.1722,11.528
3.1732,11.542
3.1742,11.555
3.1752,11.568
3.1762,11.581
3.1772,11.594
3.1782,11.606
3.1792,11.619
3.1802,11.631
3.1812,11.644
3.1822,11.656
3.1832,11.669
3.1842,11.681
3.1852,11.693
3.1862,11.705
3.1872,11.717
3.1882,11.728
3.1892,11.74
3.1902,11.751
3.1912,11.763
3.1922,11.774
3.1932,11.785
3.1942,11.796
3.1952,11.807
3.1962,11.818
3.1972,11.829
3.1982,11.84
3.1992,11.85
3.2002,11.86
3.2012,11.871
3.2022,11.881
3.2032,11.891
3.2042,11.901
3.2052,11.911
3.2062,11.92
3.2072,11.93
3.2082,11.939
3.2092,11.949
3.2102,11.958
3.2112,11.967
3.2122,11.976
3.2132,11.984
3.2142,11.993
3.2152,12.002
3.2162,12.01
3.2172,12.018
3.2182,12.026
3.2192,12.034
3.2202,12.042
3.2212,12.05
3.2222,12.058
3.2232,12.065
3.2242,12.072
3.2252,12.079
3.2262,12.087
3.2272,12.093
3.2282,12.1
3.2292,12.107
3.2302,12.113
3.2312,12.119
3.2322,12.126
3.2332,12.132
3.2342,12.137
3.2352,12.143
3.2362,12.149
3.2372,12.154
3.2382,12.159
3.2392,12.165
3.2402,12.169
3.2412,12.174
3.2422,12.179
3.2432,12.183
3.2442,12.188
3.2452,12.192
3.2462,12.196
3.2472,12.2
3.2482,12.203
3.2492,12.207
3.2502,12.21
3.2512,12.213
3.2522,12.216
3.2532,12.219
3.2542,12.222
3.2552,12.225
3.2562,12.227
3.2572,12.229
3.2582,12.231
3.2592,12.233
3.2602,12.235
3.2612,12.236
3.2622,12.237
3.2632,12.239
3.2642,12.24
3.2652,12.24
3.2662,12.241
3.2672,12.241
3.2682,12.242
3.2692,12.242
3.2702,12.242
3.2712,12.241
3.2722,12.241
3.2732,12.24
3.2742,12.24
3.2752,12.239
3.2762,12.237
3.2772,12.236
3.2782,12.234
3.2792,12.233
3.2802,12.231
3.2812,12.229
3.2822,12.226
3.2832,12.224
3.2842,12.221
3.2852,12.218
3.2862,12.215
3.2872,12.212
3.2882,12.209
3.2892,12.205
3.2902,12.201
3.2912,12.197
3.2922,12.193
3.2932,12.189
3.2942,12.184
3.2952,12.179
3.2962,12.174
3.2972,12.169
3.2982,12.163
3.2992,12.158
3.3002,12.152
3.3012,12.146
3.3022,12.14
3.3032,12.133
3.3042,12.127
3.3052,12.12
3.3062,12.113
3.3072,12.106
3.3082,12.098
3.3092,12.091
3.3102,12.083
3.3112,12.075
3.3122,12.067
3.3132,12.058
3.3142,12.05
3.3152,12.041
3.3162,12.032
3.3172,12.022
3.3182,12.013
3.3192,12.003
3.3202,11.993
3.3212,11.983
3.3222,11.973
3.3232,11.962
3.3242,11.952
3.3252,11.941
3.3262,11.93
3.3272,11.918
3.3282,11.907
3.3292,11.895
3.3302,11.883
3.3312,11.871
3.3322,11.858
3.3332,11.846
3.3342,11.833
3.3352,11.82
3.3362,11.807
3.3372,11.793
3.3382,11.779
3.3392,11.765
3.3402,11.751
3.3412,11.737
3.3422,11.722
3.3432,11.708
3.3442,11.693
3.3452,11.678
3.3462,11.662
3.3472,11.647
3.3482,11.631
3.3492,11.615
3.3502,11.598
3.3512,11.582
3.3522,11.565
3.3532,11.548
3.3542,11.531
3.3552,11.514
3.3562,11.497
3.3572,11.479
3.3582,11.461
3.3592,11.443
3.3602,11.424
3.3612,11.406
3.3622,11.387
3.3632,11.368
3.3642,11.349
3.3652,11.329
3.3662,11.31
3.3672,11.29
3.3682,11.27
3.3692,11.249
3.3702,11.229
3.3712,11.208
3.3722,11.187
3.3732,11.166
3.3742,11.145
3.3752,11.123
3.3762,11.102
3.3772,11.08
3.3782,11.058
3.3792,11.035
3.3802,11.013
3.3812,10.99
3.3822,10.967
3.3832,10.944
3.3842,10.92
3.3852,10.897
3.3862,10.873
3.3872,10.849
3.3882,10.825
3.3892,10.801
3.3902,10.776
3.3912,10.751
3.3922,10.726
3.3932,10.701
3.3942,10.676
3.3952,10.65
3.3962,10.624
3.3972,10.598
3.3982,10.572
3.3992,10.546
3.4002,10.519
3.4012,10.493
3.4022,10.466
3.4032,10.439
3.4042,10.411
3.4052,10.384
3.4062,10.356
3.4072,10.328
3.4082,10.3
3.4092,10.272
3.4102,10.244
3.4112,10.215
3.4122,10.186
3.4132,10.157
3.4142,10.128
3.4152,10.099
3.4162,10.069
3.4172,10.04
3.4182,10.01
3.4192,9.9798
3.4202,9.9496
3.4212,9.9192
3.4222,9.8887
3.4232,9.858
3.4242,9.8271
3.4252,9.796
3.4262,9.7648
3.4272,9.7334
3.4282,9.7018
3.4292,9.6701
3.4302,9.6382
3.4312,9.6062
3.4322,9.574
3.4332,9.5416
3.4342,9.5091
3.4352,9.4764
3.4362,9.4436
3.4372,9.4106
3.4382,9.3774
3.4392,9.3442
3.4402,9.3107
3.4412,9.2771
3.4422,9.2434
3.4432,9.2095
3.4442,9.1755
3.4452,9.1413
3.4462,9.107
3.4472,9.0725
3.4482,9.0379
3.4492,9.0032
3.4502,8.9683
3.4512,8.9333
3.4522,8.8982
3.4532,8.8629
3.4542,8.8276
3.4552,8.792
3.4562,8.7564
3.4572,8.7206
3.4582,8.6847
3.4592,8.6487
3.4602,8.6126
3.4612,8.5763
3.4622,8.5399
3.4632,8.5034
3.4642,8.4668
3.4652,8.4301
3.4662,8.3933
3.4672,8.3563
3.4682,8.3193
3.4692,8.2821
3.4702,8.2449
3.4712,8.2075
3.4722,8.17
3.4732,8.1325
3.4742,8.0948
3.4752,8.0571
3.4762,8.0192
3.4772,7.9813
3.4782,7.9432
3.4792,7.9051
3.4802,7.8669
3.4812,7.8286
3.4822,7.7902
3.4832,7.7518
3.4842,7.7132
3.4852,7.6746
3.4862,7.6359
3.4872,7.5972
3.4882,7.5583
3.4892,7.5194
3.4902,7.4804
3.4912,7.4414
3.4922,7.4023
3.4932,7.3631
3.4942,7.3238
3.4952,7.2845
3.4962,7.2452
3.4972,7.2058
3.4982,7.1663
3.4992,7.1268
3.5002,7.0872
3.5012,7.0476
3.5022,7.0079
3.5032,6.9682
3.5042,6.9284
3.5052,6.8886
3.5062,6.8488
3.5072,6.8089
3.5082,6.769
3.5092,6.729
3.5102,6.6891
3.5112,6.6491
3.5122,6.609
3.5132,6.569
3.5142,6.5289
3.5152,6.4888
3.5162,6.4486
3.5172,6.4085
3.5182,6.3683
3.5192,6.3282
3.5202,6.288
3.5212,6.2478
3.5222,6.2076
3.5232,6.1673
3.5242,6.1271
3.5252,6.0869
3.5262,6.0467
3.5272,6.0064
3.5282,5.9662
3.5292,5.926
3.5302,5.8858
3.5312,5.8456
3.5322,5.8054
3.5332,5.7652
3.5342,5.7251
3.5352,5.6849
3.5362,5.6448
3.5372,5.6047
3.5382,5.5646
3.5392,5.5245
3.5402,5.4845
3.5412,5.4445
3.5422,5.4045
3.5432,5.3646
3.5442,5.3246
3.5452,5.2848
3.5462,5.2449
3.5472,5.2051
3.5482,5.1654
3.5492,5.1256
3.5502,5.086
3.5512,5.0463
3.5522,5.0068
3.5532,4.9672
3.5542,4.9278
3.5552,4.8884
3.5562,4.849
3.5572,4.8097
3.5582,4.7704
3.5592,4.7313
3.5602,4.6921
3.5612,4.6531
3.5622,4.6141
3.5632,4.5752
3.5642,4.5363
3.5652,4.4975
3.5662,4.4588
3.5672,4.4202
3.5682,4.3817
3.5692,4.3432
3.5702,4.3048
3.5712,4.2665
3.5722,4.2283
3.5732,4.1902
3.5742,4.1521
3.5752,4.1142
3.5762,4.0763
3.5772,4.0385
3.5782,4.0009
3.5792,3.9633
3.5802,3.9258
3.5812,3.8884
3.5822,3.8512
3.5832,3.814
3.5842,3.7769
3.5852,3.74
3.5862,3.7031
3.5872,3.6664
3.5882,3.6298
3.5892,3.5932
3.5902,3.5569
3.5912,3.5206
3.5922,3.4844
3.5932,3.4484
3.5942,3.4124
3.5952,3.3766
3.5962,3.341
3.5972,3.3054
3.5982,3.27
3.5992,3.2347
3.6002,3.1995
3.6012,3.1645
3.6022,3.1296
3.6032,3.0949
3.6042,3.0602
3.6052,3.0257
3.6062,2.9914
3.6072,2.9572
3.6082,2.9231
3.6092,2.8892
3.6102,2.8554
3.6112,2.8218
3.6122,2.7883
3.6132,2.755
3.6142,2.7218
3.6152,2.6887
3.6162,2.6559
3.6172,2.6231
3.6182,2.5906
3.6192,2.5582
3.6202,2.5259
3.6212,2.4938
3.6222,2.4619
3.6232,2.4301
3.6242,2.3985
3.6252,2.367
3.6262,2.3357
3.6272,2.3046
3.6282,2.2737
3.6292,2.2429
3.6302,2.2123
3.6312,2.1818
3.6322,2.1516
3.6332,2.1215
3.6342,2.0916
3.6352,2.0618
3.6362,2.0322
3.6372,2.0028
3.6382,1.9736
3.6392,1.9445
3.6402,1.9157
3.6412,1.8869
3.6422,1.8584
3.6432,1.8301
3.6442,1.8019
3.6452,1.7739
3.6462,1.7461
3.6472,1.7184
3.6482,1.691
3.6492,1.6637
3.6502,1.6366
3.6512,1.6097
3.6522,1.5829
3.6532,1.5564
3.6542,1.53
3.6552,1.5038
3.6562,1.4778
3.6572,1.452
3.6582,1.4264
3.6592,1.4009
3.6602,1.3757
3.6612,1.3506
3.6622,1.3257
3.6632,1.301
3.6642,1.2765
3.6652,1.2522
3.6662,1.228
3.6672,1.2041
3.6682,1.1804
3.6692,1.1568
3.6702,1.1334
3.6712,1.1103
3.6722,1.0873
3.6732,1.0645
3.6742,1.0419
3.6752,1.0195
3.6762,0.99735
3.6772,0.97536
3.6782,0.95357
3.6792,0.93198
3.6802,0.91059
3.6812,0.88939
3.6822,0.8684
3.6832,0.84762
3.6842,0.82703
3.6852,0.80666
3.6862,0.78648
3.6872,0.76651
3.6882,0.74675
3.6892,0.7272
3.6902,0.70786
3.6912,0.68872
3.6922,0.66979
3.6932,0.65108
3.6942,0.63258
3.6952,0.61429
3.6962,0.59621
3.6972,0.57834
3.6982,0.56069
3.6992,0.54326
3.7002,0.52604
3.7012,0.50904
3.7022,0.49226
3.7032,0.4757
3.7042,0.45936
3.7052,0.44323
3.7062,0.42733
3.7072,0.41165
3.7082,0.3962
3.7092,0.38097
3.7102,0.36596
3.7112,0.35117
3.7122,0.33662
3.7132,0.32229
3.7142,0.30819
3.7152,0.29431
3.7162,0.28067
3.7172,0.26726
3.7182,0.25408
3.7192,0.24112
3.7202,0.22841
3.7212,0.21592
3.7222,0.20367
3.7232,0.19165
3.7242,0.17987
3.7252,0.16833
3.7262,0.15702
3.7272,0.14595
3.7282,0.13512
3.7292,0.12453
3.7302,0.11418
3.7312,0.10407
3.7322,0.094198
3.7332,0.084571
3.7342,0.075187
3.7352,0.066046
3.7362,0.057149
3.7372,0.048497
3.7382,0.04009
3.7392,0.03193
3.7402,0.024016
3.7412,0.01635
3.7422,0.0089326
3.7432,0.0017689
3.7442,0.0053048
3.7452,0.012609
3.7462,0.020173
3.7472,0.027996
3.7482,0.036079
3.7492,0.044422
3.7502,0.053024
3.7512,0.061886
3.7522,0.071008
3.7532,0.08039
3.7542,0.090033
3.7552,0.099936
3.7562,0.1101
3.7572,0.12052
3.7582,0.13121
3.7592,0.14215
3.7602,0.15336
3.7612,0.16482
3.7622,0.17655
3.7632,0.18853
3.7642,0.20078
3.7652,0.21328
3.7662,0.22605
3.7672,0.23907
3.7682,0.25235
3.7692,0.26589
3.7702,0.27968
3.7712,0.29374
3.7722,0.30805
3.7732,0.32261
3.7742,0.33744
3.7752,0.35251
3.7762,0.36785
3.7772,0.38343
3.7782,0.39927
3.7792,0.41537
3.7802,0.43171
3.7812,0.44831
3.7822,0.46515
3.7832,0.48225
3.7842,0.49959
3.7852,0.51718
3.7862,0.53502
3.7872,0.5531
3.7882,0.57143
3.7892,0.59
3.7902,0.60882
3.7912,0.62787
3.7922,0.64717
3.7932,0.6667
3.7942,0.68647
3.7952,0.70648
3.7962,0.72673
3.7972,0.7472
3.7982,0.76791
3.7992,0.78885
3.8002,0.81002
3.8012,0.83142
3.8022,0.85304
3.8032,0.87488
3.8042,0.89695
3.8052,0.91925
3.8062,0.94176
3.8072,0.96448
3.8082,0.98743
3.8092,1.0106
3.8102,1.034
3.8112,1.0575
3.8122,1.0813
3.8132,1.1053
3.8142,1.1295
3.8152,1.1539
3.8162,1.1785
3.8172,1.2033
3.8182,1.2283
3.8192,1.2535
3.8202,1.2789
3.8212,1.3045
3.8222,1.3303
3.8232,1.3562
3.8242,1.3823
3.8252,1.4087
3.8262,1.4352
3.8272,1.4618
3.8282,1.4887
3.8292,1.5157
3.8302,1.5429
3.8312,1.5702
3.8322,1.5977
3.8332,1.6254
3.8342,1.6532
3.8352,1.6812
3.8362,1.7093
3.8372,1.7376
3.8382,1.766
3.8392,1.7946
3.8402,1.8233
3.8412,1.8522
3.8422,1.8812
3.8432,1.9103
3.8442,1.9396
3.8452,1.969
3.8462,1.9985
3.8472,2.0281
3.8482,2.0579
3.8492,2.0878
3.8502,2.1178
3.8512,2.1479
3.8522,2.1781
3.8532,2.2085
3.8542,2.2389
3.8552,2.2695
3.8562,2.3002
3.8572,2.331
3.8582,2.3619
3.8592,2.3928
3.8602,2.4239
3.8612,2.4551
3.8622,2.4864
3.8632,2.5177
3.8642,2.5492
3.8652,2.5807
3.8662,2.6124
3.8672,2.6441
3.8682,2.6759
3.8692,2.7078
3.8702,2.7397
3.8712,2.7718
3.8722,2.8039
3.8732,2.836
3.8742,2.8683
3.8752,2.9006
3.8762,2.933
3.8772,2.9655
3.8782,2.998
3.8792,3.0306
3.8802,3.0632
3.8812,3.0959
3.8822,3.1286
3.8832,3.1614
3.8842,3.1943
3.8852,3.2272
3.8862,3.2602
3.8872,3.2932
3.8882,3.3262
3.8892,3.3593
3.8902,3.3924
3.8912,3.4256
3.8922,3.4588
3.8932,3.492
3.8942,3.5253
3.8952,3.5586
3.8962,3.5919
3.8972,3.6253
3.8982,3.6587
3.8992,3.6921
3.9002,3.7256
3.9012,3.759
3.9022,3.7925
3.9032,3.826
3.9042,3.8595
3.9052,3.893
3.9062,3.9266
3.9072,3.9601
3.9082,3.9937
3.9092,4.0272
3.9102,4.0608
3.9112,4.0944
3.9122,4.128
3.9132,4.1616
3.9142,4.1952
3.9152,4.2287
3.9162,4.2623
3.9172,4.2959
3.9182,4.3295
3.9192,4.363
3.9202,4.3966
3.9212,4.4301
3.9222,4.4636
3.9232,4.4972
3.9242,4.5307
3.9252,4.5641
3.9262,4.5976
3.9272,4.6311
3.9282,4.6645
3.9292,4.6979
3.9302,4.7313
3.9312,4.7646
3.9322,4.7979
3.9332,4.8312
3.9342,4.8645
3.9352,4.8977
3.9362,4.931
3.9372,4.9641
3.9382,4.9973
3.9392,5.0304
3.9402,5.0634
3.9412,5.0965
3.9422,5.1295
3.9432,5.1624
3.9442,5.1953
3.9452,5.2282
3.9462,5.261
3.9472,5.2938
3.9482,5.3265
3.9492,5.3592
3.9502,5.3918
3.9512,5.4244
3.9522,5.4569
3.9532,5.4894
3.9542,5.5218
3.9552,5.5542
3.9562,5.5865
3.9572,5.6187
3.9582,5.6509
3.9592,5.6831
3.9602,5.7152
3.9612,5.7472
3.9622,5.7791
3.9632,5.811
3.9642,5.8428
3.9652,5.8746
3.9662,5.9063
3.9672,5.9379
3.9682,5.9695
3.9692,6.001
3.9702,6.0324
3.9712,6.0638
3.9722,6.0951
3.9732,6.1263
3.9742,6.1574
3.9752,6.1885
3.9762,6.2195
3.9772,6.2504
3.9782,6.2812
3.9792,6.312
3.9802,6.3427
3.9812,6.3733
3.9822,6.4038
3.9832,6.4342
3.9842,6.4646
3.9852,6.4949
3.9862,6.5251
3.9872,6.5552
3.9882,6.5852
3.9892,6.6152
3.9902,6.6451
3.9912,6.6748
3.9922,6.7045
3.9932,6.7341
3.9942,6.7636
3.9952,6.7931
3.9962,6.8224
3.9972,6.8517
3.9982,6.8808
3.9992,6.9099
4.0002,6.9389
4.0012,6.9678
4.0022,6.9966
4.0032,7.0253
4.0042,7.0539
4.0052,7.0824
4.0062,7.1108
4.0072,7.1391
4.0082,7.1674
4.0092,7.1955
4.0102,7.2235
4.0112,7.2515
4.0122,7.2793
4.0132,7.3071
4.0142,7.3347
4.0152,7.3623
4.0162,7.3897
4.0172,7.4171
4.0182,7.4443
4.0192,7.4715
4.0202,7.4985
4.0212,7.5255
4.0222,7.5523
4.0232,7.5791
4.0242,7.6058
4.0252,7.6323
4.0262,7.6587
4.0272,7.6851
4.0282,7.7113
4.0292,7.7375
4.0302,7.7635
4.0312,7.7894
4.0322,7.8153
4.0332,7.841
4.0342,7.8666
4.0352,7.8921
4.0362,7.9175
4.0372,7.9429
4.0382,7.9681
4.0392,7.9932
4.0402,8.0181
4.0412,8.043
4.0422,8.0678
4.0432,8.0925
4.0442,8.1171
4.0452,8.1415
4.0462,8.1659
4.0472,8.1901
4.0482,8.2143
4.0492,8.2383
4.0502,8.2622
4.0512,8.2861
4.0522,8.3098
4.0532,8.3334
4.0542,8.3569
4.0552,8.3803
4.0562,8.4036
4.0572,8.4268
4.0582,8.4499
4.0592,8.4728
4.0602,8.4957
4.0612,8.5184
4.0622,8.5411
4.0632,8.5636
4.0642,8.5861
4.0652,8.6084
4.0662,8.6306
4.0672,8.6527
4.0682,8.6747
4.0692,8.6966
4.0702,8.7184
4.0712,8.7401
4.0722,8.7617
4.0732,8.7831
4.0742,8.8045
4.0752,8.8258
4.0762,8.8469
4.0772,8.8679
4.0782,8.8889
4.0792,8.9097
4.0802,8.9304
4.0812,8.951
4.0822,8.9716
4.0832,8.992
4.0842,9.0123
4.0852,9.0324
4.0862,9.0525
4.0872,9.0725
4.0882,9.0924
4.0892,9.1122
4.0902,9.1318
4.0912,9.1514
4.0922,9.1708
4.0932,9.1902
4.0942,9.2094
4.0952,9.2286
4.0962,9.2476
4.0972,9.2665
4.0982,9.2854
4.0992,9.3041
4.1002,9.3227
4.1012,9.3412
4.1022,9.3597
4.1032,9.378
4.1042,9.3962
4.1052,9.4143
4.1062,9.4323
4.1072,9.4502
4.1082,9.468
4.1092,9.4857
4.1102,9.5033
4.1112,9.5208
4.1122,9.5382
4.1132,9.5555
4.1142,9.5727
4.1152,9.5897
4.1162,9.6067
4.1172,9.6236
4.1182,9.6404
4.1192,9.6571
4.1202,9.6737
4.1212,9.6902
4.1222,9.7066
4.1232,9.7229
4.1242,9.7391
4.1252,9.7552
4.1262,9.7712
4.1272,9.7871
4.1282,9.8029
4.1292,9.8186
4.1302,9.8342
4.1312,9.8498
4.1322,9.8652
4.1332,9.8805
4.1342,9.8957
4.1352,9.9109
4.1362,9.9259
4.1372,9.9408
4.1382,9.9557
4.1392,9.9705
4.1402,9.9851
4.1412,9.9997
4.1422,10.014
4.1432,10.029
4.1442,10.043
4.1452,10.057
4.1462,10.071
4.1472,10.085
4.1482,10.099
4.1492,10.113
4.1502,10.127
4.1512,10.14
4.1522,10.154
4.1532,10.167
4.1542,10.181
4.1552,10.194
4.1562,10.207
4.1572,10.22
4.1582,10.233
4.1592,10.246
4.1602,10.259
4.1612,10.272
4.1622,10.285
4.1632,10.297
4.1642,10.31
4.1652,10.322
4.1662,10.334
4.1672,10.347
4.1682,10.359
4.1692,10.371
4.1702,10.383
4.1712,10.395
4.1722,10.407
4.1732,10.418
4.1742,10.43
4.1752,10.441
4.1762,10.453
4.1772,10.464
4.1782,10.476
4.1792,10.487
4.1802,10.498
4.1812,10.509
4.1822,10.52
4.1832,10.531
4.1842,10.542
4.1852,10.553
4.1862,10.563
