Time,Normal force coefficient (?)
4.1872,10.574
4.1882,10.584
4.1892,10.595
4.1902,10.605
4.1912,10.615
4.1922,10.626
4.1932,10.636
4.1942,10.646
4.1952,10.656
4.1962,10.666
4.1972,10.675
4.1982,10.685
4.1992,10.695
4.2002,10.704
4.2012,10.714
4.2022,10.723
4.2032,10.733
4.2042,10.742
4.2052,10.751
4.2062,10.76
4.2072,10.769
4.2082,10.778
4.2092,10.787
4.2102,10.796
4.2112,10.805
4.2122,10.814
4.2132,10.822
4.2142,10.831
4.2152,10.839
4.2162,10.848
4.2172,10.856
4.2182,10.864
4.2192,10.872
4.2202,10.88
4.2212,10.889
4.2222,10.897
4.2232,10.904
4.2242,10.912
4.2252,10.92
4.2262,10.928
4.2272,10.935
4.2282,10.943
4.2292,10.951
4.2302,10.958
4.2312,10.965
4.2322,10.973
4.2332,10.98
4.2342,10.987
4.2352,10.994
4.2362,11.001
4.2372,11.008
4.2382,11.015
4.2392,11.022
4.2402,11.029
4.2412,11.035
4.2422,11.042
4.2432,11.049
4.2442,11.055
4.2452,11.062
4.2462,11.068
4.2472,11.074
4.2482,11.081
4.2492,11.087
4.2502,11.093
4.2512,11.099
4.2522,11.105
4.2532,11.111
4.2542,11.117
4.2552,11.123
4.2562,11.128
4.2572,11.134
4.2582,11.14
4.2592,11.145
4.2602,11.151
4.2612,11.156
4.2622,11.162
4.2632,11.167
4.2642,11.172
4.2652,11.177
4.2662,11.183
4.2672,11.188
4.2682,11.193
4.2692,11.198
4.2702,11.203
4.2712,11.207
4.2722,11.212
4.2732,11.217
4.2742,11.222
4.2752,11.226
4.2762,11.231
4.2772,11.235
4.2782,11.24
4.2792,11.244
4.2802,11.248
4.2812,11.253
4.2822,11.257
4.2832,11.261
4.2842,11.265
4.2852,11.269
4.2862,11.273
4.2872,11.277
4.2882,11.281
4.2892,11.285
4.2902,11.289
4.2912,11.292
4.2922,11.296
4.2932,11.299
4.2942,11.303
4.2952,11.306
4.2962,11.31
4.2972,11.313
4.2982,11.316
4.2992,11.32
4.3002,11.323
4.3012,11.326
4.3022,11.329
4.3032,11.332
4.3042,11.335
4.3052,11.338
4.3062,11.341
4.3072,11.344
4.3082,11.346
4.3092,11.349
4.3102,11.352
4.3112,11.354
4.3122,11.357
4.3132,11.359
4.3142,11.362
4.3152,11.364
4.3162,11.366
4.3172,11.369
4.3182,11.371
4.3192,11.373
4.3202,11.375
4.3212,11.377
4.3222,11.379
4.3232,11.381
4.3242,11.383
4.3252,11.384
4.3262,11.386
4.3272,11.388
4.3282,11.389
4.3292,11.391
4.3302,11.393
4.3312,11.394
4.3322,11.395
4.3332,11.397
4.3342,11.398
4.3352,11.399
4.3362,11.401
4.3372,11.402
4.3382,11.403
4.3392,11.404
4.3402,11.405
4.3412,11.406
4.3422,11.406
4.3432,11.407
4.3442,11.408
4.3452,11.409
4.3462,11.409
4.3472,11.41
4.3482,11.41
4.3492,11.411
4.3502,11.411
4.3512,11.412
4.3522,11.412
4.3532,11.412
4.3542,11.412
4.3552,11.412
4.3562,11.412
4.3572,11.412
4.3582,11.412
4.3592,11.412
4.3602,11.412
4.3612,11.412
4.3622,11.412
4.3632,11.411
4.3642,11.411
4.3652,11.41
4.3662,11.41
4.3672,11.409
4.3682,11.409
4.3692,11.408
4.3702,11.407
4.3712,11.406
4.3722,11.406
4.3732,11.405
4.3742,11.404
4.3752,11.403
4.3762,11.401
4.3772,11.4
4.3782,11.399
4.3792,11.398
4.3802,11.396
4.3812,11.395
4.3822,11.394
4.3832,11.392
4.3842,11.39
4.3852,11.389
4.3862,11.387
4.3872,11.385
4.3882,11.384
4.3892,11.382
4.3902,11.38
4.3912,11.378
4.3922,11.376
4.3932,11.373
4.3942,11.371
4.3952,11.369
4.3962,11.367
4.3972,11.364
4.3982,11.362
4.3992,11.359
4.4002,11.357
4.4012,11.354
4.4022,11.351
4.4032,11.349
4.4042,11.346
4.4052,11.343
4.4062,11.34
4.4072,11.337
4.4082,11.334
4.4092,11.331
4.4102,11.327
4.4112,11.324
4.4122,11.321
4.4132,11.317
4.4142,11.314
4.4152,11.31
4.4162,11.307
4.4172,11.303
4.4182,11.299
4.4192,11.295
4.4202,11.291
4.4212,11.287
4.4222,11.283
4.4232,11.279
4.4242,11.275
4.4252,11.271
4.4262,11.266
4.4272,11.262
4.4282,11.258
4.4292,11.253
4.4302,11.249
4.4312,11.244
4.4322,11.239
4.4332,11.234
4.4342,11.229
4.4352,11.224
4.4362,11.219
4.4372,11.214
4.4382,11.209
4.4392,11.204
4.4402,11.199
4.4412,11.193
4.4422,11.188
4.4432,11.182
4.4442,11.177
4.4452,11.171
4.4462,11.165
4.4472,11.159
4.4482,11.153
4.4492,11.147
4.4502,11.141
4.4512,11.135
4.4522,11.129
4.4532,11.123
