Flight Time(sec),Gyro xb(°/s),Gyro yb(°/s),Gyro zb(°/s),Acc xb(m/s²),Acc yb(m/s²),Acc zb(m/s²),Acc xb backup(m/s²),Acc yb backup(m/s²),Acc zb backup(m/s²),TVC Y+°,TVC Z+°,TVC Y+ N⋅m,TVC Z+ N⋅m,Roll Wheel Val,Pressure Pa,,,Temp C°
25.881,0.07,0.02,0.01,-0.62,0.79,14.89,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.901,0.07,0.02,0.01,-0.63,0.81,14.92,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.921,0.07,0.08,0.01,-0.63,0.81,14.92,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.941,0,-0.23,-0.05,-0.62,0.81,14.9,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.961,0,-0.23,-0.05,-0.62,0.81,14.86,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
25.981,0,0.08,-0.05,-0.62,0.81,14.86,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
26.001,0,0.08,-0.05,-0.6,0.79,14.9,-0.72,8.45,-4.97,0,0,-0.0401,-0.0987,-5.87,99360,0.345457693351899,0.377863500989971,47.5
26.021,0,0.08,-0.05,-0.6,0.49,16.71,-0.72,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.041,0.07,-0.04,0.08,-0.6,0.49,16.71,-0.74,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.061,-0.06,0.08,-0.05,-0.63,0.47,16.72,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.081,-0.06,0.08,-0.05,-0.59,0.51,16.73,-0.71,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.101,0.07,-0.04,0.01,-0.59,0.51,16.73,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.121,0,0.14,0.01,-0.61,0.48,16.72,-0.72,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.141,0,0.14,0.01,-0.62,0.49,16.73,-0.72,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.161,0,-0.17,-0.05,-0.62,0.49,16.73,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.181,-0.06,0.02,-0.05,-0.62,0.48,16.71,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.201,-0.06,0.02,-0.05,-0.6,0.5,16.75,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.221,0.07,-0.17,-0.05,-0.6,0.5,16.75,-0.73,8.44,-4.97,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.241,0.07,-0.04,-0.05,-0.61,0.48,16.73,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.261,0.07,-0.04,-0.05,-0.61,0.48,16.73,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.281,0,-0.04,-0.05,-0.61,0.48,16.73,-0.74,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.301,0.07,0.08,0.01,-0.62,0.13,18.7,-0.73,8.43,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.321,0.07,0.08,0.01,-0.61,0.13,18.71,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.341,0,0.08,0.08,-0.61,0.13,18.71,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.361,0.07,0.08,0.08,-0.6,0.14,18.7,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.381,0.07,0.08,0.08,-0.61,0.13,18.71,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.401,0.07,-0.04,-0.11,-0.61,0.13,18.71,-0.73,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.421,0,0.02,-0.05,-0.62,0.15,18.7,-0.74,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.441,0,0.02,-0.05,-0.61,0.14,18.7,-0.75,8.43,-4.97,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.461,0.13,0.21,0.08,-0.61,0.14,18.7,-0.71,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.481,-0.12,0.02,0.14,-0.61,0.15,18.7,-0.72,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.501,-0.12,0.02,0.14,-0.62,0.13,18.72,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99340,2.07299449638715,2.26794762186605,47.57
26.521,-0.12,0.02,0.14,-0.62,0.13,18.72,-0.73,8.44,-4.93,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.541,0.07,0.02,-0.05,-0.61,-0.22,20.83,-0.74,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.561,0.07,0.02,-0.05,-0.59,-0.24,20.82,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.581,0.07,0.02,0.01,-0.59,-0.24,20.82,-0.72,8.45,-4.94,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.601,0.13,-0.17,0.01,-0.62,-0.25,20.83,-0.73,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.621,0.13,-0.17,0.01,-0.62,-0.23,20.85,-0.72,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.641,0,0.21,-0.05,-0.62,-0.23,20.85,-0.73,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.661,-0.06,-0.04,-0.05,-0.6,-0.22,20.82,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.681,-0.06,-0.04,-0.05,-0.6,-0.24,20.83,-0.72,8.44,-4.97,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.701,0.13,-0.04,0.01,-0.6,-0.24,20.83,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.721,0.19,0.08,0.01,-0.62,-0.22,20.83,-0.73,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.741,0.19,0.08,0.01,-0.62,-0.23,20.84,-0.73,8.43,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.761,0.07,0.08,-0.05,-0.62,-0.23,20.84,-0.72,8.44,-4.97,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.781,0,-0.04,0.01,-0.6,-0.62,23.15,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.801,0,-0.04,0.01,-0.62,-0.63,23.12,-0.74,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.821,-0.06,-0.04,-0.05,-0.62,-0.63,23.12,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.841,0.07,0.08,-0.05,-0.62,-0.63,23.12,-0.72,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.861,0.07,0.08,-0.05,-0.63,-0.64,23.12,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.881,0.07,-0.11,-0.11,-0.63,-0.64,23.12,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.901,-0.06,-0.11,-0.17,-0.62,-0.63,23.12,-0.74,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.921,-0.06,-0.11,-0.17,-0.64,-0.65,23.14,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.941,0,0.08,0.01,-0.64,-0.65,23.14,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.961,-0.06,0.14,0.01,-0.64,-0.62,23.14,-0.72,8.43,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
26.981,-0.06,0.14,0.01,-0.61,-0.62,23.13,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
27.001,0,0.02,0.01,-0.61,-0.62,23.13,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99342,1.90022218784681,2.07925117143369,47.62
27.021,0,0.02,0.01,-0.61,-0.62,23.13,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.041,0,0.02,0.01,-0.61,-1.05,25.56,-0.72,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.061,0,0.02,-0.05,-0.61,-1.05,25.56,-0.72,8.42,-4.97,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.081,-0.06,-0.04,0.08,-0.62,-1.05,25.61,-0.72,8.45,-4.97,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.101,-0.06,-0.04,0.08,-0.61,-1.04,25.61,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.121,-0.06,0.02,-0.05,-0.61,-1.04,25.61,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.141,-0.06,0.08,0.01,-0.63,-1.03,25.6,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.161,-0.06,0.08,0.01,-0.59,-1.07,25.61,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.181,0.07,0.21,0.01,-0.59,-1.07,25.61,-0.72,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.201,0.07,-0.04,0.01,-0.6,-1.05,25.64,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.221,0.07,-0.04,0.01,-0.61,-1.06,25.6,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.241,0.13,-0.04,0.01,-0.61,-1.06,25.6,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.261,-0.06,-0.04,0.01,-0.62,-1.06,25.61,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.281,-0.06,-0.04,0.01,-0.62,-1.06,25.61,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.301,0,0.08,0.01,-0.62,-1.06,25.61,-0.73,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.321,0.07,0.14,0.01,-0.62,-1.51,28.26,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.341,0.07,0.14,0.01,-0.62,-1.49,28.27,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.361,-0.12,-0.17,-0.11,-0.62,-1.49,28.27,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.381,0,0.02,0.01,-0.61,-1.5,28.23,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.401,0,0.02,0.01,-0.58,-1.49,28.25,-0.73,8.43,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.421,0,0.02,-0.05,-0.58,-1.49,28.25,-0.72,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.441,0.07,-0.04,-0.17,-0.6,-1.5,28.24,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.461,0.07,-0.04,-0.17,-0.61,-1.49,28.26,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.481,0,-0.04,-0.05,-0.61,-1.49,28.26,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.501,0,0.02,-0.05,-0.6,-1.47,28.24,-0.71,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89055924269493,47.68
27.521,0,0.02,-0.05,-0.61,-1.5,28.26,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.541,0,0.02,-0.05,-0.61,-1.5,28.26,-0.71,8.43,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.561,-0.06,0.02,0.01,-0.6,-1.95,31.1,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.581,-0.06,0.02,0.01,-0.61,-1.94,31.1,-0.73,8.46,-4.94,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.601,-0.06,0.14,-0.05,-0.61,-1.94,31.1,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.621,0,0.08,0.01,-0.62,-1.97,31.12,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.641,0,0.08,0.01,-0.6,-1.95,31.09,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.661,0,-0.11,0.01,-0.6,-1.95,31.09,-0.74,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.681,0,0.02,-0.05,-0.6,-1.95,31.09,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.701,0,0.02,-0.05,-0.61,-1.97,31.1,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.721,-0.06,0.02,-0.11,-0.61,-1.97,31.1,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.741,-0.06,0.21,0.01,-0.62,-1.97,31.1,-0.73,8.47,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.761,-0.06,0.21,0.01,-0.63,-1.97,31.1,-0.71,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.781,-0.06,-0.04,-0.05,-0.63,-1.97,31.1,-0.72,8.46,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.801,-0.06,-0.04,-0.05,-0.63,-1.97,31.1,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.821,-0.06,-0.04,-0.05,-0.61,-2.46,34.18,-0.74,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.841,-0.06,-0.11,-0.11,-0.61,-2.46,34.18,-0.71,8.43,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.861,-0.06,0.02,-0.05,-0.61,-2.46,34.15,-0.72,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.881,-0.06,0.02,-0.05,-0.6,-2.47,34.15,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.901,0,0.02,-0.05,-0.6,-2.47,34.15,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.921,-0.06,-0.04,0.01,-0.62,-2.47,34.18,-0.75,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.941,-0.06,-0.04,0.01,-0.61,-2.49,34.15,-0.71,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.961,0,0.08,0.01,-0.61,-2.49,34.15,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
27.981,0.07,-0.17,0.01,-0.61,-2.49,34.15,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
28.001,0.07,-0.17,0.01,-0.62,-2.47,34.19,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
28.021,-0.06,0.02,0.01,-0.62,-2.47,34.19,-0.74,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70174809377795,47.73
28.041,-0.06,0.02,0.01,-0.62,-2.48,34.14,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.061,-0.06,0.02,0.01,-0.61,-3,37.5,-0.71,8.46,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.081,0.07,0.08,-0.05,-0.61,-3,37.5,-0.73,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.101,-0.06,0.02,0.08,-0.63,-3.05,37.46,-0.74,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.121,-0.06,0.02,0.08,-0.61,-3.05,37.47,-0.71,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.141,0,0.02,0.01,-0.61,-3.05,37.47,-0.74,8.45,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.161,-0.06,0.14,0.01,-0.6,-3.03,37.47,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.181,-0.06,0.14,0.01,-0.63,-3.02,37.46,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.201,0,0.14,0.01,-0.63,-3.02,37.46,-0.71,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.221,0,-0.04,-0.05,-0.6,-3.01,37.47,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.241,0,-0.04,-0.05,-0.62,-3.03,37.46,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.261,0.07,0.02,-0.17,-0.62,-3.03,37.46,-0.72,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.281,-0.06,-0.04,0.01,-0.62,-3.03,37.45,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.301,-0.06,-0.04,0.01,-0.62,-3.03,37.45,-0.73,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.321,0,0.08,0.01,-0.62,-3.03,37.45,-0.73,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.341,-0.06,0.08,0.01,-0.62,-3.61,41.04,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.361,-0.06,0.08,0.01,-0.6,-3.62,41.02,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.381,0.07,0.08,-0.11,-0.6,-3.62,41.02,-0.74,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.401,0,-0.17,-0.05,-0.61,-3.62,41.02,-0.71,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.421,0,-0.17,-0.05,-0.62,-3.63,41.04,-0.72,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.441,0.07,-0.04,0.01,-0.62,-3.63,41.04,-0.73,8.46,-4.97,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.461,0,-0.04,-0.05,-0.62,-3.61,41.01,-0.71,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.481,0,-0.04,-0.05,-0.61,-3.64,41.05,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.501,0,0.08,0.14,-0.61,-3.64,41.05,-0.74,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.521,0.07,0.21,0.08,-0.62,-3.61,41.02,-0.72,8.43,-4.97,0,0,-0.0401,-0.0987,-5.87,99344,1.72745401941293,1.89108957037178,47.77
28.541,0.07,0.21,0.08,-0.61,-3.62,41.01,-0.73,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.561,0.07,0.21,0.08,-0.61,-3.62,41.01,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.581,-0.06,0.08,0.01,-0.62,-4.25,44.82,-0.74,8.44,-4.94,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.601,-0.06,0.08,0.01,-0.6,-4.24,44.84,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.621,-0.06,0.08,0.14,-0.6,-4.24,44.84,-0.72,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.641,-0.06,-0.11,-0.05,-0.6,-4.27,44.84,-0.72,8.47,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.661,-0.06,-0.11,-0.05,-0.61,-4.26,44.83,-0.73,8.45,-4.97,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.681,0,0.08,0.01,-0.61,-4.26,44.83,-0.72,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.701,0.13,0.02,-0.05,-0.61,-4.23,44.82,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.721,0.13,0.02,-0.05,-0.6,-4.24,44.81,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.741,0.07,-0.04,0.01,-0.6,-4.24,44.81,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.761,0,0.08,0.08,-0.6,-4.24,44.83,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.781,0,0.08,0.08,-0.64,-4.24,44.83,-0.72,8.43,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.801,0,-0.04,-0.11,-0.64,-4.24,44.83,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.821,0,-0.04,-0.11,-0.64,-4.24,44.83,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.841,0,-0.04,-0.11,-0.62,-4.93,48.99,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.861,0.07,-0.11,-0.05,-0.62,-4.93,48.99,-0.72,8.46,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.881,-0.06,0.08,-0.05,-0.62,-4.92,48.98,-0.72,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.901,-0.06,0.08,-0.05,-0.62,-4.92,48.99,-0.73,8.44,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.921,0,-0.04,-0.05,-0.62,-4.92,48.99,-0.74,8.44,-4.97,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.941,0.07,0.08,0.14,-0.61,-4.94,49,-0.73,8.44,-4.96,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.961,0.07,0.08,0.14,-0.62,-4.94,48.96,-0.73,8.43,-4.97,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
28.981,0.13,-0.04,-0.17,-0.62,-4.94,48.96,-0.73,8.45,-4.95,0,0,-0.0401,-0.0987,-5.87,99346,1.55468999087521,1.70222538296877,47.82
